before,reverse_color,after,length,swing_to
BPBBPP,BBBBBBBPP,PPPBBB,9,P
BBBBPP,PPPBB,BPPPPP,5,B
BBBBPP,BBBBBBPP,BBBBPP,8,P
BBBBPP,BBBBPP,BBPPBP,6,P
BPBBPP,BBBPP,PPPPPB,5,P
BPPBPP,BBBPP,PPBPBP,5,P
PBPBPB,PPPPBB,BBPBBB,6,B
BBPBPP,BBBPP,BPBBBB,5,P
BBPBPB,PPPBB,BPPPPB,5,B
PPPBBB,PPPPBB,BBBBPB,6,B
BPPBBP,BBBBBBBPP,BPPBBP,9,P
PBPBPP,BBBPP,BPBBBP,5,P
PPPBPP,BBBPP,PBPBPP,5,P
PBPPBB,PPPPPBB,PBBBBB,7,B
BPBPBB,PPPPPPPPBB,PBBPBP,10,B
PBPBPB,PPPBB,PBPPPP,5,B
PPBBPB,PPPPPPPPBB,BPBPBP,10,B
PBBBPP,PPPBB,PBBPPP,5,B
PBPPBB,PPPPBB,BPBPBP,6,B
BBPBPB,PPPPBB,PBBBPP,6,B
PPPBBP,BBBPP,BBBBPB,5,P
PBBBBP,BBBBPP,BPBPBB,6,P
PPBPBP,BBBPP,BPPBBB,5,P
BPPBPP,BBBPP,BBPPBP,5,P
PBBPPB,PPPPBB,BPPBPB,6,B
BPBPBB,PPPPPPPPPBB,PPPBPB,11,B
BPPBBP,BBBBPP,PBBBBP,6,P
BBBPPP,BBBBPP,BPPBPP,6,P
BBBBBP,BBBBBBPP,BPBPPB,8,P
PBBPBB,PPPPBB,BPPBBB,6,B
PPBBBP,BBBPP,PBPPPB,5,P
PBPBBP,BBBBPP,PBBPPB,6,P
PPBPBB,PPPBB,BBPBPP,5,B
PBBBBP,BBBBPP,BBBBPP,6,P
BBBBPP,BBBBPP,BPPPBP,6,P
BPPBBP,BBBBBBPP,PPPBBB,8,P
BBPBBP,BBBBPP,BBPPPB,6,P
BBPPBB,PPPBB,BPPBPP,5,B
PBPPBB,PPPBB,PPPPBB,5,B
BPPPBB,PPPPBB,PBBPBP,6,B
BPBPBP,BBBBBPP,PPPBPP,7,P
BPPPPB,PPPBB,BPBBPB,5,B
BBPBBP,BBBPP,PPBBBP,5,P
BBPPPP,BBBPP,PPPPBB,5,P
BPPPPB,PPPPBB,PBBBBP,6,B
PPPBBP,BBBBPP,PBPPBB,6,P
PBPPBP,BBBBPP,PBBBPP,6,P
BPBBPB,PPPPPPBB,PBPBBB,8,B
PBBBPB,PPPPPBB,PBBBBP,7,B
PPPBBP,BBBBPP,BPBBPP,6,P
BPPBPP,BBBPP,PBPBBB,5,P
BPBPPB,PPPPBB,PPPBBP,6,B
PPPPBB,PPPBB,PBBPPP,5,B
BBPBBP,BBBPP,PPBPBB,5,P
BPPBBP,BBBPP,PPPPBP,5,P
BBBPPB,PPPPBB,BBPBPB,6,B
BPBPBB,PPPPPBB,BPBBBB,7,B
PPBBBP,BBBBBBPP,PBBBPB,8,P
BBBPBP,BBBBPP,BPPPPP,6,P
BBBPPB,PPPPPPPPPPBB,BBBBBP,12,B
BPPBPP,BBBBBBPP,PBPBPB,8,P
BBBPBB,PPPBB,BBBBBB,5,B
BPPPBB,BBBBBBBPP,PPBPPP,9,P
PPPPPB,PPPPPBB,BPPPBP,7,B
PPPBPB,PPPPPPPPPPPPBB,PBPPPB,14,B
PBPPPB,PPPBB,BBPPPP,5,B
PPPBPB,PPPPPBB,BBBPPP,7,B
PPPPBB,BBBPP,PPBPPP,5,P
BPPPPB,PPPBB,BBPBPP,5,B
PBPBBP,BBBPP,PBPBBB,5,P
PBPBPB,PPPBB,BPBBBB,5,B
PBPPPB,PPPPBB,BPPBPB,6,B
BBPPBP,BBBBBBBPP,BBBBPP,9,P
BBBBPP,BBBBPP,BBBPBB,6,P
PPBBBP,BBBPP,PPPPBP,5,P
PPPBPP,BBBPP,PBBPPB,5,P
BPBBPB,PPPBB,BPPBPP,5,B
BPPBPB,PPPBB,BBPBPB,5,B
PBPBBP,BBBBPP,PBBPBB,6,P
PBBBPB,PPPPBB,PBPPBP,6,B
PPBPBP,BBBBPP,PPPPPB,6,P
PPBBBP,BBBPP,PPBBPB,5,P
PPPBBP,BBBPP,BBPPPB,5,P
BBPPBB,PPPBB,BBPBPB,5,B
BBPBPB,PPPBB,BPPPBP,5,B
BPBBPP,BBBBPP,PPPBPB,6,P
PBBPBP,BBBBPP,PPBBBP,6,P
BBPBPB,PPPPPPPPBB,BBBPBP,10,B
BBPPBP,BBBPP,BPPPPP,5,P
BBPPBB,PPPPPPBB,BBBBPB,8,B
BBBPBP,BBBPP,BBPBPB,5,P
BBBBPP,PPPPPBB,BPPBBP,7,B
PPBBPP,BBBBPP,PPBPPB,6,P
PPPBPP,BBBPP,BBBBBP,5,P
PBBBPP,BBBBBPP,BBPBBP,7,P
BPPBBP,BBBBPP,BBBBBP,6,P
BBBBPP,BBBBBPP,PPBBBB,7,P
PPPPPB,PPPPBB,PPBPBP,6,B
BBPPBP,BBBBBPP,PBPBBB,7,P
BPPPBP,BBBPP,PPPPBP,5,P
PBPPBB,PPPPBB,PPBPPP,6,B
PBBPPB,PPPPBB,BBBBBP,6,B
PBBBPB,PPPBB,BBPPBP,5,B
PBBPBP,BBBPP,PBBBPP,5,P
BBBPPP,BBBPP,PPPBPB,5,P
PBPBBP,BBBBBBPP,PPBBPB,8,P
PPBBBP,BBBBBBBPP,BBBPBB,9,P
PPBBBP,BBBPP,PPPBPP,5,P
BPPBBP,BBBBPP,PBBPBB,6,P
PBPPPB,PPPBB,BPBPBB,5,B
PBPPBB,PPPPBB,BPPBPB,6,B
PBPBBP,BBBPP,BBBBPB,5,P
PPBPBP,BBBPP,BBBPBB,5,P
BPBBPB,PPPBB,BBPBBB,5,B
PBBBBP,BBBPP,BBPBPB,5,P
PBPBPP,BBBBPP,PBBBPP,6,P
BBBPPP,BBBPP,BPBPPP,5,P
BBBBPB,PPPBB,BPPBBP,5,B
PBBBBP,BBBPP,PPBBBP,5,P
PPBBBP,BBBPP,PBBPPB,5,P
BPPBPP,BBBBPP,PBPBPB,6,P
BPBPBB,PPPPPPBB,BPPBPP,8,B
PBPBBP,BBBPP,BPPBBP,5,P
BPBPBB,PPPBB,PPBPPB,5,B
BPPPPB,PPPPBB,BBPPBP,6,B
BPPBPP,BBBPP,PBBPPP,5,P
BPPPBB,PPPBB,BBPBBB,5,B
BBBPBP,BBBPP,PPPBBP,5,P
PBBBPP,PPPBB,PBBPBB,5,B
BPBPBP,BBBBPP,PBPBBB,6,P
BPBPBB,PPPPBB,BBBPBP,6,B
BBBBPB,PPPPBB,BBPBBP,6,B
PBPBPP,BBBPP,BBPBPP,5,P
BPBBBP,BBBPP,BPBPBB,5,P
PBBPPB,PPPPBB,PPPBBB,6,B
PPPPBB,PPPBB,BBBBBP,5,B
BPPPBB,BBBBBPP,PPBBPB,7,P
PPPBBP,BBBBBBBBBPP,BBBBPB,11,P
BPPPBP,BBBPP,PBPPBB,5,P
BPPPBP,BBBPP,BBBBPP,5,P
PBBBPP,BBBBPP,BPPBPP,6,P
BPBPBB,PPPPPPPBB,BPBPBB,9,B
BBBPBP,BBBPP,BPPBPB,5,P
PBBBPB,PPPPPPPBB,BBPPPP,9,B
PBPBPP,BBBPP,BBPBBB,5,P
BPBBBP,BBBBPP,PBBPPB,6,P
BPPBPP,BBBBPP,PBBPPP,6,P
BPPPBB,PPPPBB,PBBBPP,6,B
PPPBBP,BBBPP,BPBPPB,5,P
BPBBPB,PPPPBB,BBPBBP,6,B
BBPBBP,BBBBPP,PBBPPB,6,P
BBPPBP,BBBBBBPP,PBBBBP,8,P
BPPBBP,BBBBBBBBBBPP,PPBPBB,12,P
BPPBPB,PPPPPBB,BPBPPB,7,B
PPBPBP,BBBPP,BPBPPP,5,P
PBBBBP,BBBPP,PPBPBP,5,P
BPPBBP,BBBBPP,BPPBBP,6,P
PBPBPP,BBBPP,BBBPBP,5,P
BBBPBP,BBBPP,BBBBPB,5,P
BPBBPB,PPPBB,BBPPBB,5,B
PBBPBB,PPPBB,PBPBBB,5,B
BPPBPP,BBBBBPP,BBPPBP,7,P
BBPPPB,PPPBB,PPBPBP,5,B
PPPBPB,PPPPPPPPPPBB,BPPPPB,12,B
PPPBBB,PPPPBB,BPPBPB,6,B
BPBPPB,PPPBB,BPBBBB,5,B
BBBBBP,BBBBBPP,BBBBBB,7,P
BBBBPP,BBBBBBPP,BBPPPP,8,P
PBBBPP,PPPBB,BBPBBP,5,B
BPBBPB,PPPPBB,PPPPBB,6,B
PBPPPB,PPPPBB,BBPPBB,6,B
BPPPBP,BBBPP,PBPBBP,5,P
PPPPBP,BBBPP,BBPPBP,5,P
BPBBPP,BBBBPP,PPPPPB,6,P
BBBBPP,PPPPPBB,PPPBBB,7,B
PPPPBB,PPPBB,BBPPPB,5,B
BPPPPB,PPPPBB,BBPPPP,6,B
PPBBBB,PPPPPPBB,BPPBBP,8,B
PBPBPP,BBBPP,PPPBPB,5,P
PBPBBP,BBBPP,PPPBBB,5,P
PBBBPP,PPPBB,BPPBBB,5,B
BBPBPB,PPPBB,BBPPPP,5,B
PPBBBB,PPPPBB,PPPBPB,6,B
BPPPBP,BBBBBPP,BPBBPB,7,P
PBBPBB,PPPPBB,PBBBBB,6,B
PBPPBP,BBBPP,BBPPBP,5,P
BBPBPB,PPPPPBB,BPPBBP,7,B
PBPBPP,BBBBPP,PBBPPB,6,P
PPBBPP,BBBBPP,PBBBBB,6,P
BPBBBP,BBBBBBPP,BPBBBB,8,P
BBPPBP,BBBBBBPP,PPPBPP,8,P
PBPPBP,BBBPP,PPPBBP,5,P
PBBBPP,PPPBB,PPPBBB,5,B
PPPPBB,PPPBB,BPPPBP,5,B
BPPBPP,BBBPP,PPBBPB,5,P
PBPBBP,BBBBBBPP,BBBPPB,8,P
BBBBPP,BBBPP,BBPPBP,5,P
BBPPBP,BBBPP,PBBBBP,5,P
BBPBPB,PPPPPBB,BPPBBB,7,B
PBBBPP,BBBPP,PPBBPB,5,P
PBBPBP,BBBPP,PPPPBP,5,P
BBPBPB,PPPPPBB,PBPPPB,7,B
PPBBPB,PPPBB,BBBBPP,5,B
BPPPBB,BBBBPP,PBPBBP,6,P
BPBBPP,BBBPP,PBBPBP,5,P
PBBPBP,BBBPP,BPPBPP,5,P
BBPBPP,BBBPP,PPPBPB,5,P
BPBPBB,PPPBB,BBBPPB,5,B
BPPPBB,BBBPP,BPBPBP,5,P
PBPBBP,BBBPP,PPPPPP,5,P
PPBBBP,BBBPP,BPPBBB,5,P
BPPBPP,BBBPP,PPPBPP,5,P
PBBBBP,BBBBPP,PPBPBB,6,P
BPPBPP,BBBPP,BBPPBB,5,P
PPBBPP,BBBBBPP,BPPBBP,7,P
PBPPBP,BBBBBPP,BBPPBB,7,P
BBPPBB,PPPPBB,BPBBPP,6,B
BPPPBP,BBBPP,PPBBBP,5,P
BBPPPP,BBBPP,PPPPBP,5,P
BBBBPB,PPPPPBB,BPBBBB,7,B
BPBBBP,BBBBPP,PBPBBP,6,P
PBPBBP,BBBPP,BPBPPB,5,P
PBPPPB,PPPPPPBB,BPBPPB,8,B
BPPBPB,PPPPBB,BBPBPB,6,B
PBPPPB,PPPBB,BPPPPB,5,B
PPPBBB,PPPPBB,BPBPBB,6,B
BBBPBP,BBBPP,BPBBBB,5,P
BBPPBP,BBBBPP,BPPPBP,6,P
BPPPBP,BBBBBPP,BPPPPP,7,P
BBBPPB,PPPPPBB,PPPPPB,7,B
PPPBPP,BBBPP,BPBBBP,5,P
BPPBPP,BBBBPP,PBBPBB,6,P
PPPPBB,PPPPPBB,PBPPPP,7,B
BBPBBP,BBBPP,PBBBPB,5,P
BBPBPP,BBBBPP,BBBPPP,6,P
BBBBPP,BBBPP,PBPPPB,5,P
PPPBPP,BBBBPP,PBPPBP,6,P
PBBPBP,BBBBBPP,BBBPPP,7,P
BBBBPP,BBBPP,PPBPPB,5,P
PPPBPB,PPPBB,BBBBPP,5,B
BPPPBB,BBBBPP,BBPBPP,6,P
BBBPBP,BBBPP,BPBPBB,5,P
PPBPBP,BBBBBBBPP,PPBBBP,9,P
BBPPPP,BBBPP,PBBPPB,5,P
PPPBPP,BBBBBPP,BPBPBP,7,P
PBPPBP,BBBBPP,BBPPPB,6,P
BBPPBB,PPPBB,PBBBPB,5,B
PBPPPB,PPPBB,PPPBBP,5,B
BPPPBB,PPPBB,PPPBPP,5,B
PBBPPB,PPPBB,PBBBBB,5,B
PPPBBP,BBBBBBBBPP,BPPPPP,10,P
PPBBPB,PPPBB,BPPPPP,5,B
PBPPBB,PPPBB,BPPPPB,5,B
BPBBPB,PPPPBB,PPPBBB,6,B
PPPPBB,PPPBB,BBPBPB,5,B
PPBPBP,BBBBBPP,PBPPPP,7,P
BBBPBB,PPPPBB,BPBPPP,6,B
PBBBPB,PPPBB,PPBBPP,5,B
PPPBPB,PPPPPBB,PPBBPB,7,B
BBBPBB,PPPPPBB,PPBPBP,7,B
BBBPPB,PPPBB,PPBBPB,5,B
PPPBPP,BBBPP,BPBPBB,5,P
PPPBPP,BBBBBBBPP,BBBBBB,9,P
BBPBPP,BBBPP,BBPBPB,5,P
BPBPBP,BBBPP,BPBBBB,5,P
BBPPBP,BBBBPP,BPPPBP,6,P
PBPPPB,PPPBB,BPPBPB,5,B
BBBPPB,PPPBB,PPPBPP,5,B
BPPBPP,BBBBPP,BBBPPB,6,P
BBBBPP,BBBPP,BPBBBB,5,P
PBPBBP,BBBBPP,PPBPBP,6,P
BPPPPB,PPPPPBB,BPPPPP,7,B
PBPPBP,BBBBPP,PPPPPP,6,P
PPBBBP,BBBBBBPP,BPBPPP,8,P
BPPBPB,PPPBB,BBPBBB,5,B
BPBPBP,BBBPP,PBPPBB,5,P
PPBBPB,PPPBB,PPBBBP,5,B
PPBBPP,BBBPP,BBPPBP,5,P
BPBPBP,BBBPP,PBPPBB,5,P
PPBBPB,PPPBB,PPBBBP,5,B
PPBBPP,BBBPP,BBPPBP,5,P
PBPPBP,BBBPP,PPBPBB,5,P
PPPPBP,BBBPP,PPPBPB,5,P
PPPBPB,PPPPPBB,BBPBBP,7,B
PBBPBB,PPPPBB,PBBPPP,6,B
PBBPBB,PPPBB,PPPPBB,5,B
BPPPBB,PPPPBB,PBBBPP,6,B
PPPBBP,BBBPP,BBPPPB,5,P
BBPPBB,PPPBB,BBPPBB,5,B
BPBPPB,PPPBB,BPPBBP,5,B
BBBPBP,BBBBBBPP,PBBPBB,8,P
BPBBPP,BBBPP,BBBPBB,5,P
PBBBPB,PPPPBB,BPBBPP,6,B
BBPBPP,BBBBPP,PBBBBP,6,P
BBBBPB,PPPBB,PBBBBP,5,B
PBBBBP,BBBPP,BPPBBP,5,P
PBBBBP,BBBBPP,BBPPBB,6,P
BBBPBP,BBBPP,BPBBBB,5,P
BBBPBB,PPPPPPBB,PPPPBB,8,B
PPPPBB,PPPPBB,PBPPBP,6,B
PBPPBP,BBBBPP,BPPPBP,6,P
PPBBBB,PPPBB,BBPPPB,5,B
PPBBBB,PPPBB,BBPPBB,5,B
BBPPBB,PPPBB,BPBPPP,5,B
BPBBPB,PPPBB,BBBPPP,5,B
BPPPBB,BBBPP,PPBBPP,5,P
PBBBBP,BBBBBBPP,BBBBBB,8,P
BPPBPP,BBBPP,PBBBBB,5,P
BBBPPB,PPPBB,BPPBBB,5,B
BPBBPP,BBBBPP,BPPBPB,6,P
PBBPPB,PPPBB,BPBPBP,5,B
PBPPBB,PPPPBB,BBPPPB,6,B
PPBBBB,PPPBB,BBPBBP,5,B
BBPBBP,BBBBBBBBPP,PPPPPB,10,P
PPPPPB,PPPPBB,BPBBPP,6,B
BBBPBB,PPPBB,PBBPPP,5,B
PBBPBP,BBBPP,BBPPPB,5,P
BBPPBB,PPPBB,PPPBPB,5,B
BPPPBP,BBBPP,BBBPBP,5,P
BPPPBP,BBBPP,PPPPBB,5,P
PBBBPP,PPPPBB,BBPBPP,6,B
PPPBPB,PPPBB,PBPBPB,5,B
BBPBPP,BBBBBPP,PBPBBB,7,P
BPPPBP,BBBPP,BPPBPB,5,P
PPBBBP,BBBBPP,BBPBPP,6,P
BBPBPP,BBBPP,PBBBPB,5,P
PBBBPB,PPPBB,PPPBPB,5,B
BPPBPP,BBBBPP,BBBPBB,6,P
PBBBBP,BBBBBPP,BPPBBP,7,P
PBPPPB,PPPBB,BBBPBB,5,B
BBBBBP,BBBPP,PBBBBB,5,P
BBBPPP,BBBBBBPP,BPPPPB,8,P
BBBPPB,PPPPBB,BPPBPP,6,B
BBPPBP,BBBPP,BBPBBP,5,P
BPBBBP,BBBBBPP,PPBBBP,7,P
BBPPPP,BBBPP,PBPPPP,5,P
BBPPPB,PPPPPBB,PBPPPP,7,B
BPBPBB,PPPBB,PBBBBP,5,B
PBBPBP,BBBBPP,PPBBBB,6,P
BPBPPB,PPPBB,PPPPPB,5,B
BPPPBB,PPPPPBB,PBBPPP,7,B
PBBPBB,PPPPPPBB,BBBBBP,8,B
PPPPBB,BBBBBPP,PPBBBP,7,P
BPPBBP,BBBPP,PBPBPB,5,P
BPPBPB,PPPBB,BBBBBB,5,B
BPPPBB,BBBBBBPP,PPBBPB,8,P
BPBPBB,PPPPBB,PBBBPP,6,B
PPPBBP,BBBPP,BPBBBP,5,P
BBPPBP,BBBPP,BBBBBP,5,P
BPBPPB,PPPBB,BPPPPP,5,B
PPPPBP,BBBBBBBBPP,PPBPPB,10,P
PPBPBB,PPPPPBB,BBPPBB,7,B
BPPBPP,BBBPP,PPPPBP,5,P
PPPPPB,PPPPPPPPPPBB,BPPPPB,12,B
BBBPBP,BBBPP,BPPPPP,5,P
PBPPPB,PPPBB,BBPBBP,5,B
BBBPBB,PPPPBB,BBPPPB,6,B
BPPBPB,PPPBB,PPPPPP,5,B
BPPPBB,PPPPPPBB,PPBBPP,8,B
BPBBBP,BBBBBPP,BPPBPP,7,P
PPPBPB,PPPBB,PBPPBB,5,B
BPBPBP,BBBPP,PPPBBB,5,P
BBBPBP,BBBBBBPP,BPPPPB,8,P
BBBPPB,PPPPBB,BBPBBB,6,B
PBBBBP,BBBPP,PPBBPP,5,P
BBPBPP,BBBPP,BBBBPP,5,P
PBBBPP,BBBBPP,PPBBPP,6,P
PPPPBB,PPPBB,PBPPPP,5,B
PPBBPB,PPPPBB,PBBBBB,6,B
PPPBBP,BBBBBPP,BBPPPB,7,P
BBPBBP,BBBBPP,PBPBPP,6,P
PBPBPP,BBBBBBPP,PPPBPB,8,P
PBPBBP,BBBPP,PBBPBP,5,P
BBBBPB,PPPBB,PBBBPB,5,B
BBPBBP,BBBPP,PBBPPP,5,P
PPBBBP,BBBPP,BBBBPP,5,P
PPBPBP,BBBPP,BPPPBB,5,P
BBBPPB,PPPBB,PPBBBB,5,B
PPBBPP,BBBPP,BBPBPP,5,P
BPBPPB,PPPPBB,PPBPBP,6,B
BPPPPB,PPPPPBB,PBPBBP,7,B
BPBPBB,PPPBB,PPPPPP,5,B
PBBBBP,BBBPP,PBBPBP,5,P
BBPBBP,BBBBPP,PPPPBB,6,P
BBBBPP,PPPPBB,BPPBPB,6,B
BPPBPB,PPPBB,BPBPPP,5,B
PBBBPB,PPPPBB,PPPBBB,6,B
PBBBBP,BBBPP,PBPPPB,5,P
PPPBPB,PPPBB,PBPPBB,5,B
BPBBBP,BBBBPP,BPBBPB,6,P
BBPBBP,BBBBPP,PPPPBB,6,P
BBBBPP,PPPPBB,PBPPPB,6,B
BBPBPB,PPPBB,BBBPPB,5,B
BPPPBB,BBBPP,BBBPPP,5,P
BBBBPP,BBBPP,PPBPBB,5,P
BBPBBP,BBBBPP,PPPPBB,6,P
BBBBPP,PPPPBB,PPBPBP,6,B
PBPBPB,PPPPBB,PPBPPP,6,B
PBBPPB,PPPBB,BBBPPB,5,B
PPPPBB,PPPBB,BBPPPB,5,B
PPBBBB,PPPBB,BPBBPB,5,B
BBBPBB,PPPPPPPPPPPPPBB,BBBBBB,15,B
BPPBBP,BBBBBBBBPP,BPPBBP,10,P
PPBPPB,PPPPPPPPBB,PPBPBP,10,B
PBPPBP,BBBBPP,PBBPBP,6,P
BPBPBB,PPPPBB,PPBBBB,6,B
PBBPBP,BBBBBPP,PBBPBP,7,P
PPBBBP,BBBBPP,PPPBPB,6,P
PPPPBP,BBBPP,BBPBBP,5,P
PPBBPB,PPPPPBB,BPBPBB,7,B
BPBPPB,PPPPPPPBB,PBBPBP,9,B
BPBBPB,PPPPBB,PBBBPB,6,B
BPBBPB,PPPPPPPBB,PPBPBB,9,B
PPBPPB,PPPBB,PPPBPB,5,B
PBPBPB,PPPPBB,BBPPPP,6,B
PPBBBB,PPPPPBB,BBBBBB,7,B
PBBBPB,PPPBB,BPBPPB,5,B
PBPPBP,BBBPP,BPBPPP,5,P
BPBBPB,PPPBB,PBPBPB,5,B
BPBPBP,BBBBBPP,BBBPBB,7,P
PBBPPB,PPPBB,BPPPBB,5,B
PPPBBB,PPPBB,PPPPBP,5,B
BPBPBB,PPPPPPPBB,BBBBPP,9,B
PPPPBB,BBBBPP,PPPPBP,6,P
PPBBPP,BBBPP,BPPBBP,5,P
PBBPBP,BBBPP,PBBPPB,5,P
BBPBPB,PPPPPBB,PPPPBB,7,B
PPPPBB,PPPPBB,BBPBBP,6,B
PBPPBB,PPPBB,PPBPBP,5,B
PBPPPB,PPPBB,BPBPBB,5,B
PBBPBP,BBBPP,PPPBBB,5,P
PBBBPP,PPPBB,BPPBBB,5,B
BPBPBP,BBBBPP,BBBBPB,6,P
BPPPPB,PPPPBB,BBBPBB,6,B
PPPBPP,BBBBBBPP,PBPBPP,8,P
PPBBPP,BBBBPP,PBPPBB,6,P
PBPPBB,PPPBB,PPBBBB,5,B
BPBBBP,BBBBPP,PPBPPB,6,P
PPBBPP,BBBPP,PPBPPP,5,P
BPPPPB,PPPPPBB,PBBBBP,7,B
PBPPBP,BBBBPP,PPPPBP,6,P
PBPBPP,BBBBPP,PPBPPB,6,P
BPPBBP,BBBPP,BPPBPP,5,P
PPBPPB,PPPBB,PBBBBB,5,B
PPPPBP,BBBBBBBBBPP,BPBBPP,11,P
PBBBPB,PPPPPPBB,BPBPBB,8,B
BPBBBP,BBBBBPP,BBPBPB,7,P
PBPBPB,PPPPPBB,BBPPPP,7,B
BBPBPP,BBBBPP,PBPBBB,6,P
BBBPBB,PPPBB,PPBBBP,5,B
BBBBBP,BBBPP,BPBBBP,5,P
BBPPBP,BBBPP,BBBBPP,5,P
PBBBPP,BBBBPP,PBPPBP,6,P
BPBPPB,PPPBB,BPBPBP,5,B
BPBPBP,BBBPP,PPPBPB,5,P
PBBBBP,BBBBPP,PBBPPP,6,P
BBPPBP,BBBBPP,PBPBBB,6,P
PBBPPB,PPPPPBB,BBBPBB,7,B
BBBBBP,BBBPP,BBBBBB,5,P
PBBBPP,BBBBBBBPP,PPPPBP,9,P
PPPPBP,BBBBBPP,PBPPBP,7,P
PPBPPB,PPPBB,BPBPPB,5,B
BPBPBP,BBBPP,PPBPPP,5,P
PBPBPB,PPPPBB,BBPBBB,6,B
PPBPPB,PPPPBB,PPPPPP,6,B
PPPBPB,PPPBB,PPPPPB,5,B
BPPPBB,PPPPPBB,BBPPPB,7,B
PBPBPP,BBBPP,BPPPPP,5,P
PPBPPB,PPPBB,BPBPPB,5,B
PBPBPB,PPPPPBB,PBPBPB,7,B
BBBPPB,PPPBB,PPPBPP,5,B
BPBPBP,BBBBBBBPP,PPPPBB,9,P
BBBBPP,PPPPBB,BBPPBP,6,B
PBPBBP,BBBBPP,BPPBPB,6,P
BBPBPP,BBBPP,BBBBPB,5,P
PBPPBB,PPPPBB,BBBBPP,6,B
PPPPBB,BBBBPP,PPBPBB,6,P
PPBBPP,BBBBPP,BPBPPB,6,P
BBBPBP,BBBBPP,PBBBPB,6,P
BBBBPB,PPPBB,PBBBPB,5,B
PBPBBP,BBBBPP,BBBBBP,6,P
BBBBPP,BBBBBPP,PPPBPP,7,P
BPPBPB,PPPBB,BBBPBB,5,B
BBPPBP,BBBBBBBPP,PBBBPB,9,P
BPBBPP,BBBBPP,BBBBPB,6,P
BBBPBP,BBBPP,BBBPPB,5,P
PBBBPP,BBBPP,BBPPPP,5,P
PBPPBP,BBBBPP,BBPPBB,6,P
PPPBPP,BBBPP,BBPPPB,5,P
PBPPPB,PPPBB,PPBPBP,5,B
PBBBPB,PPPBB,PBBPBB,5,B
BPPPPB,PPPBB,BPBPPP,5,B
BPBPPB,PPPPPPPBB,PBPBBB,9,B
PBPPBB,PPPPBB,PBPBPB,6,B
BPBPBP,BBBPP,PBPBBB,5,P
BBPPBP,BBBPP,BPPPPP,5,P
PPPPPB,PPPBB,BPBPPB,5,B
BPBBPP,BBBBPP,BBBPBP,6,P
PPBPPB,PPPPPPPPBB,BPBPBP,10,B
BBPBPB,PPPBB,PPPPBP,5,B
BPBBBP,BBBBPP,PPBBPP,6,P
PPPPBB,PPPBB,BBPBBP,5,B
BBBBPB,PPPPPPPPBB,PBBPBB,10,B
BBPBBP,BBBPP,BBBPBB,5,P
PPBBBP,BBBBPP,BPPPPB,6,P
BBBPPB,PPPPBB,PBPPBB,6,B
PBBPPB,PPPPBB,PBPBPP,6,B
BPPBPP,BBBBPP,PPPPBP,6,P
BPBPBB,PPPPBB,BPPPBP,6,B
BPPBPP,BBBBBPP,PBPPBP,7,P
BPBPBP,BBBPP,BPPBPB,5,P
PPBPBP,BBBPP,BBBBPP,5,P
BPPBPB,PPPPBB,BPBPBB,6,B
PBBBPB,PPPPPPBB,BPBPPP,8,B
BBBBPB,PPPPPPBB,BPBBBB,8,B
PPBBBP,BBBBBBPP,BPPBBB,8,P
BBPBPP,BBBBBPP,BBPPBP,7,P
PBBBPB,PPPBB,PBBBBP,5,B
BBBPBP,BBBBPP,PPPPBP,6,P
BBPPBP,BBBPP,BPBBBP,5,P
BBBBPB,PPPPBB,BPPBPB,6,B
BPPBPB,PPPPPBB,PBPBPB,7,B
PPPBPP,BBBPP,PBBPBB,5,P
PBPBPB,PPPBB,BBBBPB,5,B
PBBPBP,BBBPP,PBPPPB,5,P
BBPPPB,PPPBB,PBBBBP,5,B
BPBPBP,BBBPP,PPPBBB,5,P
PBBBPP,PPPBB,BBPBPB,5,B
PPBPPB,PPPBB,PPBPBP,5,B
BPBBBP,BBBPP,PPPBPP,5,P
BPPBPP,BBBBBBBPP,PBPBBB,9,P
BPPPBP,BBBPP,BPPPBP,5,P
PPBPBB,PPPPBB,PPBPPB,6,B
PPBPBP,BBBPP,PPBBPP,5,P
PBPBPB,PPPPPBB,PBPBPB,7,B
BBBBBP,BBBBPP,BBBPBP,6,P
BBBPBP,BBBPP,BPPBPP,5,P
PPPPBB,PPPBB,PBBBBP,5,B
PBPBPB,PPPPBB,PPBBPB,6,B
BPBPBB,PPPPPBB,BBBPPB,7,B
BPBBPB,PPPBB,BPPPBB,5,B
PPPBBB,PPPBB,BPPPBB,5,B
PPPBBB,PPPBB,BPBBBB,5,B
BBBBPB,PPPBB,PBPBPB,5,B
PBPBPB,PPPBB,PPPBBB,5,B
PPPBPB,PPPPBB,BBPBPB,6,B
BBBPBP,BBBBPP,BBBPBB,6,P
PBBBPB,PPPPPPBB,PBBPBP,8,B
BPBBPB,PPPBB,BBPBBB,5,B
PPPPPB,PPPPBB,BBBPPB,6,B
PPPPBB,BBBPP,BBBPBB,5,P
BPBBBP,BBBPP,BBPBPB,5,P
PBBPPB,PPPBB,PPBPBP,5,B
BBPPBP,BBBPP,PPPBBP,5,P
PBBBPP,PPPBB,PBPPPB,5,B
PPBBPB,PPPBB,BPPBPB,5,B
PBPBPB,PPPBB,BBBPBP,5,B
PBPPPB,PPPPBB,BBPPBB,6,B
PBPPPB,PPPPBB,BPPBPP,6,B
