before,red_three_cut,after,pattern
PPBPPP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PBPPPB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PBPPPB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
