before,red_2cut,after,pattern
BPBPBB,PPBPP,PBBPPB,PP-B-PP
PBBPBP,PPBPP,BPPPBB,PP-B-PP
PPPBBB,PPBPP,BPBPPP,PP-B-PP
BBPBPB,PPBPP,BBPBBP,PP-B-PP
PBBPBP,PPBPP,PBPBBB,PP-B-PP
PBBBBB,PPBPP,BPBBPB,PP-B-PP
PBBBPP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PPBBBP,PP-B-PP
PBPPPP,PPBPP,BBPBPB,PP-B-PP
BBPPBB,PPBPP,PPBBBP,PP-B-PP
BPPBPP,PPBPP,PBPPPB,PP-B-PP
PBBPBP,PPBPP,BPPPBP,PP-B-PP
PBPPBB,PPBPP,BPBPBP,PP-B-PP
PBPBPB,PPBPP,BPBPPB,PP-B-PP
PBPPBB,PPBPP,PPBBBP,PP-B-PP
BPBPBB,PPBPP,BBBPPB,PP-B-PP
BPPBBB,PPBPP,PPPBPB,PP-B-PP
PBBBBP,PPBPP,PBPPPP,PP-B-PP
PPPBBP,PPBPP,PBPBBB,PP-B-PP
PBBPPP,PPBPP,BPBBBP,PP-B-PP
BBBBPP,PPBPP,PPBBBB,PP-B-PP
PPBBBP,PPBPP,BPBPPP,PP-B-PP
PBBBPP,PPBPP,PBBPPB,PP-B-PP
PBBPBP,PPBPP,PBPPPB,PP-B-PP
PBPPBB,PPBPP,PBBPPB,PP-B-PP
BBBPBP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BBBPPP,PP-B-PP
PPBBPP,PPBPP,PPBBPB,PP-B-PP
PPBBPP,PPBPP,BPPBBB,PP-B-PP
BBBBPB,PPBPP,BPPPBB,PP-B-PP
BBBBPB,PPBPP,BPPPBB,PP-B-PP
BBBBPB,PPBPP,BPPPBB,PP-B-PP
PBBBPB,PPBPP,BBPBBB,PP-B-PP
BPBBPB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PBBPBB,PP-B-PP
PBPBBP,PPBPP,PBBBPP,PP-B-PP
PPPPBB,PPBPP,PBPPBP,PP-B-PP
PPPBBP,PPBPP,PPBBBP,PP-B-PP
PPPBBB,PPBPP,PPPPBB,PP-B-PP
BBBPBB,PPBPP,BPPPPB,PP-B-PP
BBBBBB,PPBPP,PPPPBP,PP-B-PP
PBPPPP,PPBPP,PPBPBP,PP-B-PP
BPBPBB,PPBPP,PPBPBB,PP-B-PP
BBPBBB,PPBPP,PPPPPP,PP-B-PP
PPPBBP,PPBPP,BPPPPP,PP-B-PP
PBPPPP,PPBPP,PPPBPB,PP-B-PP
PBPBPB,PPBPP,PPPBPB,PP-B-PP
PBPBBP,PPBPP,PBBBPP,PP-B-PP
BBBPBB,PPBPP,BBBPBB,PP-B-PP
PPPPBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BPBBPP,PP-B-PP
BBBBBB,PPBPP,BPBPBP,PP-B-PP
BPBPBP,PPBPP,PPPPBB,PP-B-PP
BPPBBB,PPBPP,PBBBPB,PP-B-PP
BBBBPB,PPBPP,BPBBPP,PP-B-PP
BPPPPP,PPBPP,PPPPPB,PP-B-PP
PPBBBB,PPBPP,BBPBPB,PP-B-PP
BPPPBB,PPBPP,BBPBPP,PP-B-PP
PBPBBP,PPBPP,PPPPPP,PP-B-PP
BBPBBP,PPBPP,PBBPPB,PP-B-PP
PPPPPP,PPBPP,BPPBBP,PP-B-PP
BPPPBB,PPBPP,BPPPBP,PP-B-PP
PPBBBB,PPBPP,PBBPPB,PP-B-PP
PPPPBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPPP,PP-B-PP
BBBBBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BPBPBP,PP-B-PP
PBBPBB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BPBPBP,PP-B-PP
BBBPBP,PPBPP,PBBPPB,PP-B-PP
PPPPBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PBPBBP,PP-B-PP
PBBPPP,PPBPP,BPPPBB,PP-B-PP
PBBPBP,PPBPP,BPBBBP,PP-B-PP
BBBPPP,PPBPP,PBBBPB,PP-B-PP
BBPBBP,PPBPP,BBBBBP,PP-B-PP
BBBPPP,PPBPP,BBPBPP,PP-B-PP
BBBBPB,PPBPP,BPBBPB,PP-B-PP
PBBPBP,PPBPP,PBBBBB,PP-B-PP
PPPBBB,PPBPP,PPBBPB,PP-B-PP
BBBPBB,PPBPP,PBBPPB,PP-B-PP
PPPBBB,PPBPP,PPBBPB,PP-B-PP
BBBPBB,PPBPP,PBBPPB,PP-B-PP
BPBBBB,PPBPP,BBBBPP,PP-B-PP
PPPBBP,PPBPP,PPPBBP,PP-B-PP
BPBPPP,PPBPP,PBBPBP,PP-B-PP
PBBBBB,PPBPP,BPBPPP,PP-B-PP
PPPPBB,PPBPP,PPPPPB,PP-B-PP
PPPPBB,PPBPP,PPBBBP,PP-B-PP
BBPBPB,PPBPP,PBPBBB,PP-B-PP
BPPPPP,PPBPP,PPBPBP,PP-B-PP
PPBPBP,PPBPP,BBPPPP,PP-B-PP
PPBBPP,PPBPP,BBPBPB,PP-B-PP
PBPBBP,PPBPP,BPBBBB,PP-B-PP
BBPBBP,PPBPP,PPBBBB,PP-B-PP
PBPBPB,PPBPP,PBPPPB,PP-B-PP
PBPBPB,PPBPP,BBBBBB,PP-B-PP
BPBPPP,PPBPP,PPPBPP,PP-B-PP
BBBPBP,PPBPP,PBBBPB,PP-B-PP
BBBPBP,PPBPP,BPBPBB,PP-B-PP
PBBPPP,PPBPP,PPPBBB,PP-B-PP
BPPPBB,PPBPP,PPPPBB,PP-B-PP
BBBPBB,PPBPP,BBPBPP,PP-B-PP
PBBPBP,PPBPP,BBBBBP,PP-B-PP
PBBBBP,PPBPP,BBBBPP,PP-B-PP
BBBPPP,PPBPP,BBPPBB,PP-B-PP
BBBPPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BBPPPP,PP-B-PP
PPBBBP,PPBPP,BBBPBB,PP-B-PP
PPBPBB,PPBPP,BPBBPP,PP-B-PP
BBBBBB,PPBPP,PPBBBP,PP-B-PP
BBBBBB,PPBPP,PPPPPP,PP-B-PP
PBBBBB,PPBPP,BPPBPB,PP-B-PP
BPBPBP,PPBPP,BBPBBP,PP-B-PP
BPBPPP,PPBPP,PBPBPB,PP-B-PP
BBPPBB,PPBPP,PBBBBB,PP-B-PP
PPBPBP,PPBPP,BBBBPP,PP-B-PP
PPBBBP,PPBPP,BBBBPP,PP-B-PP
PPBBBB,PPBPP,PPPPBP,PP-B-PP
PPBBPP,PPBPP,BPBPBB,PP-B-PP
BBPBPP,PPBPP,PBBBBB,PP-B-PP
BBBBBP,PPBPP,BPBBPP,PP-B-PP
BBBBBP,PPBPP,BPBBPP,PP-B-PP
BPBPBP,PPBPP,PBPBBP,PP-B-PP
PPPBPB,PPBPP,PBBBPB,PP-B-PP
PBBBBP,PPBPP,BBPBPB,PP-B-PP
PBBPBP,PPBPP,PBPPPP,PP-B-PP
PPPBPP,PPBPP,BPBPBB,PP-B-PP
PPPPPP,PPBPP,BPBPBB,PP-B-PP
BBPBBB,PPBPP,BPBPPP,PP-B-PP
PPBPBP,PPBPP,PBPBPB,PP-B-PP
PBBPPP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PBBBPB,PP-B-PP
PBBPBB,PPBPP,PBBPBP,PP-B-PP
BBBBPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BBBPPP,PP-B-PP
PPPBBB,PPBPP,PBPPBB,PP-B-PP
PBBPBB,PPBPP,BBPPPB,PP-B-PP
BPPBBP,PPBPP,BPPPPB,PP-B-PP
BPBPPP,PPBPP,BBBPBB,PP-B-PP
BBBPBP,PPBPP,PBBPPP,PP-B-PP
PBBBPB,PPBPP,PPPBBP,PP-B-PP
BBPPPP,PPBPP,PBBPBP,PP-B-PP
PBBBBP,PPBPP,BBPBBB,PP-B-PP
BPBBPP,PPBPP,BBPPPB,PP-B-PP
BPBBPP,PPBPP,BBPPPB,PP-B-PP
BPBBBP,PPBPP,BBPBBP,PP-B-PP
BPBBPP,PPBPP,PPBBPB,PP-B-PP
PPBBBB,PPBPP,BBPBPB,PP-B-PP
BPBBPP,PPBPP,PPBBPB,PP-B-PP
PPBBBB,PPBPP,BBPBPB,PP-B-PP
BBBBPB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BPPPBB,PP-B-PP
PPPBBB,PPBPP,PBPBBB,PP-B-PP
BPBBPP,PPBPP,BPPBBP,PP-B-PP
BPPPBB,PPBPP,BPPBBP,PP-B-PP
BBBPBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BPPBBP,PP-B-PP
PBBPBB,PPBPP,PBBPBB,PP-B-PP
PPBBBB,PPBPP,PPPBBP,PP-B-PP
PPBBBB,PPBPP,PPPBBP,PP-B-PP
BBBBPB,PPBPP,PBBPBP,PP-B-PP
BBBBPB,PPBPP,PBBPBP,PP-B-PP
BPPPBB,PPBPP,BBPBPP,PP-B-PP
PPBBPP,PPBPP,PBBBPP,PP-B-PP
PPBBPP,PPBPP,PBBBPP,PP-B-PP
BPPBBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PBBPPB,PP-B-PP
BBBBBP,PPBPP,PPBPBP,PP-B-PP
BBBPBB,PPBPP,BPBBBP,PP-B-PP
BPBPPP,PPBPP,PPPPBP,PP-B-PP
PPBBPP,PPBPP,BBBPPP,PP-B-PP
PPBBBP,PPBPP,PPPBBP,PP-B-PP
PPBPBB,PPBPP,PPBPBB,PP-B-PP
BPBPBP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PPBPBB,PP-B-PP
BPPBPB,PPBPP,BPPPBB,PP-B-PP
PBBPBB,PPBPP,BPBPBP,PP-B-PP
PBBPBB,PPBPP,BBPBBP,PP-B-PP
PBPPPB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BPPPPB,PP-B-PP
PBBPBB,PPBPP,BPPBPB,PP-B-PP
BPBPPP,PPBPP,PBPBBB,PP-B-PP
BBPBPP,PPBPP,BPBBPP,PP-B-PP
BPBPPP,PPBPP,PBPBBB,PP-B-PP
BBPBPP,PPBPP,BPBBPP,PP-B-PP
BBBPBB,PPBPP,PBPPPB,PP-B-PP
BPPPBP,PPBPP,PPPBBP,PP-B-PP
BBPPPP,PPBPP,PPBBBP,PP-B-PP
PBBBPB,PPBPP,PBBPBP,PP-B-PP
BBBPBP,PPBPP,PPPBBP,PP-B-PP
PBBPBB,PPBPP,BBBBPP,PP-B-PP
PBBPBB,PPBPP,BBBBPP,PP-B-PP
BBPBBP,PPBPP,BPBPBB,PP-B-PP
BBPBBP,PPBPP,BPBPBB,PP-B-PP
PPPBBP,PPBPP,BBBBPB,PP-B-PP
BBPBBP,PPBPP,BBPBPP,PP-B-PP
PBPBBP,PPBPP,PBBPBP,PP-B-PP
PBPBBP,PPBPP,PBBPBP,PP-B-PP
BBPBBB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PPPPBP,PP-B-PP
PBPPPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BPBPPB,PP-B-PP
BBBPPP,PPBPP,PBBBBB,PP-B-PP
BBBPBP,PPBPP,PBBBBP,PP-B-PP
PBPBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBPPBP,PP-B-PP
BBBPPP,PPBPP,PPPPBB,PP-B-PP
BBPPPP,PPBPP,PPBPPP,PP-B-PP
PBBPBB,PPBPP,PBPPPB,PP-B-PP
PBPBPB,PPBPP,PPPPPP,PP-B-PP
PPBBBP,PPBPP,PBPBBB,PP-B-PP
BBBBPP,PPBPP,PPBPBP,PP-B-PP
PBBBPP,PPBPP,PBPPPB,PP-B-PP
PBBPBB,PPBPP,BBBBPB,PP-B-PP
PPPBPB,PPBPP,BBPBBP,PP-B-PP
PPPBBP,PPBPP,PBBBBB,PP-B-PP
BPPBBB,PPBPP,BPBPPB,PP-B-PP
BBBPPP,PPBPP,PBBPBB,PP-B-PP
PPPPBB,PPBPP,BPPPPP,PP-B-PP
BBBBBB,PPBPP,PPBBPP,PP-B-PP
BPBPBP,PPBPP,BPPPBP,PP-B-PP
PPBPPP,PPBPP,PBBBPP,PP-B-PP
PBBBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBPBBB,PP-B-PP
BPBPPP,PPBPP,PBPBBP,PP-B-PP
PPBPBP,PPBPP,BPBPPP,PP-B-PP
PBBBPB,PPBPP,PBBPBP,PP-B-PP
PPBBPB,PPBPP,PBPPPP,PP-B-PP
BBPBBB,PPBPP,BPPPBB,PP-B-PP
BPPPBB,PPBPP,PBPPBB,PP-B-PP
PBPPPP,PPBPP,PPPPBB,PP-B-PP
PPPPBB,PPBPP,PPBBPB,PP-B-PP
PBBBBP,PPBPP,PBPPBB,PP-B-PP
BPBPPP,PPBPP,BPPPBP,PP-B-PP
PBPBBB,PPBPP,BPPPPB,PP-B-PP
PBBPBB,PPBPP,PBBPBB,PP-B-PP
BPPBBP,PPBPP,PPPPPB,PP-B-PP
BPPPPP,PPBPP,PBPPPB,PP-B-PP
BPBBPB,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PBPBBP,PP-B-PP
PPBPBB,PPBPP,PPPBBB,PP-B-PP
BPBBBB,PPBPP,PBBBPB,PP-B-PP
BBPBPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BBPPBB,PP-B-PP
BBPBBP,PPBPP,PBBBBP,PP-B-PP
PBPPBB,PPBPP,PPPPPB,PP-B-PP
BPBPBB,PPBPP,BPPPPP,PP-B-PP
BBPBBP,PPBPP,PPBBPB,PP-B-PP
PPBBPP,PPBPP,PBPPBP,PP-B-PP
BPBPPP,PPBPP,PPBBBP,PP-B-PP
BBBPBB,PPBPP,BBBPPP,PP-B-PP
PBPBPB,PPBPP,BBPBPP,PP-B-PP
BBPBPP,PPBPP,PBPBPB,PP-B-PP
BBPPPP,PPBPP,PBBPPB,PP-B-PP
BBPBBB,PPBPP,BBPPBB,PP-B-PP
BPBPPP,PPBPP,BBPPBB,PP-B-PP
BPPBPB,PPBPP,BBBPBP,PP-B-PP
BPBPBP,PPBPP,BBPBBB,PP-B-PP
BBBBBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PBBBBB,PP-B-PP
PBPBBP,PPBPP,PBPPBB,PP-B-PP
BPPPPP,PPBPP,BBBBBP,PP-B-PP
PPPPBB,PPBPP,BBPPBP,PP-B-PP
PPPPBB,PPBPP,PPBBBP,PP-B-PP
PPPBBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBBBP,PP-B-PP
BBBBPB,PPBPP,BBBPBB,PP-B-PP
BBPBPB,PPBPP,PBBPBP,PP-B-PP
BPPPPP,PPBPP,PPPBPB,PP-B-PP
BBPPBB,PPBPP,PPPBBB,PP-B-PP
PBBBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBBBBB,PP-B-PP
BBBPPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPPBBP,PP-B-PP
PBBBBB,PPBPP,BPPPPP,PP-B-PP
PBBBPP,PPBPP,PBBPBP,PP-B-PP
BPBBPB,PPBPP,PBPPPP,PP-B-PP
BPBBPP,PPBPP,BBBPBB,PP-B-PP
BPBPBB,PPBPP,BBPBPB,PP-B-PP
BPPPPP,PPBPP,BBPBPB,PP-B-PP
BBPPBB,PPBPP,BBPPPB,PP-B-PP
PPBBPP,PPBPP,BBPPBB,PP-B-PP
BPBBBP,PPBPP,BBBBPB,PP-B-PP
PPPBBB,PPBPP,BPBPPP,PP-B-PP
BBPBBB,PPBPP,PBPBBP,PP-B-PP
PBBPPP,PPBPP,PPBBPB,PP-B-PP
PBBPBB,PPBPP,PBBBPP,PP-B-PP
BBPPBB,PPBPP,PPPBBP,PP-B-PP
BBBBBB,PPBPP,PPPPPP,PP-B-PP
PBPBBP,PPBPP,PPBPBB,PP-B-PP
BPPBBB,PPBPP,PPPPBP,PP-B-PP
PPBBPB,PPBPP,BBBPPB,PP-B-PP
BBBBBB,PPBPP,PBPBBP,PP-B-PP
BBBBPB,PPBPP,BPBBBB,PP-B-PP
PBBBPP,PPBPP,BPBBBB,PP-B-PP
PBBBPP,PPBPP,PPPBBB,PP-B-PP
PPBBPB,PPBPP,PPPBPB,PP-B-PP
PPBPBB,PPBPP,BPBPBB,PP-B-PP
PPBBPP,PPBPP,BBPPBB,PP-B-PP
PPBBPB,PPBPP,BBBPBP,PP-B-PP
BPBBPB,PPBPP,BPBPPB,PP-B-PP
BBPBPP,PPBPP,BPBPBP,PP-B-PP
BBPBBB,PPBPP,PBBBPB,PP-B-PP
PPPBPB,PPBPP,BPBPBB,PP-B-PP
PBPBPP,PPBPP,BPPPPP,PP-B-PP
PBBBBB,PPBPP,BPPBBB,PP-B-PP
BPBPBP,PPBPP,BPBPPP,PP-B-PP
BPBBPB,PPBPP,BPBBBP,PP-B-PP
BPBBBP,PPBPP,BPPBPP,PP-B-PP
PBPBPP,PPBPP,PPPPBB,PP-B-PP
BBBBBB,PPBPP,BPBBPP,PP-B-PP
BPPPPP,PPBPP,BBPPBB,PP-B-PP
BPBPBP,PPBPP,PPBPBB,PP-B-PP
PBPBPB,PPBPP,BBPBPB,PP-B-PP
PPPBPB,PPBPP,BPBPPB,PP-B-PP
PBBPBB,PPBPP,PBBPBB,PP-B-PP
BBBPBP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PPPBBP,PP-B-PP
BPBPPP,PPBPP,BPBPBB,PP-B-PP
BBBBPP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BBPPPP,PP-B-PP
PPBBPP,PPBPP,BPBPBP,PP-B-PP
BBBBPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BBBPPP,PP-B-PP
PPPPBB,PPBPP,BBPBPB,PP-B-PP
BBBBBP,PPBPP,PPBBPP,PP-B-PP
BBPBPB,PPBPP,BBPBPB,PP-B-PP
PBPBBP,PPBPP,BBBPPP,PP-B-PP
PBBPPP,PPBPP,BPPBBP,PP-B-PP
BPBPBP,PPBPP,BPPPPB,PP-B-PP
BPBPPP,PPBPP,BPBBPB,PP-B-PP
BBPPPP,PPBPP,PPPBBB,PP-B-PP
BPPPBB,PPBPP,BBPPPP,PP-B-PP
PBPBBB,PPBPP,BBPPPP,PP-B-PP
PPBPBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PPBPBB,PP-B-PP
BBPBPB,PPBPP,PPPPPB,PP-B-PP
BPBBPP,PPBPP,BBPPPB,PP-B-PP
BPPBBP,PPBPP,PBBBBP,PP-B-PP
BBBPBB,PPBPP,PPBBBB,PP-B-PP
PBBBBB,PPBPP,PBBBBP,PP-B-PP
BBBBBP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BPPPBB,PP-B-PP
PPBBPB,PPBPP,PBBBPP,PP-B-PP
PBPBBP,PPBPP,BBPBPB,PP-B-PP
PBBPBB,PPBPP,BBBPPB,PP-B-PP
PBPBPP,PPBPP,BBPBBB,PP-B-PP
BBBBBB,PPBPP,BPBPPP,PP-B-PP
BPBPPP,PPBPP,BBPBPP,PP-B-PP
BPBPPP,PPBPP,BPBBPB,PP-B-PP
PBPPPP,PPBPP,BBBBPP,PP-B-PP
BBBBPB,PPBPP,PPBBPB,PP-B-PP
PPPBPB,PPBPP,BPBPPB,PP-B-PP
BBBBPB,PPBPP,PBBBPB,PP-B-PP
BBPBBP,PPBPP,PBBBBP,PP-B-PP
BBBPBP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PPBBBB,PP-B-PP
BBBPBP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PPBBBB,PP-B-PP
BPPBBP,PPBPP,BPBBBP,PP-B-PP
PBBBPB,PPBPP,PBPPPB,PP-B-PP
BPPPBB,PPBPP,PPBPPP,PP-B-PP
BPBPBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PBPPPB,PP-B-PP
PPBBBB,PPBPP,BPBPPB,PP-B-PP
BBBBBB,PPBPP,BBBPPP,PP-B-PP
PPBPPP,PPBPP,PBPBBP,PP-B-PP
PPBPPP,PPBPP,PBPBBP,PP-B-PP
BPBPBB,PPBPP,BPBPBP,PP-B-PP
BBPBBB,PPBPP,BPBBBB,PP-B-PP
PBBBBP,PPBPP,BPBPBB,PP-B-PP
BPPPBB,PPBPP,PPBPBP,PP-B-PP
BBBPBP,PPBPP,BPPPBB,PP-B-PP
PPBBPB,PPBPP,BBPBPP,PP-B-PP
PBBPBP,PPBPP,PPBPBP,PP-B-PP
BPBBPB,PPBPP,BPBBBP,PP-B-PP
PPBBPB,PPBPP,BBBPBP,PP-B-PP
PPBPBB,PPBPP,BPPPBB,PP-B-PP
BBBBBB,PPBPP,PBBBBP,PP-B-PP
PPBPBB,PPBPP,BBPPBB,PP-B-PP
PPBPBP,PPBPP,BPBPPB,PP-B-PP
PPPBBB,PPBPP,PPBBBP,PP-B-PP
BBPBPB,PPBPP,BPPPBP,PP-B-PP
BPBPPP,PPBPP,PBBBPP,PP-B-PP
BPBBBB,PPBPP,PPPPBB,PP-B-PP
BPBPBP,PPBPP,PBPBPP,PP-B-PP
PBPPBB,PPBPP,BPBBBP,PP-B-PP
BBBPPP,PPBPP,PPBPBB,PP-B-PP
PBPPBB,PPBPP,BPBPBP,PP-B-PP
BBBBPB,PPBPP,PPPPPP,PP-B-PP
BBPBBB,PPBPP,PPBBBP,PP-B-PP
PBBPBB,PPBPP,PPBBBP,PP-B-PP
PPPBBB,PPBPP,PBPBPP,PP-B-PP
PPBBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBBPBP,PP-B-PP
PBBBPP,PPBPP,PPPBBP,PP-B-PP
PBPBPB,PPBPP,BBPPBB,PP-B-PP
PPPBBP,PPBPP,PBBPBB,PP-B-PP
PBBPBB,PPBPP,PBPBBB,PP-B-PP
PBPBBB,PPBPP,PBBPPP,PP-B-PP
BPPBBP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BPPPPP,PP-B-PP
PBBPPP,PPBPP,PBBPPP,PP-B-PP
PBBPBB,PPBPP,BPPBBB,PP-B-PP
PBBPBB,PPBPP,BPPBBB,PP-B-PP
PBBBPP,PPBPP,PBBBPP,PP-B-PP
PPPBBB,PPBPP,PBBBBP,PP-B-PP
BBBBPB,PPBPP,PBBBPB,PP-B-PP
PBBBBP,PPBPP,PBPPBB,PP-B-PP
BBBPPP,PPBPP,PBPBBP,PP-B-PP
PPBPBB,PPBPP,BBPPBB,PP-B-PP
PBBBPB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPBBBB,PP-B-PP
BPPPPP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBBPBP,PP-B-PP
BPPPPP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBBPBP,PP-B-PP
BPPPPP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBBPBP,PP-B-PP
PPBBPB,PPBPP,BBPPPB,PP-B-PP
BPPBBB,PPBPP,PPPPBB,PP-B-PP
PPBBPB,PPBPP,BBPPPB,PP-B-PP
BPPBBB,PPBPP,PPPPBB,PP-B-PP
BPBBBP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BPPBBB,PP-B-PP
BPPBBP,PPBPP,PBBBBB,PP-B-PP
BPPBBP,PPBPP,PBBBBB,PP-B-PP
PBBBBB,PPBPP,BBBBBB,PP-B-PP
BBBBBP,PPBPP,PBBBPB,PP-B-PP
BPBPPP,PPBPP,BBBBBB,PP-B-PP
PPBBPP,PPBPP,PBPPBB,PP-B-PP
PPPBBB,PPBPP,PBPBPB,PP-B-PP
BBBPBB,PPBPP,PBPBBP,PP-B-PP
BPBBPB,PPBPP,BBPPPP,PP-B-PP
BPBPBB,PPBPP,PPBBPP,PP-B-PP
PPBPBB,PPBPP,BBPPPB,PP-B-PP
PBBPBB,PPBPP,PPBPBB,PP-B-PP
BPBBPP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PBBBPP,PP-B-PP
BPPPPP,PPBPP,PBBBBB,PP-B-PP
PPBBPP,PPBPP,BBBPPP,PP-B-PP
PPBBPP,PPBPP,BBBPPP,PP-B-PP
BBBBBP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBBPPB,PP-B-PP
BBBPPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBPBBB,PP-B-PP
BBBBBP,PPBPP,BPBPBP,PP-B-PP
PPBBPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPBBPP,PP-B-PP
BBBPBB,PPBPP,PBPBPP,PP-B-PP
BPPPPP,PPBPP,BBBBBP,PP-B-PP
BBPBBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,BBBPBP,PP-B-PP
BBPBBB,PPBPP,PBBPBB,PP-B-PP
PPPBBP,PPBPP,BBPPPP,PP-B-PP
PBBPPP,PPBPP,BPBBBP,PP-B-PP
BBBBPP,PPBPP,PPPBBP,PP-B-PP
PPBBPP,PPBPP,BBBPPB,PP-B-PP
BPPBBB,PPBPP,BBBBBP,PP-B-PP
BBBBBB,PPBPP,PBPBBP,PP-B-PP
BPBBPP,PPBPP,BPBPBP,PP-B-PP
BPPBBB,PPBPP,BBPPPB,PP-B-PP
BPPBBP,PPBPP,PPBPBB,PP-B-PP
BPBBBB,PPBPP,BBBPPP,PP-B-PP
BBPBPP,PPBPP,BBBPPP,PP-B-PP
BBPBPP,PPBPP,BBBPPP,PP-B-PP
BBPBBP,PPBPP,BPBBPP,PP-B-PP
BPBPBP,PPBPP,PPBPPB,PP-B-PP
PBBPBB,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,PBPPPB,PP-B-PP
PPBPBB,PPBPP,BPPPBP,PP-B-PP
BBBBBB,PPBPP,PBBBBB,PP-B-PP
BPPBBP,PPBPP,PPBBPP,PP-B-PP
BBBBPB,PPBPP,PBBBBB,PP-B-PP
BPPPBB,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,PPBPPB,PP-B-PP
BBBBPB,PPBPP,PBBBBB,PP-B-PP
BPPPBB,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,PPBPPB,PP-B-PP
BPBPBB,PPBPP,PPPPPP,PP-B-PP
BPPBPB,PPBPP,PPPBPB,PP-B-PP
PPBBPP,PPBPP,PBBPPP,PP-B-PP
PPPBBP,PPBPP,PBBBPP,PP-B-PP
PPPBPB,PPBPP,PPBPPB,PP-B-PP
PBBBPP,PPBPP,PBBBBB,PP-B-PP
BBBBBB,PPBPP,BBBBBP,PP-B-PP
PBBBPP,PPBPP,PBBBBB,PP-B-PP
BBBBBB,PPBPP,BBBBBP,PP-B-PP
BBPBPB,PPBPP,PPPPPB,PP-B-PP
BBBBBB,PPBPP,PBPPBP,PP-B-PP
BBBBBP,PPBPP,PBPPPP,PP-B-PP
PPPBPB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPPBBB,PP-B-PP
PBBBPP,PPBPP,BBPPPP,PP-B-PP
PBBPBP,PPBPP,PPPBPB,PP-B-PP
BPBPBB,PPBPP,PBPPPP,PP-B-PP
