before,pp_322_5hit,after,length
BBPBPP,BBPPPBBPPB,BBPPBB,10
BBBPBB,BBPPPBBPPB,PPPBPB,10
BBBBPB,BBPPPBBPPB,BBBBBP,10
PPPBPB,PPBBBPPBBP,BBPPPP,10
PPPBBB,BBPPPBBPPB,BBPPPP,10
BPBBPP,BBPPPBBPPB,BPBBBB,10
PPBBBP,BBPPPBBPPB,PPBPPB,10
PPBPBP,PPBBBPPBBP,BPPPBB,10
PPPBBP,BBPPPBBPPB,PPBBPB,10
BBPPPB,BBPPPBBPPB,PPPPBB,10
PPPBBP,BBPPPBBPPB,BPBPPP,10
BPPBBP,PPBBBPPBBP,BBBPPP,10
BPPBPP,PPBBBPPBBP,PBPBPB,10
PBPBPP,BBPPPBBPPB,BPPBBB,10
BBPPPB,PPBBBPPBBP,BPPPBB,10
PBPPBB,BBPPPBBPPB,BBPPPP,10
PBPBPP,BBPPPBBPPB,PBBBBB,10
PPBPBB,PPBBBPPBBP,BBBPBB,10
PPPPBB,BBPPPBBPPB,PBPBPB,10
BBBBBB,BBPPPBBPPB,BPPPPB,10
PBBPPB,BBPPPBBPPB,BPPPPB,10
PPPBBP,PPBBBPPBBP,BPBPPB,10
PBBPBB,PPBBBPPBBP,BBPPBB,10
BBBBBB,BBPPPBBPPB,BPBPBP,10
BPPPPP,PPBBBPPBBP,PPBPBB,10
PPPPPB,PPBBBPPBBP,PBBPPB,10
BBPBBB,BBPPPBBPPB,PBBPBP,10
BBPBBB,BBPPPBBPPB,PBBPBP,10
PBBBBB,PPBBBPPBBP,PBBPPP,10
PPBBBP,BBPPPBBPPB,PBPPPP,10
BBBBPP,BBPPPBBPPB,BBPPPB,10
BBBPBB,PPBBBPPBBP,PPBPBP,10
BBBPBP,BBPPPBBPPB,PPPBPP,10
BBBPPB,PPBBBPPBBP,PBPPBB,10
BPBBBP,BBPPPBBPPB,BPPPPB,10
PBBPPP,BBPPPBBPPB,BBPBBB,10
PBBBPP,BBPPPBBPPB,BBPBBB,10
BPBPBB,BBPPPBBPPB,BPBPPB,10
PBBBPP,PPBBBPPBBP,PPBPPB,10
BPBBBB,BBPPPBBPPB,BPBBBP,10
BPPBPP,BBPPPBBPPB,BBPPPB,10
BBPPPP,PPBBBPPBBP,BBBBPB,10
BBPBPP,PPBBBPPBBP,PPBBBP,10
BPBBBP,BBPPPBBPPB,PBBPPP,10
BPPBBP,BBPPPBBPPB,BBPPBP,10
BPPBPP,BBPPPBBPPB,PPBPPP,10
BBPBPB,BBPPPBBPPB,PPPPBP,10
PPPBBP,BBPPPBBPPB,BBPBPP,10
BBBBPP,BBPPPBBPPB,BBPBBP,10
BBPBBP,PPBBBPPBBP,BPPPBP,10
PPBPPP,BBPPPBBPPB,BPBPPP,10
BPBBBB,BBPPPBBPPB,PBPPPB,10
BPBPBB,BBPPPBBPPB,PBBPPB,10
BBPPPB,BBPPPBBPPB,BPBPBB,10
PPPBPP,PPBBBPPBBP,BPBBBP,10
PBPBPP,BBPPPBBPPB,BBPBPP,10
PBPBPB,BBPPPBBPPB,BBPBPB,10
PPPBPP,PPBBBPPBBP,PBBPBP,10
BBPPPP,PPBBBPPBBP,BBPPBP,10
PPPBPB,BBPPPBBPPB,PBBPPP,10
PBPBBP,PPBBBPPBBP,BPBPPB,10
PPBPPB,BBPPPBBPPB,BPPPPP,10
BPBBBP,BBPPPBBPPB,BBBBPP,10
BPPPPB,PPBBBPPBBP,PBBPBP,10
PBBPPP,BBPPPBBPPB,PPBPBB,10
BPPPBB,BBPPPBBPPB,BPBPPB,10
PPBBBB,PPBBBPPBBP,BPBPBP,10
PBBBBP,BBPPPBBPPB,BBBPPP,10
PPBPPP,PPBBBPPBBP,BPBBBP,10
BPPPBB,PPBBBPPBBP,BPPPPP,10
PBBBBB,BBPPPBBPPB,BPPBBP,10
BPBBBP,PPBBBPPBBP,PBPPBP,10
PBBBPP,PPBBBPPBBP,PPBBBP,10
BPBBBB,BBPPPBBPPB,BPPPPB,10
BBPBBB,PPBBBPPBBP,BBBPPP,10
PPPPPP,PPBBBPPBBP,BPBPPP,10
PBPPPP,BBPPPBBPPB,BPPBBB,10
BBBPBP,PPBBBPPBBP,PBPPBP,10
BPPBBB,BBPPPBBPPB,BPPBBP,10
BPPBPP,PPBBBPPBBP,PBBPPP,10
PPPPBP,BBPPPBBPPB,BPPBBB,10
BBBBBB,BBPPPBBPPB,PPBPBP,10
BBPPPP,PPBBBPPBBP,BPPPPP,10
PBPBPP,BBPPPBBPPB,PPPPPP,10
BPBPBP,PPBBBPPBBP,BBPPPP,10
PPPBBB,PPBBBPPBBP,PPBPBP,10
BPBBPB,PPBBBPPBBP,BBBPBB,10
PPPBPB,PPBBBPPBBP,PBBBBP,10
PPBBPB,PPBBBPPBBP,PPBBBB,10
BBPPPB,BBPPPBBPPB,PBPBBB,10
BBBPBP,PPBBBPPBBP,PPPPPB,10
PBBPPP,PPBBBPPBBP,BBBBPB,10
PBPBBB,PPBBBPPBBP,BBPBBP,10
BBPBBB,PPBBBPPBBP,BPPBBB,10
PPPPPP,BBPPPBBPPB,PBPPBP,10
PBBBBP,PPBBBPPBBP,BPPBBB,10
PBBBBP,PPBBBPPBBP,BPPBBB,10
BBPPPP,PPBBBPPBBP,PPPPPB,10
PBPPBB,PPBBBPPBBP,PPPPBB,10
PPBBBP,PPBBBPPBBP,PPBBPB,10
PBBPPP,BBPPPBBPPB,PPBBBB,10
BPBPPP,PPBBBPPBBP,BBBPBB,10
PBBBPB,PPBBBPPBBP,PBPBBP,10
BBBPPP,BBPPPBBPPB,PBBPBB,10
BBBPPP,BBPPPBBPPB,PBBPBB,10
BPBPPP,BBPPPBBPPB,BPPBPB,10
PPPBBB,PPBBBPPBBP,BPPPPP,10
PPPBBB,PPBBBPPBBP,BPPPPP,10
PPPBBB,PPBBBPPBBP,BPPPPP,10
PBPBBP,BBPPPBBPPB,BBBPBB,10
PPPBBP,BBPPPBBPPB,BBPBBP,10
BBBBPP,PPBBBPPBBP,PPBPPB,10
PBPBPP,PPBBBPPBBP,BBBBPB,10
BBBBPB,PPBBBPPBBP,PPBBPP,10
PBPBPP,PPBBBPPBBP,BBBBPB,10
BBBBPB,PPBBBPPBBP,PPBBPP,10
BPBPPP,PPBBBPPBBP,PPPBBP,10
BPBBPP,PPBBBPPBBP,BBBBBB,10
PBPBPB,PPBBBPPBBP,BBPBPP,10
BBPBPB,BBPPPBBPPB,PBBPBB,10
PPPBBP,PPBBBPPBBP,PBBBPP,10
PPPPPP,BBPPPBBPPB,PPPBPB,10
PPBPPP,BBPPPBBPPB,PPBBBP,10
BBBBPB,PPBBBPPBBP,PBPPBB,10
PPPPPB,BBPPPBBPPB,BPPBPP,10
BPBBBP,PPBBBPPBBP,PPPPBB,10
BPBBPP,BBPPPBBPPB,PPPPPB,10
PBBPBP,BBPPPBBPPB,BPBBBB,10
PBBPBP,BBPPPBBPPB,BPBBPB,10
BBBPPP,PPBBBPPBBP,PPPBPP,10
BPBBPB,PPBBBPPBBP,BBBPPP,10
BPBBPB,PPBBBPPBBP,BBBPPP,10
BPBBPB,PPBBBPPBBP,BBBPPP,10
PPBBPP,PPBBBPPBBP,BPBPBP,10
PBPPBB,BBPPPBBPPB,PPPPBB,10
BPPBBP,PPBBBPPBBP,BBBBPP,10
BBPPPB,BBPPPBBPPB,BBBPBB,10
BBPPPB,BBPPPBBPPB,BBBPBB,10
PPBBBP,PPBBBPPBBP,PPBPBP,10
BPPBPP,PPBBBPPBBP,BPPBPB,10
BBBBBB,BBPPPBBPPB,BPBPBB,10
BPPBPP,BBPPPBBPPB,PBPPPP,10
BPBPBB,PPBBBPPBBP,PPPPBB,10
PPBPBB,PPBBBPPBBP,BBPPPP,10
BBPBPP,BBPPPBBPPB,PPPPPP,10
PBPBPB,BBPPPBBPPB,PBBBPP,10
PPBBBB,BBPPPBBPPB,PPPBBB,10
BBPBBP,BBPPPBBPPB,BPPPBP,10
PBBPBP,BBPPPBBPPB,PPPBPB,10
BPBPBB,PPBBBPPBBP,PPBBBB,10
BBBBPP,BBPPPBBPPB,BPBBBB,10
PBBBPB,BBPPPBBPPB,PBBPPP,10
PBPPBP,PPBBBPPBBP,PBPBPB,10
PBBPPB,PPBBBPPBBP,PBBBPP,10
BBBPPB,PPBBBPPBBP,BPPPPP,10
BBPBPB,BBPPPBBPPB,PPPBBP,10
BBPBPB,BBPPPBBPPB,PBPBPP,10
BBBBPB,PPBBBPPBBP,PBBBBB,10
PBBBBP,PPBBBPPBBP,BBBBBB,10
BBBPBB,BBPPPBBPPB,BPBBBB,10
PPPPBP,BBPPPBBPPB,BBPPBP,10
BBBBPP,BBPPPBBPPB,PPBPBB,10
PPPPBP,PPBBBPPBBP,PBBPBB,10
BPPPPB,PPBBBPPBBP,PPPBPB,10
BBBPPB,BBPPPBBPPB,PPBPPB,10
BBBPPB,BBPPPBBPPB,PPBPPB,10
BBPBBB,PPBBBPPBBP,PBPPBB,10
PBPPBP,PPBBBPPBBP,BBPPBB,10
PBBBPB,BBPPPBBPPB,PBBPPP,10
BBBBBP,PPBBBPPBBP,BPBBBP,10
BPBBPB,BBPPPBBPPB,BPPBPB,10
PPPPBB,BBPPPBBPPB,BPBPPP,10
PBBBBB,PPBBBPPBBP,PBBBBB,10
PBBBBP,PPBBBPPBBP,PBPPBP,10
PBBBBP,PPBBBPPBBP,PBPPBP,10
PBBPBB,BBPPPBBPPB,PPPPBB,10
PBPBPB,PPBBBPPBBP,BPPBPB,10
BPPPPP,BBPPPBBPPB,BBBPBP,10
PPPPPP,BBPPPBBPPB,PPBBBB,10
BBBPBP,BBPPPBBPPB,BBPBPP,10
BBBPBB,PPBBBPPBBP,BBPPBB,10
BBBPBB,PPBBBPPBBP,BBPPBB,10
PBPBPP,BBPPPBBPPB,PPBBBB,10
PBPBPP,BBPPPBBPPB,PPBBBB,10
BBBBPP,BBPPPBBPPB,BPBPBB,10
PBBPPB,BBPPPBBPPB,PPBBBP,10
PBBPPB,BBPPPBBPPB,PPBBBP,10
BPBBPB,BBPPPBBPPB,BBPBPB,10
PBBPPB,PPBBBPPBBP,PPBPBP,10
PPBBPB,BBPPPBBPPB,PPBBBP,10
PPPPPP,BBPPPBBPPB,PPBBBB,10
PPPPPP,BBPPPBBPPB,PPBBBB,10
PPPPBP,BBPPPBBPPB,PBBBBP,10
PPBPPB,PPBBBPPBBP,PPPPBB,10
PBPPBP,PPBBBPPBBP,BBPPPP,10
BBBPBP,PPBBBPPBBP,PBPPBB,10
PPPPBB,PPBBBPPBBP,BPBBBP,10
BBPPPP,BBPPPBBPPB,BPBBPB,10
BBPBBB,PPBBBPPBBP,PBBBBB,10
BBPPBB,BBPPPBBPPB,PPPPPP,10
BPBPBP,BBPPPBBPPB,PPBBBP,10
BPPPPB,PPBBBPPBBP,BBBBBB,10
BBBPBB,PPBBBPPBBP,PPPBBB,10
BBBPBP,PPBBBPPBBP,BBBPPB,10
PPBPBP,PPBBBPPBBP,BPBBPP,10
PPBPBP,PPBBBPPBBP,BPBBPP,10
BBBBPB,BBPPPBBPPB,BBPBPB,10
BBPPPP,PPBBBPPBBP,BPPBPB,10
PBPPBB,PPBBBPPBBP,PBPBPP,10
BBPPPP,PPBBBPPBBP,BPBPBB,10
PBBBBP,BBPPPBBPPB,BPPPPB,10
PBBBBB,BBPPPBBPPB,PBPBBB,10
PPPPBP,BBPPPBBPPB,PBBBPB,10
BPBPBB,BBPPPBBPPB,BPPPPB,10
BPBBPB,BBPPPBBPPB,BPPPBP,10
PBBPPP,BBPPPBBPPB,PPBPBP,10
BPPPBB,BBPPPBBPPB,BBPPPP,10
BPBBPP,PPBBBPPBBP,PBBPPB,10
PPPPPP,BBPPPBBPPB,PPPPBB,10
PBBBBP,PPBBBPPBBP,BBBPBP,10
BPBBBB,BBPPPBBPPB,BBBBBB,10
BPBBBB,BBPPPBBPPB,BBBBBB,10
BBPPPP,PPBBBPPBBP,PBPBBB,10
PPPBPP,PPBBBPPBBP,PBBBPB,10
PPPBBP,BBPPPBBPPB,BBBPPP,10
BBPBBP,BBPPPBBPPB,PPBBPB,10
BBPBBP,BBPPPBBPPB,PPBBPB,10
PBPPBB,PPBBBPPBBP,BPBBBP,10
BPBPPB,PPBBBPPBBP,PPBPPB,10
PPPBPB,BBPPPBBPPB,BPPPBP,10
PPPBPB,BBPPPBBPPB,BPPPBP,10
PBPBBP,BBPPPBBPPB,PBPPBB,10
PBPPBP,BBPPPBBPPB,BPPBBB,10
BBBBPB,BBPPPBBPPB,BBBBPB,10
BPBBBP,BBPPPBBPPB,PBPPPB,10
PPPBBB,BBPPPBBPPB,PBPBBB,10
PBBBPP,BBPPPBBPPB,BPBPBP,10
PPPBPP,PPBBBPPBBP,PBBPPB,10
PBBPBB,BBPPPBBPPB,BPPBBB,10
BPBPPP,PPBBBPPBBP,BBPPBP,10
BPBPPP,PPBBBPPBBP,BBPPBP,10
BBBPBP,PPBBBPPBBP,PPBBPP,10
BBPBBP,BBPPPBBPPB,PBPBBP,10
BBBPPP,PPBBBPPBBP,BPBPPB,10
PBPBPP,PPBBBPPBBP,BPBPBP,10
BBPBBB,BBPPPBBPPB,BPPBPB,10
PBBPPB,BBPPPBBPPB,PBBPPP,10
PBBPPB,BBPPPBBPPB,PBBPPP,10
PBBPPB,BBPPPBBPPB,PBBPPP,10
PBBPPB,BBPPPBBPPB,PBBPPP,10
BBPBPP,BBPPPBBPPB,BBPPPB,10
BBPBPP,BBPPPBBPPB,BBPPPB,10
BPBBPB,PPBBBPPBBP,BBPBBB,10
BPBPBP,BBPPPBBPPB,BPPBBB,10
PBPPBB,PPBBBPPBBP,PPBPBP,10
BPBBBB,PPBBBPPBBP,PPPBPP,10
PPBPPB,BBPPPBBPPB,PBPPBB,10
PPBPPB,BBPPPBBPPB,PBPPBB,10
PPBPPB,BBPPPBBPPB,PBPPBB,10
PBBBPB,BBPPPBBPPB,BPPPBP,10
BBBBBB,PPBBBPPBBP,BBPBPB,10
PPBPBB,BBPPPBBPPB,BPPBPB,10
BPPPBP,PPBBBPPBBP,PPPPPP,10
BPPBBP,BBPPPBBPPB,PPPBBB,10
PPBPBP,PPBBBPPBBP,PBBPPB,10
PPBBBB,BBPPPBBPPB,BBBBBP,10
BBBPPB,BBPPPBBPPB,BPBBPP,10
BPPPBB,BBPPPBBPPB,BPPPBP,10
PPBPPP,BBPPPBBPPB,BBPPBP,10
BBPPBP,PPBBBPPBBP,PBPBPP,10
BBPPBP,PPBBBPPBBP,PBPBPP,10
BBBBBP,PPBBBPPBBP,PPBPBP,10
BBBBPB,PPBBBPPBBP,PPPBPB,10
BPBBPP,PPBBBPPBBP,BBPBPP,10
PPBPBP,PPBBBPPBBP,BBPPPP,10
BPPPPP,PPBBBPPBBP,BBBBBP,10
PPPPBB,PPBBBPPBBP,PBBPPB,10
BPPPBB,BBPPPBBPPB,PBPBPB,10
PPPBBB,PPBBBPPBBP,BBPBPP,10
PBBPBB,PPBBBPPBBP,BBPPBP,10
PBBPBB,PPBBBPPBBP,BBPPBP,10
PPPBPB,BBPPPBBPPB,BBPPPP,10
PBPPBB,PPBBBPPBBP,PPBPPB,10
BPPBBB,PPBBBPPBBP,PPBBBB,10
PBPBBB,PPBBBPPBBP,BPBBBB,10
BBBPBP,PPBBBPPBBP,PBPBPB,10
PBBPPP,PPBBBPPBBP,BPBPPB,10
BPPPBP,PPBBBPPBBP,PBPPBP,10
PPPBBB,PPBBBPPBBP,BPPBPP,10
PBBBBB,BBPPPBBPPB,PBPBBP,10
BPBPBB,PPBBBPPBBP,PPBPPP,10
BPPPPP,BBPPPBBPPB,BPBPBP,10
PPPPBB,BBPPPBBPPB,PBPBPP,10
PPBBBB,PPBBBPPBBP,PPPBPP,10
BPBPPB,PPBBBPPBBP,PBBBBB,10
BBPPPB,BBPPPBBPPB,PPBPBB,10
BBPPPB,BBPPPBBPPB,PPBPBB,10
BBPPPB,BBPPPBBPPB,PPBPBB,10
BPBBBP,BBPPPBBPPB,BBBBPP,10
BPBPBB,PPBBBPPBBP,PBBPPB,10
PPPPBP,BBPPPBBPPB,BPPBPP,10
BBBBPB,BBPPPBBPPB,BPPPBP,10
BBPBPB,PPBBBPPBBP,PPBBPB,10
BPPBBB,PPBBBPPBBP,BPBBPP,10
BPPBBB,PPBBBPPBBP,BPBBPP,10
PPBPBP,PPBBBPPBBP,BPBPPB,10
PPBBBB,PPBBBPPBBP,BBPBPB,10
PBPPBB,PPBBBPPBBP,PBBPPP,10
PBPPBB,PPBBBPPBBP,PBBPPP,10
BBBBPP,BBPPPBBPPB,PBPBPB,10
PPPPBP,PPBBBPPBBP,BBBBBB,10
PBBPBP,PPBBBPPBBP,BPBBBP,10
BBPBBP,PPBBBPPBBP,PBBBBP,10
PBPPPB,BBPPPBBPPB,PBBBPB,10
BPBBBB,BBPPPBBPPB,PBBPBP,10
PPBPPP,PPBBBPPBBP,PBBPPB,10
BBBPBP,PPBBBPPBBP,PBPBBB,10
BPBBBP,BBPPPBBPPB,BBBPPP,10
BPBBBP,BBPPPBBPPB,BBBPPP,10
BPBBBP,BBPPPBBPPB,BBBPPP,10
PPBBPB,BBPPPBBPPB,PBPBBP,10
PPBBPP,BBPPPBBPPB,BPBPPP,10
PPBBPP,BBPPPBBPPB,BPPBPP,10
PBBBPB,PPBBBPPBBP,PBBPPP,10
PPPPBP,PPBBBPPBBP,BPPBBP,10
BPPBPB,PPBBBPPBBP,BPBPBP,10
BPPBPB,PPBBBPPBBP,BPBPBP,10
BPPBPB,PPBBBPPBBP,BPBPBP,10
PBBPPB,BBPPPBBPPB,BPPPBB,10
PPPPBP,BBPPPBBPPB,PPBBPP,10
BBBPPB,PPBBBPPBBP,BBPBPP,10
BPPBPB,BBPPPBBPPB,PPBPBB,10
PPBPBP,PPBBBPPBBP,PBBBBB,10
PPBPBP,PPBBBPPBBP,PBBBBB,10
BPPBBB,BBPPPBBPPB,PBPPPB,10
PPBPBP,BBPPPBBPPB,PBPBPB,10
BBBBPB,PPBBBPPBBP,PBBBPB,10
BBBBBB,BBPPPBBPPB,PBBBPP,10
PBBPBP,PPBBBPPBBP,PBBBBP,10
PBBPBP,PPBBBPPBBP,PBBBBP,10
PPPPBB,BBPPPBBPPB,BBBPBB,10
PPBBBB,PPBBBPPBBP,PBPBBP,10
PPPPBB,BBPPPBBPPB,BBBPPB,10
PBPBPB,PPBBBPPBBP,BBPPPP,10
BPPBPB,PPBBBPPBBP,PBBBPB,10
BPBPBB,BBPPPBBPPB,BPPPBP,10
BPBPBB,BBPPPBBPPB,BPPPBP,10
BBBBBB,PPBBBPPBBP,PPPBPB,10
PBBBBB,BBPPPBBPPB,BPPBPB,10
PBBBBB,BBPPPBBPPB,BPPBPB,10
PPBBBP,PPBBBPPBBP,PBPPPB,10
PPBBBP,PPBBBPPBBP,PBPPPB,10
PBBPPP,PPBBBPPBBP,BBPPPP,10
PBBPPP,PPBBBPPBBP,BBPPPP,10
PPBBPP,BBPPPBBPPB,PPPPPB,10
BPPPBB,PPBBBPPBBP,BBPPPP,10
PBBPPP,PPBBBPPBBP,BPBPBB,10
PBBBBP,BBPPPBBPPB,BBBBPB,10
PBBBBP,BBPPPBBPPB,BBBBPB,10
PPPBBP,BBPPPBBPPB,BBPPPP,10
PBBBBP,PPBBBPPBBP,PPBBPB,10
BPPPPP,BBPPPBBPPB,PPPBBB,10
BBBBPP,PPBBBPPBBP,BPPPPB,10
PPPPPP,BBPPPBBPPB,BPBPBB,10
BPBBBP,BBPPPBBPPB,PPPBPB,10
BBPBBB,BBPPPBBPPB,PPPPBP,10
PPBBBB,BBPPPBBPPB,PPPBPB,10
PBPBBP,PPBBBPPBBP,PBPBBB,10
BPPPBB,BBPPPBBPPB,BPBBPP,10
BPBBBP,PPBBBPPBBP,BPBPPP,10
BBPBPP,BBPPPBBPPB,BPBBPB,10
PPPPPB,PPBBBPPBBP,PBPPBP,10
BBPBPP,PPBBBPPBBP,BPBBBB,10
PBPPPB,PPBBBPPBBP,BPBPPP,10
PBBBPP,PPBBBPPBBP,BPPPPB,10
PBBPBB,BBPPPBBPPB,PPBBPP,10
PBBPBP,PPBBBPPBBP,PPPBPP,10
PPPPBP,BBPPPBBPPB,BPBPPB,10
PPPBPB,BBPPPBBPPB,BBPBPP,10
BBBBPB,PPBBBPPBBP,BPPPBB,10
BPPPBP,PPBBBPPBBP,PPBPPP,10
PBPPPB,PPBBBPPBBP,BBBBPB,10
PBPPPB,PPBBBPPBBP,BBBBPB,10
PBBBPB,BBPPPBBPPB,BBPBPB,10
BBBBPP,PPBBBPPBBP,BPPPPB,10
PPPBPP,BBPPPBBPPB,BPPPPB,10
PBPPPP,BBPPPBBPPB,PBPPBP,10
BPPPPP,BBPPPBBPPB,PPBBBB,10
PPPBPP,BBPPPBBPPB,BBPBBB,10
PBBPPB,BBPPPBBPPB,BBBPBB,10
BPBPBB,PPBBBPPBBP,PBBBBP,10
BPPPBP,BBPPPBBPPB,PBBPBB,10
PBPPPP,BBPPPBBPPB,BPPBPP,10
BBBBPB,PPBBBPPBBP,PPPPBP,10
BBBBBP,PPBBBPPBBP,PBBBBB,10
BPBBBB,BBPPPBBPPB,PBPBBP,10
BPPBBP,BBPPPBBPPB,BPPPPB,10
BPPBBP,BBPPPBBPPB,BBBPPB,10
PBBBBB,PPBBBPPBBP,BBBBPB,10
BBBBPB,BBPPPBBPPB,BBBBBP,10
PPPBBP,PPBBBPPBBP,BPPBBB,10
PBBBPP,PPBBBPPBBP,BBBBPP,10
PBBBBB,PPBBBPPBBP,BPPPPB,10
BPPBPP,PPBBBPPBBP,BPBPBB,10
BPBPPB,BBPPPBBPPB,BPBPPP,10
BPPBBP,PPBBBPPBBP,PBBPBP,10
PPPBBB,BBPPPBBPPB,PPPPPP,10
BPPBPP,PPBBBPPBBP,BPPPPP,10
BBBBBP,BBPPPBBPPB,BPPPPP,10
PBPBBP,BBPPPBBPPB,PPPPBB,10
PPPPPP,BBPPPBBPPB,PBBPBP,10
PBBBPP,PPBBBPPBBP,BBBPBP,10
BPBBPB,PPBBBPPBBP,BBPPPP,10
BPPPPP,PPBBBPPBBP,PBBBBB,10
PBPBPP,BBPPPBBPPB,BBPPBB,10
PPBPBB,PPBBBPPBBP,BBBPBP,10
BBPBBB,PPBBBPPBBP,PBBBPP,10
PBPPBB,BBPPPBBPPB,PBPBPB,10
PBBBPB,BBPPPBBPPB,PPPBPP,10
PPBPBB,PPBBBPPBBP,PBPPBB,10
PPPPBB,BBPPPBBPPB,BPBBBB,10
BPPPBP,BBPPPBBPPB,PPPPBB,10
PBPBBB,BBPPPBBPPB,BBPPBB,10
BPBPBB,BBPPPBBPPB,PPPBPP,10
BPBBBP,BBPPPBBPPB,BPBBBP,10
BBBBPP,BBPPPBBPPB,BBBBPB,10
BBPBPB,PPBBBPPBBP,BBPPPP,10
BBPPBB,BBPPPBBPPB,PBBPBB,10
BBBBBP,BBPPPBBPPB,BBPPBP,10
PBBPBP,BBPPPBBPPB,PPBPPB,10
BPBBPP,BBPPPBBPPB,PPPPPP,10
PPPBPB,PPBBBPPBBP,BBBBPB,10
PBBBPB,BBPPPBBPPB,BPPBPB,10
BBPBBP,PPBBBPPBBP,BPBPPB,10
BBPPPB,PPBBBPPBBP,PBPBPB,10
BPPBBP,BBPPPBBPPB,PBBBBB,10
PPPBPB,BBPPPBBPPB,BBBPPB,10
BBBBBB,PPBBBPPBBP,PBPPBP,10
PPBBBP,BBPPPBBPPB,PPPBBP,10
BBPBPB,BBPPPBBPPB,BPPPPB,10
BPPPBB,PPBBBPPBBP,PPBPBP,10
BPPBPB,PPBBBPPBBP,BBPBPB,10
BPBBPP,BBPPPBBPPB,BBPPBB,10
PPBBPB,BBPPPBBPPB,BPPPBP,10
PPBBBP,PPBBBPPBBP,PPPBPP,10
PPPPPB,PPBBBPPBBP,BPBBBP,10
PPBPBP,BBPPPBBPPB,BPBPPB,10
BPPBBB,PPBBBPPBBP,BPPBPB,10
PBPBPB,BBPPPBBPPB,PPPPBB,10
PBPBPP,BBPPPBBPPB,BBBPBP,10
BPPBPP,BBPPPBBPPB,BPBBPP,10
BBBPBP,BBPPPBBPPB,PBBPBP,10
PBBBBP,BBPPPBBPPB,PPBPBB,10
PPBPPB,BBPPPBBPPB,BPBPPP,10
BPPBBP,BBPPPBBPPB,PBPPBB,10
BPPBBP,BBPPPBBPPB,PBBPPP,10
PBPBPP,BBPPPBBPPB,PBPBBB,10
PBPBPP,PPBBBPPBBP,PBBPBB,10
PPBPPP,BBPPPBBPPB,BPBBPP,10
BBBBBB,BBPPPBBPPB,BPBBBB,10
BPPPPB,PPBBBPPBBP,BBPPPB,10
PPBBBP,BBPPPBBPPB,PPPPPB,10
PPBPPB,BBPPPBBPPB,PPPBPB,10
BPPBPB,BBPPPBBPPB,BBPPBB,10
PBPPPB,BBPPPBBPPB,PPBPPP,10
PPPBBB,PPBBBPPBBP,BPBBPB,10
PBPBPB,PPBBBPPBBP,BBBPPP,10
BPPBBB,BBPPPBBPPB,PBPBBP,10
PPPBPB,BBPPPBBPPB,PPPPPB,10
BPBPBB,PPBBBPPBBP,BBPBPB,10
PPBBPP,BBPPPBBPPB,BBPBBB,10
PBPBPB,BBPPPBBPPB,PBBPBB,10
BBBBPP,PPBBBPPBBP,PBBPBB,10
BBBBBP,PPBBBPPBBP,BBBPPB,10
PBPBPB,PPBBBPPBBP,BBBPPB,10
PBBBPB,BBPPPBBPPB,PPBPBP,10
PBPPPP,PPBBBPPBBP,BPBBBB,10
BBBPPB,BBPPPBBPPB,PPPPPP,10
BPBBPB,BBPPPBBPPB,PPPBPP,10
PPPBBB,PPBBBPPBBP,PBPBBP,10
PBBPPB,PPBBBPPBBP,PBBPPP,10
PBPBPB,PPBBBPPBBP,BPPBBP,10
PBPBPP,BBPPPBBPPB,BPPBBB,10
BBPPBP,BBPPPBBPPB,BPBBPP,10
PPBBPP,BBPPPBBPPB,PBBBBB,10
BBPBPP,PPBBBPPBBP,PPBPBP,10
PBBBPP,PPBBBPPBBP,PPPPBB,10
PPPBBP,BBPPPBBPPB,PPPBPP,10
BBBPPB,BBPPPBBPPB,BBBPPP,10
BPPPPP,PPBBBPPBBP,PPPPBP,10
BBBPPB,PPBBBPPBBP,PBPBBP,10
BPPPBB,PPBBBPPBBP,PBPBPP,10
BPPBBP,BBPPPBBPPB,PPBBBB,10
PPPBBP,BBPPPBBPPB,BBBBBP,10
BBPPBB,BBPPPBBPPB,PBBBPB,10
PPPPPP,BBPPPBBPPB,PBBPPP,10
BPBBPB,BBPPPBBPPB,PPBPPB,10
BBBBPP,BBPPPBBPPB,BBPBBP,10
BPBPPP,PPBBBPPBBP,PBBPPB,10
BPPBPP,BBPPPBBPPB,PPBPPB,10
BPPBBB,PPBBBPPBBP,PBBPPB,10
BPPBBB,PPBBBPPBBP,PBBPPB,10
BBBBPP,BBPPPBBPPB,PPBBPP,10
PPBBBP,PPBBBPPBBP,BPBBPP,10
BBBPPP,PPBBBPPBBP,PPBBPP,10
BBPBPP,PPBBBPPBBP,BPBPPP,10
PPPBBP,PPBBBPPBBP,PBBPPP,10
PPPPPB,BBPPPBBPPB,PBPPBP,10
PBBPBP,BBPPPBBPPB,PPBBBB,10
BPPPBP,BBPPPBBPPB,BBPBPP,10
PBBPPB,BBPPPBBPPB,BPBBBP,10
PBBPPB,BBPPPBBPPB,BPBBBP,10
PBBPPB,BBPPPBBPPB,BPBBBP,10
BPPBPB,PPBBBPPBBP,PPPPBP,10
PPPBBP,PPBBBPPBBP,BPPBPP,10
PPBPPB,PPBBBPPBBP,PPBBBB,10
PPBPPB,PPBBBPPBBP,PPBBBB,10
