before,pingpong_tikhu,after,repeat,length
BBBPBP,PPBBPPBB,BPBBBP,2,8
BBBPBP,PPBBPPBB,PBPBPB,2,8
BBBPPB,PPBBPPBB,BBPBBP,2,8
BPBPPB,BBPPBBPP,BBBBPP,2,8
BPBPPB,BBPPBBPP,PBBBBB,2,8
PBBBPP,PPBBPPBB,PBBPBP,2,8
BBPBBB,BBPPBBPP,PPBBBP,2,8
BBBBBP,BBPPBBPP,PBPPPP,2,8
PBPBBP,BBPPBBPP,BPBPBP,2,8
PBPBBP,BBPPBBPP,BPBPBP,2,8
BBBBPB,PPBBPPBB,BPPPPP,2,8
BBBBPB,PPBBPPBB,BPPPPP,2,8
BBBPBB,BBPPBBPP,PPPPBB,2,8
PBPPPB,BBPPBBPP,PPPPBP,2,8
PBPBBB,BBPPBBPPBBPP,BPPBBB,3,12
BBBPPB,PPBBPPBB,PPPPPP,2,8
BPBPBP,PPBBPPBB,PPBPPP,2,8
BPBPBP,PPBBPPBB,PPBPPP,2,8
PBBPBP,PPBBPPBB,BBBPPP,2,8
PBBPBP,PPBBPPBB,BBBPPP,2,8
PBBPBP,PPBBPPBB,BBBPPP,2,8
PBBBPP,PPBBPPBB,BBBBBB,2,8
BPPBBB,BBPPBBPP,PPPPBP,2,8
BPBBBP,BBPPBBPP,PBBPPP,2,8
BPPPBB,BBPPBBPP,BPBPPP,2,8
PBBBPP,PPBBPPBB,BBBBPB,2,8
PBBBPP,PPBBPPBB,BBBBPB,2,8
PPPPBB,BBPPBBPP,PPBPPB,2,8
PPPPBB,BBPPBBPP,PPBPPB,2,8
PBPPBP,BBPPBBPP,BPPPBP,2,8
BPPPBP,BBPPBBPP,BBPBBP,2,8
BPPPBP,BBPPBBPP,BBPBBP,2,8
PPBBBB,BBPPBBPP,BPPBPP,2,8
PPPPPB,BBPPBBPP,PPPPBP,2,8
PPPBBB,BBPPBBPP,BPBBPP,2,8
PPBPBB,BBPPBBPP,PBPPBP,2,8
PPBPBB,BBPPBBPP,PBPPBP,2,8
PPBPPB,PPBBPPBB,BPPBBP,2,8
PBBPPP,PPBBPPBB,PBBPBB,2,8
PPPBBB,BBPPBBPP,PBBBPB,2,8
PPPBBP,BBPPBBPPBBPP,BPPPBP,3,12
BBPPPB,BBPPBBPP,PBBPBP,2,8
BBBPPB,PPBBPPBB,BPPBPP,2,8
PBBPBP,PPBBPPBB,PBPBBP,2,8
PBBPBP,PPBBPPBB,PBPBBP,2,8
BPPPBP,BBPPBBPP,PBBPPP,2,8
BPPBPB,BBPPBBPP,PBBPPP,2,8
BBBPPB,PPBBPPBB,PBPBPB,2,8
BPBPBP,BBPPBBPP,BBPBBP,2,8
BPBPBP,BBPPBBPP,BBPBBP,2,8
BPBBPB,PPBBPPBB,PPBPBB,2,8
BPBBPB,PPBBPPBB,PPBPBB,2,8
BPBBPB,PPBBPPBB,PPBPBB,2,8
BPBBPB,BBPPBBPP,BPPBPP,2,8
BPBPPB,BBPPBBPP,BPBBPB,2,8
PPPBBB,BBPPBBPP,PBPBBB,2,8
BPPBPB,PPBBPPBB,BPBBPB,2,8
PPBPBP,BBPPBBPP,BPPBBP,2,8
PPPBBP,PPBBPPBB,PPBPBB,2,8
PBPPBP,BBPPBBPP,BBBPBP,2,8
PPPPBP,PPBBPPBB,BBPBPB,2,8
BPBPBP,BBPPBBPP,BPPBPP,2,8
PBPBBB,BBPPBBPP,BBPBPB,2,8
PBPBBP,BBPPBBPP,BPBPPB,2,8
PBPBBP,BBPPBBPP,BPBPPB,2,8
PBPBPB,BBPPBBPP,PBPPBB,2,8
BBPBBP,PPBBPPBB,BBPBBB,2,8
PBPPBB,BBPPBBPP,PBPPPP,2,8
BPBBPP,PPBBPPBB,PBPPBP,2,8
BPBBPB,BBPPBBPP,PBPBPP,2,8
PPBPBB,BBPPBBPP,PPPPBP,2,8
PPBPBB,BBPPBBPP,PPPPBP,2,8
PPBPPP,PPBBPPBB,BPBPPB,2,8
BPPBPB,PPBBPPBB,BBBPPP,2,8
BBBPBP,BBPPBBPP,BPBPPB,2,8
BBPBBP,PPBBPPBB,BPBBPB,2,8
PPPBBP,BBPPBBPP,BBBPPB,2,8
PPPBBP,BBPPBBPP,BBBPPB,2,8
PPPPPB,PPBBPPBB,PPBPBB,2,8
PPPPPB,PPBBPPBB,PPBPBB,2,8
PPPBPB,PPBBPPBB,PBBBBB,2,8
PBPBPP,PPBBPPBB,BBPPPP,2,8
PPBBBB,BBPPBBPP,BPPPBP,2,8
PPBPPB,PPBBPPBB,PPBPBP,2,8
PPPBBP,BBPPBBPP,BBBPBB,2,8
PBPPPB,PPBBPPBB,BPBBPB,2,8
PBPPBP,PPBBPPBBPPBB,PBBPBP,3,12
PBPBPP,PPBBPPBB,PPBPPB,2,8
BPPPPB,BBPPBBPP,PBPPBP,2,8
BBPBPB,BBPPBBPP,PPPBBB,2,8
PBBPBP,BBPPBBPP,PPPBPB,2,8
BPBPPB,BBPPBBPP,PBBPPB,2,8
BPBPPB,BBPPBBPP,PBBPPB,2,8
PPPPPB,BBPPBBPP,PPBBPP,2,8
BBBPBB,BBPPBBPP,BPBBBP,2,8
BBBBBB,BBPPBBPP,PPPPBP,2,8
BBBPPP,PPBBPPBB,BBPBBB,2,8
BPBPBP,BBPPBBPP,PBPBPP,2,8
BPBPBP,PPBBPPBB,BPPBBB,2,8
BBPPBB,BBPPBBPP,BPBPPP,2,8
BBBPPP,PPBBPPBB,PPBPPB,2,8
PPBBPP,PPBBPPBB,BPPPPB,2,8
BBPBBB,BBPPBBPPBBPP,BPPPPP,3,12
BPBBPP,PPBBPPBBPPBB,PBPBBP,3,12
PBBPPB,PPBBPPBB,BBPPPB,2,8
BBBPBP,BBPPBBPP,BPBBPB,2,8
BPBBPB,BBPPBBPP,BPPBBP,2,8
BBPPBP,PPBBPPBBPPBB,BBBBBP,3,12
BBPPPB,BBPPBBPP,BBBPPP,2,8
BBBBBP,BBPPBBPP,PPBPBP,2,8
BBBPBB,BBPPBBPP,PBBPBP,2,8
BPBPBP,BBPPBBPP,BBPBBB,2,8
PBPBPP,PPBBPPBB,BPPBPB,2,8
PBPBBB,BBPPBBPP,BPPBPP,2,8
PBBBPB,PPBBPPBB,PBBPPP,2,8
PBBBPB,PPBBPPBB,PBBPPP,2,8
PBPPBP,PPBBPPBB,BBPBPP,2,8
PBPPBP,PPBBPPBB,BBPBPP,2,8
BPPBBP,BBPPBBPP,PBPBBB,2,8
PBPPBB,BBPPBBPP,PBBPBB,2,8
PPBPBP,PPBBPPBB,BBPBPP,2,8
PBBPBP,PPBBPPBB,PPBPBP,2,8
BBPPBP,BBPPBBPPBBPPBBPP,BBBBBB,4,16
BPBPPB,BBPPBBPP,BPPBBP,2,8
BPPPBB,BBPPBBPP,BBPBPB,2,8
PBPBPP,PPBBPPBB,PPBPPP,2,8
BBBBBB,BBPPBBPP,BBBBPB,2,8
PBBBBP,BBPPBBPP,PBBBPB,2,8
PPBBBP,PPBBPPBB,PPBPPB,2,8
PPPPBP,PPBBPPBBPPBB,BPPBBB,3,12
PBPBPB,PPBBPPBB,BBBBBB,2,8
BBPPPB,BBPPBBPP,PPPBBB,2,8
PPBPPB,PPBBPPBB,PPBPBB,2,8
BPPBPB,BBPPBBPP,BBBPPP,2,8
BBBBBP,BBPPBBPP,PBPPPP,2,8
BPBBBB,BBPPBBPP,BBPBPP,2,8
PBPBBP,BBPPBBPP,PPBPBB,2,8
BPPBBB,BBPPBBPP,BBBBPB,2,8
PBPBBP,PPBBPPBB,PBBBBP,2,8
BPPBBP,BBPPBBPP,PBBBBB,2,8
BPBPBP,PPBBPPBB,PBPPBP,2,8
BPBPBP,PPBBPPBB,PBPPBP,2,8
PBPBBP,PPBBPPBB,PBBPBB,2,8
PPPPPB,BBPPBBPP,PPBPPB,2,8
PBBPBB,BBPPBBPP,PPPBBB,2,8
BBBPPB,PPBBPPBB,PBPPPB,2,8
BBPBPB,BBPPBBPP,BPBBPB,2,8
BBBBBP,BBPPBBPP,PPPBBP,2,8
BPBPPP,PPBBPPBB,PPPPBB,2,8
BPBPPP,PPBBPPBB,PPPPBB,2,8
PPPPPB,PPBBPPBB,BBBPBP,2,8
BBBPBP,BBPPBBPP,PPPBPP,2,8
BBBPBP,BBPPBBPP,PPPBPP,2,8
BPPBPP,PPBBPPBB,PPPBPB,2,8
PBPBPP,PPBBPPBB,PBBPBB,2,8
PBBBPB,PPBBPPBB,BPBPPB,2,8
PBPBPP,PPBBPPBB,PBBPBB,2,8
PBBBPB,PPBBPPBB,BPBPPB,2,8
PBBPBP,BBPPBBPP,PBBPBP,2,8
PPBBPB,PPBBPPBB,PPPPBB,2,8
PPBBPB,PPBBPPBB,PPPPBB,2,8
BBPPBP,BBPPBBPP,PPBBBB,2,8
BPPBPB,PPBBPPBB,PPBPPP,2,8
BBPBBP,BBPPBBPP,BBPBBB,2,8
BBPBBP,BBPPBBPP,BBPBBB,2,8
BBPBBB,BBPPBBPP,PPPBPB,2,8
BPBBBP,BBPPBBPP,PPPBBB,2,8
BBPBBB,BBPPBBPP,PBBBBP,2,8
PBBBBP,BBPPBBPP,PBBBPP,2,8
BPBBPP,PPBBPPBB,BBBBBP,2,8
BPBBPP,PPBBPPBB,BBBBBP,2,8
PPBBBP,PPBBPPBB,BBPBBB,2,8
PPBBBP,PPBBPPBB,BBPBBB,2,8
BBPPPP,PPBBPPBB,PBPPBP,2,8
PPPPBP,BBPPBBPP,BPPPPB,2,8
BBBPBP,BBPPBBPP,PBPBBP,2,8
PPBBPB,BBPPBBPP,BPPPBP,2,8
BBPPPB,BBPPBBPP,PBPBPP,2,8
BPPPPB,PPBBPPBB,PBBBBP,2,8
PBBPBB,BBPPBBPP,PPBBPB,2,8
BPBBBP,BBPPBBPP,PPBBPB,2,8
BBPBBB,BBPPBBPP,BPPBBP,2,8
PPPPPP,PPBBPPBB,PBBBBB,2,8
BPBBBB,BBPPBBPP,PPPBBP,2,8
PBBBBP,PPBBPPBB,BPPBPP,2,8
BBPPPP,PPBBPPBB,BPBPPB,2,8
BBBBBP,PPBBPPBB,PBPBBP,2,8
BPBBBP,BBPPBBPP,PPBBBB,2,8
BPPPPP,PPBBPPBB,BBBPPB,2,8
BBBPBB,BBPPBBPP,PPBPBB,2,8
BBBPPB,PPBBPPBB,BBBBPB,2,8
PPBBPB,PPBBPPBB,PPBPBB,2,8
BBBBBP,BBPPBBPP,BPPBPP,2,8
PBBPPB,BBPPBBPP,PPPBBP,2,8
BPPBBB,BBPPBBPP,BBBBBP,2,8
BPBPPB,PPBBPPBB,BBBPBB,2,8
PBBPBP,BBPPBBPP,PPPBPP,2,8
PBBPBP,PPBBPPBB,PBPBPB,2,8
BBPPPB,PPBBPPBB,PBPPPP,2,8
BPBBPP,PPBBPPBB,PPPPBP,2,8
BPPBBP,BBPPBBPP,BPBBBB,2,8
BBBPBP,BBPPBBPP,PPBPPP,2,8
BBBPBP,BBPPBBPP,PPBPPP,2,8
PBPPBB,BBPPBBPP,BPBBBB,2,8
PBBPBP,PPBBPPBB,PBBBBB,2,8
PBBPBP,PPBBPPBB,PBBBBB,2,8
BPPBBB,BBPPBBPP,BPPPPB,2,8
PBBPBP,PPBBPPBB,PBBBBB,2,8
BPBPPB,PPBBPPBB,BBBPPB,2,8
PBPBPP,PPBBPPBB,BPBBBP,2,8
BBBPPP,PPBBPPBB,PPBPPP,2,8
BPBBPB,BBPPBBPP,PPBBPP,2,8
BBPBBP,PPBBPPBB,PPPBPB,2,8
BPPBPB,PPBBPPBB,PBPBBP,2,8
BPPBPB,BBPPBBPP,PBBPBP,2,8
PBPPPB,PPBBPPBB,BPBBBP,2,8
PBPPPB,PPBBPPBB,BPBBBP,2,8
BBBBBP,BBPPBBPP,PBPPPP,2,8
BBBPBB,BBPPBBPP,BBPBPB,2,8
PPPBPB,PPBBPPBB,BBPBPP,2,8
BPBBPP,PPBBPPBB,PPPPBB,2,8
BPBBBP,BBPPBBPP,BPPBBB,2,8
PBBPPB,BBPPBBPP,PBBBBP,2,8
BPPBBB,BBPPBBPP,BBPBBP,2,8
BBBPBP,PPBBPPBB,PBBBPP,2,8
PPBBPB,BBPPBBPP,PBBBBP,2,8
BBBPBP,PPBBPPBB,PBBBPP,2,8
PPBBPB,BBPPBBPP,PBBBBP,2,8
BBPPBP,PPBBPPBB,PPPPPP,2,8
BPBPPB,PPBBPPBB,BBBBPB,2,8
PPPBBB,BBPPBBPP,BBPBBP,2,8
PPPBBB,BBPPBBPP,BBPBBP,2,8
BBPPBP,PPBBPPBB,BBBBPB,2,8
PPPBPB,PPBBPPBB,BBBPBB,2,8
BBBBPB,BBPPBBPP,BBBBPB,2,8
PPPPBB,BBPPBBPP,PBBPPB,2,8
BPBPBP,BBPPBBPP,BBBPBP,2,8
BBPBPB,BBPPBBPP,BBBBBP,2,8
PBPPBP,BBPPBBPP,PPBPPB,2,8
BBPPBP,BBPPBBPP,BPBBBB,2,8
BBPPPP,PPBBPPBB,BPBPBP,2,8
BPBBPB,BBPPBBPP,PBPPBB,2,8
PBPBPB,PPBBPPBB,BPBPBB,2,8
PBPPPB,BBPPBBPP,BPBPBB,2,8
PPBBBP,BBPPBBPP,BBPBBP,2,8
PPPPBP,BBPPBBPP,BBBBPP,2,8
PBBBBB,BBPPBBPP,BBPBBP,2,8
PPBPPB,BBPPBBPP,BBBPPP,2,8
BPPPBB,BBPPBBPP,BBPBPB,2,8
BPPPBB,BBPPBBPP,BBPBPB,2,8
PPPBBP,BBPPBBPP,BPBBBP,2,8
BPBBPB,PPBBPPBB,PBPPPP,2,8
BPBBPB,PPBBPPBB,PBPPPP,2,8
BPBPBP,BBPPBBPP,PPPBBB,2,8
PPPPBP,PPBBPPBB,BBPBPB,2,8
BPBBPB,PPBBPPBB,PPBPPP,2,8
BPBBPB,PPBBPPBB,PPBPPP,2,8
PPBBPP,PPBBPPBB,PBBPPP,2,8
BBPBPB,PPBBPPBB,BBBPBP,2,8
BPPBBP,BBPPBBPP,PBBPPP,2,8
BPBPBP,PPBBPPBBPPBBPPBB,PPPBBB,4,16
BPBPBP,PPBBPPBBPPBBPPBB,PPPBBB,4,16
BPBPBP,PPBBPPBBPPBBPPBB,PPPBBB,4,16
PBPBPB,PPBBPPBB,BBBPPB,2,8
PBPBPB,PPBBPPBB,BBBPPB,2,8
PBBBPB,BBPPBBPP,PBPBBP,2,8
BPBPBP,BBPPBBPP,PPPBPP,2,8
BBPPPP,PPBBPPBB,PPPBBB,2,8
BBPPBP,PPBBPPBB,PPPBPP,2,8
BBPPBP,PPBBPPBB,PPPBPP,2,8
PPBBPB,PPBBPPBB,PBPBBB,2,8
BPPPBB,BBPPBBPP,BPBBBB,2,8
PBBBBB,BBPPBBPP,BPBPPP,2,8
PBPPPB,PPBBPPBB,PPPPPB,2,8
PBBBPB,PPBBPPBB,PBBPPB,2,8
PPPBPB,BBPPBBPP,PBPBPP,2,8
BPBPPB,BBPPBBPP,BBBBBP,2,8
PBPBPP,PPBBPPBB,PPPPPB,2,8
PPPBPB,BBPPBBPP,BPPPPP,2,8
PBPBBB,BBPPBBPP,BBBBPP,2,8
BBPPBB,BBPPBBPP,PPBBPP,2,8
PPBBPP,PPBBPPBB,PPPPBB,2,8
PPPBBP,BBPPBBPP,BBBBPB,2,8
BPPBBB,BBPPBBPP,BPBBBP,2,8
BPPBBB,BBPPBBPP,BPBBBP,2,8
PBBBBB,BBPPBBPP,BPPBPB,2,8
PPPBBP,BBPPBBPP,BPBPBB,2,8
PPPBBP,BBPPBBPP,BPBPBB,2,8
PPPPBP,BBPPBBPP,BBBPPB,2,8
BPPPBP,PPBBPPBB,BPBBBB,2,8
BPPPBP,PPBBPPBB,BPBBBB,2,8
BBPBBB,BBPPBBPP,BBBPPB,2,8
BBBBPB,PPBBPPBB,BBBBBB,2,8
BPPPBP,PPBBPPBB,BBBPBP,2,8
BPPBBB,BBPPBBPP,BPBPBP,2,8
BBBBBB,BBPPBBPP,PPBPPP,2,8
PBBPPP,PPBBPPBBPPBBPPBB,BPBBBP,4,16
PBBPPP,PPBBPPBBPPBBPPBB,BPBBBP,4,16
PBBBBP,PPBBPPBB,PBBBBB,2,8
PBPBBP,PPBBPPBB,BPPBPP,2,8
BBBPBP,PPBBPPBB,BBBPBP,2,8
BBBPBP,PPBBPPBBPPBB,BBBPBP,3,12
PBPPPB,BBPPBBPP,BBPBBP,2,8
BPPBBP,BBPPBBPP,PBPPPP,2,8
BBBBPP,PPBBPPBB,BBBBPP,2,8
BBBBPP,PPBBPPBB,BBBBPP,2,8
BBBPBB,BBPPBBPP,PPPBBP,2,8
PPBPPB,BBPPBBPP,PPBPBB,2,8
PBBBPB,BBPPBBPP,BPBBPB,2,8
PPPPBP,BBPPBBPP,PPBPBB,2,8
PPPPBP,BBPPBBPP,PPBPBB,2,8
PPPPBP,BBPPBBPP,PPBPBB,2,8
BBBPPB,BBPPBBPP,BPPBBB,2,8
BBPPPB,PPBBPPBB,PBBBPB,2,8
BBPBBB,BBPPBBPP,PPBBPB,2,8
BBBBBP,BBPPBBPP,BBPBPB,2,8
BPBBBP,PPBBPPBB,PPBPBB,2,8
BBBPPB,PPBBPPBB,PPPBPB,2,8
PBBBBP,PPBBPPBB,PBPPPP,2,8
PPBBPP,PPBBPPBB,PBBPBP,2,8
BPPBBB,BBPPBBPP,BPBBPP,2,8
BPPBBB,BBPPBBPP,BPBBPP,2,8
BPPBBB,BBPPBBPP,BPBBPP,2,8
PBPBPB,BBPPBBPP,PPBPBB,2,8
BBPBPB,BBPPBBPP,PBPPBB,2,8
BBBPBP,PPBBPPBB,PBPPBP,2,8
BPBPBP,BBPPBBPP,PPPBPP,2,8
BPBPBP,BBPPBBPP,PPPBPP,2,8
BPBPBP,BBPPBBPP,PPPBPP,2,8
BBBPPB,BBPPBBPP,BBBBBB,2,8
BPBBPB,BBPPBBPP,PBPBPP,2,8
PPPPPP,PPBBPPBB,BBBPPB,2,8
BBPPPB,BBPPBBPP,BPPBPP,2,8
BBPPPB,BBPPBBPP,BPPBPP,2,8
BBBPBB,BBPPBBPP,BBPBPB,2,8
BBPPPB,BBPPBBPP,PBBPPB,2,8
PBPBPB,PPBBPPBB,BPBPPP,2,8
PBPBPB,PPBBPPBB,BPBPPP,2,8
PPBBPB,PPBBPPBB,BPBBPP,2,8
PPBPBB,BBPPBBPP,BPBPPP,2,8
PPBPBB,BBPPBBPP,BPBPPP,2,8
BBPPPB,PPBBPPBB,PPBPPP,2,8
BBPPPB,PPBBPPBB,PPBPPP,2,8
PBPPPB,PPBBPPBBPPBBPPBB,BBBPPP,4,16
BBPBPB,PPBBPPBB,BBBPBB,2,8
BBBBBP,BBPPBBPP,PPBBPB,2,8
BBPBPB,PPBBPPBB,BBBPBB,2,8
BBBBBP,BBPPBBPP,PPBBPB,2,8
BBPBPB,PPBBPPBB,BBBPBB,2,8
BBBBBP,BBPPBBPP,PPBBPB,2,8
BBPBPB,PPBBPPBB,BBBPBB,2,8
BBBBBP,BBPPBBPP,PPBBPB,2,8
BBBBBP,BBPPBBPP,PBPBPB,2,8
BBBBBP,BBPPBBPP,PBPBPB,2,8
PBBPBB,BBPPBBPP,BPBPBP,2,8
PBBPPP,PPBBPPBB,PPPBBP,2,8
BPPPPP,PPBBPPBB,PPPBPB,2,8
PPPPPP,PPBBPPBB,BPBPBP,2,8
PPBPBP,BBPPBBPP,BBPBBP,2,8
PPBPBP,BBPPBBPP,PPBBPB,2,8
PPPBPB,BBPPBBPP,BBBPPB,2,8
PPPBPB,BBPPBBPP,BBBPPB,2,8
PPPBPB,BBPPBBPP,BBBPPB,2,8
PPBPBB,BBPPBBPPBBPP,PBPBBP,3,12
BPPBBB,BBPPBBPP,PBPBBP,2,8
PPPBBP,PPBBPPBB,BBPBPP,2,8
PBBBBB,BBPPBBPP,PBPPBP,2,8
BPPPPP,PPBBPPBB,PBBPPB,2,8
PBBPBB,BBPPBBPP,BPPBPP,2,8
PPPBPB,PPBBPPBB,PPPBBB,2,8
BPPPBB,BBPPBBPP,BBBPPP,2,8
PPPPBP,PPBBPPBB,PBBBPB,2,8
PBPBBP,PPBBPPBB,BPBPPB,2,8
PBBPBP,BBPPBBPP,PPBPBB,2,8
PBPPPP,PPBBPPBB,PBBBBB,2,8
BPBBPB,PPBBPPBB,BPBPPB,2,8
BPBBPB,PPBBPPBB,BPBPPB,2,8
BPBBPB,PPBBPPBB,BPBPPB,2,8
PBPBPB,BBPPBBPP,BBBPBP,2,8
PBPBBB,BBPPBBPPBBPP,PBBPPP,3,12
PBPBPB,BBPPBBPP,BBBPBP,2,8
PBPBBB,BBPPBBPPBBPP,PBBPPP,3,12
BPPBBP,BBPPBBPP,PBPBBB,2,8
BPPBBP,BBPPBBPP,PBPBBB,2,8
PBPBPB,PPBBPPBB,BBPBBP,2,8
BBBBBP,PPBBPPBB,PPBPBB,2,8
BPPBPB,PPBBPPBB,PPPPPB,2,8
PBPPPP,PPBBPPBB,BPPBPP,2,8
PPPBPP,PPBBPPBB,BPPBBP,2,8
PPPBPP,PPBBPPBB,BPPBBP,2,8
BPBBBP,PPBBPPBB,BPBPBP,2,8
PBPBBB,BBPPBBPP,PBBPBP,2,8
PBPBBB,BBPPBBPP,PBBPBP,2,8
PPBPBP,BBPPBBPP,BBBPBP,2,8
PPBPBP,BBPPBBPP,BBBPBP,2,8
PPBPPB,BBPPBBPP,PBPBPB,2,8
BBBPPB,PPBBPPBB,BPBBPP,2,8
BBBPPB,PPBBPPBB,BPBBPP,2,8
PBPBPB,BBPPBBPP,PPPPBB,2,8
BPBPBP,BBPPBBPP,PBPPBP,2,8
PPBPPB,BBPPBBPP,PPPBBP,2,8
BPPPBP,PPBBPPBB,BPBBPP,2,8
PBPPPB,BBPPBBPP,BPPBBB,2,8
BPPPPP,PPBBPPBB,BPPBBP,2,8
PPPBBP,PPBBPPBB,PBBPBP,2,8
PBBPBB,BBPPBBPP,PBPBPP,2,8
BBBPPB,BBPPBBPP,BBBBBB,2,8
PBPBPP,PPBBPPBBPPBB,PBPBBB,3,12
PPBPPB,PPBBPPBB,PBBBPP,2,8
BPBPPP,PPBBPPBB,PBPPBP,2,8
BPBBBB,BBPPBBPP,PBBPBP,2,8
BPBBBB,BBPPBBPP,PBBPBP,2,8
BPBBBB,BBPPBBPP,PBBPBP,2,8
BPBPBP,BBPPBBPP,BPBBBP,2,8
PBBBPB,PPBBPPBB,PPPPPB,2,8
PPPPPB,PPBBPPBB,BPBPBB,2,8
BPPBPP,PPBBPPBBPPBBPPBB,PBPBPP,4,16
PBBBBP,BBPPBBPP,PPPBPP,2,8
PBBBBP,BBPPBBPP,PPBPPB,2,8
PBPBPB,BBPPBBPP,BPBBBB,2,8
BPBPPB,PPBBPPBBPPBB,BBBPPB,3,12
PPPBPP,PPBBPPBB,BBPBPP,2,8
PPBPBP,PPBBPPBB,PBPPBB,2,8
BBBPBP,PPBBPPBB,BBBPBB,2,8
PBBPPB,BBPPBBPP,PPBBBP,2,8
PBBPBP,BBPPBBPP,PBBBBP,2,8
PBBPPB,PPBBPPBB,BBPPBB,2,8
PBBPPB,PPBBPPBB,BBPPBB,2,8
BPBPPP,PPBBPPBB,BBPPBP,2,8
PPPPBP,BBPPBBPP,PBBBBP,2,8
BPBBBP,PPBBPPBB,BPBPBP,2,8
PPPBPB,PPBBPPBB,BPPPBP,2,8
PBPPBB,BBPPBBPP,PPBBPB,2,8
PPPPBB,BBPPBBPP,PPBBPP,2,8
BPPBPB,PPBBPPBB,PPBPBB,2,8
PPPPBB,BBPPBBPP,PPBBPP,2,8
BPPBPB,PPBBPPBB,PPBPBB,2,8
PPPPBB,BBPPBBPP,PPBBPP,2,8
BPPBPB,PPBBPPBB,PPBPBB,2,8
BBBBPB,BBPPBBPP,BPBBBB,2,8
BPPBBB,BBPPBBPP,PBPPBP,2,8
BBPPPB,PPBBPPBB,BPPBBP,2,8
PBBBPP,PPBBPPBB,BPBBPB,2,8
PBBBPP,PPBBPPBB,BPBBPB,2,8
PBBBPP,PPBBPPBB,BPBBPB,2,8
PBPBBP,BBPPBBPP,BBPBBB,2,8
PBBBBB,BBPPBBPPBBPP,PBBBBP,3,12
PBBBBB,BBPPBBPPBBPP,PBBBBP,3,12
PPBBPB,PPBBPPBBPPBB,PBBPPB,3,12
BPBPBP,PPBBPPBB,PPPBBB,2,8
BPBPBP,PPBBPPBB,PPPBBB,2,8
BPBPBP,PPBBPPBB,PPPBBB,2,8
PPPPBP,BBPPBBPP,PPBBPB,2,8
PPPPBP,BBPPBBPP,PPBBPB,2,8
BPPBPB,BBPPBBPP,BBBPPB,2,8
PPBBBB,BBPPBBPP,BBBPPB,2,8
BPBPBP,PPBBPPBB,BPPBPP,2,8
BBPBBP,PPBBPPBB,PPPPBP,2,8
PPBPBP,PPBBPPBBPPBB,BPBPPB,3,12
PPBPPP,PPBBPPBB,PBBPPB,2,8
BPPBPP,PPBBPPBB,BBBBBP,2,8
BPBBPB,BBPPBBPP,PBPBBP,2,8
BPPBBB,BBPPBBPP,BBBBPB,2,8
BPPBBB,BBPPBBPP,BBBBPB,2,8
BBBPBB,BBPPBBPP,PBBPBP,2,8
PPPPPB,BBPPBBPP,PPPPBP,2,8
PPBBPP,PPBBPPBB,BPBBPB,2,8
BPBPPP,PPBBPPBB,BBPBBP,2,8
BBBPBP,PPBBPPBB,BPPBBB,2,8
PBBBBP,PPBBPPBB,PPPPBP,2,8
BPPPBB,BBPPBBPP,PBBBPP,2,8
BBBBBP,BBPPBBPP,PPBBPB,2,8
BPPPBB,BBPPBBPP,PBBPBB,2,8
BPBPBB,BBPPBBPP,BPPBPP,2,8
BPBPBB,BBPPBBPP,BPPBPP,2,8
PBPBPP,PPBBPPBB,BBBPPB,2,8
PPPPPB,PPBBPPBB,BPBBPP,2,8
PPBBPB,BBPPBBPP,BPBPBB,2,8
BPBBBP,PPBBPPBB,PPPBPB,2,8
BPPBBP,BBPPBBPP,BPPBPB,2,8
PBPPPB,PPBBPPBB,PPBPPB,2,8
BPBBPB,BBPPBBPP,PBBPBB,2,8
PPPBPB,PPBBPPBB,PPPPPB,2,8
BPBPPP,PPBBPPBB,BPBBBP,2,8
PBPBPP,PPBBPPBB,BPBPBB,2,8
BBBBPP,PPBBPPBB,PPPBPP,2,8
PBPBBB,BBPPBBPPBBPP,PPPBBB,3,12
PBBBBP,PPBBPPBB,BPPPPP,2,8
PBBPBP,BBPPBBPP,PPPPBP,2,8
PPPBPB,BBPPBBPP,PBBBBB,2,8
BPPPPB,BBPPBBPPBBPP,BPBPBB,3,12
PBPPBP,PPBBPPBB,BBBPBP,2,8
BBBBBP,PPBBPPBB,BBBBBB,2,8
BBBBBP,PPBBPPBB,BBBBBB,2,8
PPPPPB,BBPPBBPP,BPBBBB,2,8
BPPPPB,BBPPBBPP,BBBPBP,2,8
BBPBBP,PPBBPPBB,BBPPPP,2,8
PPPBPB,PPBBPPBB,PPBPPP,2,8
PBPBBP,BBPPBBPP,PPPBPB,2,8
BBPPBP,BBPPBBPP,BBPBPP,2,8
PBPPPB,PPBBPPBB,BPPBBP,2,8
PPBPPB,BBPPBBPP,PBPPBP,2,8
PBBBBP,BBPPBBPP,PBPBBB,2,8
PPBPBB,BBPPBBPP,PBBPBB,2,8
BBBPBB,BBPPBBPP,BPPBBB,2,8
BBBPBB,BBPPBBPP,BPPBBB,2,8
BPBBBP,PPBBPPBB,PPPBPP,2,8
BPBBBP,PPBBPPBB,PPPBPP,2,8
PBPBBP,PPBBPPBBPPBB,BPPBBB,3,12
PPPPPP,PPBBPPBB,PPPPPB,2,8
BPBBBP,PPBBPPBB,BBBPBB,2,8
PBBBBP,BBPPBBPP,BPPBBP,2,8
