before,chainok_13,after,pattern
BBPPPP,BPPPB,PBBBBB,1-3-1
BBBBBB,PPPBPPP,BPPPPP,3-1-3
PPBBBP,BPPPB,PBPBBP,1-3-1
BPBPBB,PBBBP,BPBBBB,1-3-1
BPPPPP,BBBPBBB,PBPBPB,3-1-3
PPBBPP,BPPPB,PBBBBP,1-3-1
BPBPBP,BPPPB,PBBBBB,1-3-1
BBPBPB,PBBBP,BBPPBP,1-3-1
BPPPBB,PBBBP,BBPPBP,1-3-1
BPPPPB,PBBBP,BPPBBB,1-3-1
BBPBBP,BPPPB,PPPPPB,1-3-1
PPPPPB,PBBBP,BPBBPB,1-3-1
PBBBBP,BPPPB,PBBPBP,1-3-1
PPPPPB,PBBBP,BPBBPP,1-3-1
PPBBPB,PBBBP,BPBBPB,1-3-1
BBBPPB,PBBBP,BPPPPP,1-3-1
PBBBBB,PBBBP,BPBPPP,1-3-1
PBPPPB,PBBBP,BBBPBB,1-3-1
PBBPBP,BPPPB,PBBPBP,1-3-1
BBBBPP,BBBPBBB,PBPPBB,3-1-3
BPBBPB,PBBBP,BBBBBB,1-3-1
BBBBBB,PBBBP,BPPBPP,1-3-1
BPBBPB,PBBBP,BPBBBB,1-3-1
BPPPPB,PBBBP,BPBBPB,1-3-1
PBPPBB,PBBBP,BBBPPB,1-3-1
BBPBPP,BPPPB,PBPBBP,1-3-1
BPPBPB,PBBBP,BPBPBP,1-3-1
PBPPBP,BPPPB,PPPPBB,1-3-1
BPBBPB,PBBBP,BPBPBP,1-3-1
PPPPBB,PBBBP,BBBPBB,1-3-1
PPPPPP,BBBPBBB,PPBBPP,3-1-3
PBPPBB,PBBBP,BBPPBB,1-3-1
PPBBBB,PBBBP,BBPBPP,1-3-1
BPPBPP,BPPPB,PBBPPB,1-3-1
PBBPPB,PBBBP,BBPPPB,1-3-1
PPBPBP,BPPPB,PPBBBP,1-3-1
PBBBPP,BBBPBBB,PBPPPB,3-1-3
BPBBPP,BPPPB,PBPPPB,1-3-1
BPPPPP,BBBPBBB,PPPBBP,3-1-3
PBBBBB,PBBBP,BBPBBP,1-3-1
PBBPBB,PBBBP,BPPBBP,1-3-1
BPBBPB,PBBBP,BPBPBP,1-3-1
PPBBPP,BPPPB,PPBBBP,1-3-1
BBBPPB,PBBBP,BPBPBP,1-3-1
PPBPBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PPBPPP,1-3-1
PBPPBB,PPPBPPP,BBPPBP,3-1-3
PPPPPB,PBBBP,BPPBBB,1-3-1
BBPPPP,BPPPB,PBPBBP,1-3-1
BPPPBP,BPPPB,PPBPPP,1-3-1
BBPBPB,PBBBP,BPPBPB,1-3-1
BPPPPB,PBBBP,BPPPPP,1-3-1
PPPPBB,PBBBP,BBBPPP,1-3-1
BBPBBB,PPPBPPP,BPPPBB,3-1-3
BPBPPP,BBBPBBB,PBBPPB,3-1-3
BBPPPP,BPPPB,PPPBPP,1-3-1
BPBPBB,PBBBP,BPPBBP,1-3-1
BPBBPP,BBBPBBB,PPBPPB,3-1-3
PBPBPP,BPPPB,PBPPBP,1-3-1
PPPPBB,PBBBP,BPPBPB,1-3-1
PBPPBP,BPPPB,PBPPPB,1-3-1
BPPBPB,PBBBP,BBBBPB,1-3-1
BPBBPP,BPPPB,PPBBBP,1-3-1
PBBBPP,BPPPB,PPBBBB,1-3-1
PPBPBB,PBBBP,BBBPBP,1-3-1
BPPPBB,PBBBP,BBBPPP,1-3-1
PBPPBP,BPPPB,PPBPPP,1-3-1
BBPPBB,PBBBP,BPBPPP,1-3-1
BPPBPP,BBBPBBB,PBBBBP,3-1-3
PBBPBP,BPPPB,PPBBPB,1-3-1
BBBPBP,BPPPB,PBPPBB,1-3-1
PPBPBB,PBBBP,BPBPPB,1-3-1
BPPBPP,BPPPB,PPPBBP,1-3-1
BPPBPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPPBPP,1-3-1
PBPBPB,PBBBP,BBBBBB,1-3-1
BPBBPP,BPPPB,PPBBPB,1-3-1
PBPPBB,PBBBP,BPBBBB,1-3-1
PBBBBP,BPPPB,PPBPBP,1-3-1
BBBBPP,BPPPB,PBBPPP,1-3-1
BBPPPB,PBBBP,BBBBBP,1-3-1
PPBPBB,PBBBP,BPPBPB,1-3-1
BBPBPP,BPPPB,PPPPPP,1-3-1
BBPPPP,BBBPBBB,PBBPBB,3-1-3
PBBPBB,PBBBP,BBBBBP,1-3-1
PPBBBB,PBBBP,BBPBBB,1-3-1
PBPPBB,PBBBP,BBPPBB,1-3-1
BBBBBP,BPPPB,PBBPPB,1-3-1
PBBPBB,PPPBPPP,BBBBBP,3-1-3
BBBBBB,PBBBP,BPBBBP,1-3-1
PBBPPP,BBBPBBB,PPPPBB,3-1-3
PBPBPB,PBBBP,BPPBPP,1-3-1
PBBPBB,PBBBP,BBPPPB,1-3-1
BPPBPB,PBBBP,BBPPPP,1-3-1
PPBPBP,BPPPB,PPPPBP,1-3-1
PBBBPB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BPPBBP,1-3-1
PBBBBB,PPPBPPP,BPBBBP,3-1-3
PBPPPB,PBBBP,BPPBPB,1-3-1
PPPBBB,PPPBPPP,BPPPBB,3-1-3
BPBPPB,PBBBP,BPBPBP,1-3-1
BPBBBB,PBBBP,BBBBBB,1-3-1
PPBBPP,BPPPB,PPBBPB,1-3-1
BPPBBP,BPPPB,PPPPPP,1-3-1
BBPBBP,BPPPB,PPPPPB,1-3-1
PPPPBP,BPPPB,PPBBPP,1-3-1
PBPBPB,PBBBP,BPPBPP,1-3-1
PPPBBB,PPPBPPP,BBBBBP,3-1-3
BPBBPB,PBBBP,BBBBBP,1-3-1
BBPBPP,BPPPB,PPPBPB,1-3-1
PBPPBB,PBBBP,BPBPBB,1-3-1
PBBBBP,BPPPB,PPPBBB,1-3-1
BBBBPB,PBBBP,BBBBPP,1-3-1
PBPBBP,BPPPB,PBBBBB,1-3-1
BBPPPP,BPPPB,PPPPBB,1-3-1
PBPBPP,BPPPB,PBBBPP,1-3-1
BPBPPB,PBBBP,BPBBPB,1-3-1
BPBBPP,BPPPB,PBBPBP,1-3-1
PBPBBP,BPPPB,PPBPPP,1-3-1
PPBBBP,BPPPB,PBPPPB,1-3-1
PBBBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPPPB,1-3-1
BBBBPB,PBBBP,BPPBBB,1-3-1
PPPBPP,BBBPBBB,PPBPPB,3-1-3
PPBBPB,PBBBP,BBPPBP,1-3-1
BBPPBB,PBBBP,BPPBBP,1-3-1
PPBBBB,PBBBP,BPBBBP,1-3-1
PPPBPP,BBBPBBB,PBPBPP,3-1-3
PBPPBB,PPPBPPP,BPBPBB,3-1-3
PPBPBB,PBBBP,BBBPPB,1-3-1
PBPPBB,PPPBPPP,BPPBBP,3-1-3
PBBBPB,PBBBP,BBPPBP,1-3-1
PPBPBP,BPPPB,PBPPBP,1-3-1
BPPBBP,BPPPB,PBBBBB,1-3-1
PBBPPB,PBBBP,BPBPPB,1-3-1
PBPPBB,PBBBP,BPPPPP,1-3-1
PBBPPB,PBBBP,BBPBPP,1-3-1
PBPBPP,BPPPB,PBPPPB,1-3-1
BBPBPP,BPPPB,PPBPBB,1-3-1
PPPBPB,PBBBP,BBBBBB,1-3-1
PPPPPB,PBBBP,BPPBBB,1-3-1
PBPPPP,BPPPB,PPBBBP,1-3-1
BBPBPB,PBBBP,BBBBBB,1-3-1
PPPPBB,PBBBP,BPPBBB,1-3-1
PBBPPB,PBBBP,BBBPPP,1-3-1
BBBBBB,PPPBPPP,BBPBBB,3-1-3
BBBPPB,PBBBP,BBBPBP,1-3-1
BBPBBP,BPPPB,PPPPPP,1-3-1
BBPBPP,BPPPB,PPPBPP,1-3-1
PBPPPB,PPPBPPP,BPPBBP,3-1-3
BBPPPP,BPPPB,PBBBPP,1-3-1
PPBPBB,PBBBP,BBBBPP,1-3-1
BBBPPB,PBBBP,BBBBBB,1-3-1
PBBPBP,BPPPB,PBBPPB,1-3-1
PPBPBB,PBBBP,BBPPBB,1-3-1
BBBPBP,BPPPB,PPPBBB,1-3-1
PBBBPB,PBBBP,BBBBBB,1-3-1
BBBBPP,BPPPB,PPBPPB,1-3-1
PPBPBP,BPPPB,PPPBBB,1-3-1
BPBBPP,BPPPB,PPPPPB,1-3-1
BBPPBP,BPPPB,PBPBBB,1-3-1
PPPBPB,PBBBP,BBPBPP,1-3-1
BBPBBP,BPPPB,PBBPBB,1-3-1
BBBPPB,PBBBP,BBBPPB,1-3-1
PPBBPP,BPPPB,PPBBPB,1-3-1
PPPBBP,BPPPB,PBBBBP,1-3-1
PBPBPP,BPPPB,PPPBPB,1-3-1
PBBPBB,PBBBP,BBPPBP,1-3-1
BPPPBB,PBBBP,BBBBBB,1-3-1
PBBBBP,BPPPB,PPBBPP,1-3-1
PBPBPB,PBBBP,BPPPBB,1-3-1
BBPPBP,BPPPB,PPBBPB,1-3-1
PBPBBP,BPPPB,PPPBPP,1-3-1
BPPBBP,BPPPB,PPBPBP,1-3-1
BPPBPB,PBBBP,BBBBPP,1-3-1
BBPBBB,PPPBPPP,BPPBBP,3-1-3
BPPPPB,PBBBP,BPPPPP,1-3-1
BPPPBP,BPPPB,PBPPBP,1-3-1
BBPBBP,BPPPB,PBBBBB,1-3-1
BPBPPP,BBBPBBB,PPPBBP,3-1-3
BBBPPB,PBBBP,BBPPBB,1-3-1
PPBBPP,BPPPB,PBBPPB,1-3-1
BPBBPP,BPPPB,PBBBBB,1-3-1
BPPPPB,PBBBP,BBBPBB,1-3-1
PBBBPP,BBBPBBB,PPBPPP,3-1-3
PPPPPP,BPPPB,PPPBBP,1-3-1
BPPBBP,BPPPB,PPPPPB,1-3-1
BPPBPP,BBBPBBB,PPPPPB,3-1-3
PPBBPB,PBBBP,BBPPPP,1-3-1
PBBPBB,PBBBP,BPBBBP,1-3-1
BPBPBB,PPPBPPP,BPPPPB,3-1-3
PBPPPP,BBBPBBB,PBBBPP,3-1-3
BBPBPB,PBBBP,BPBPBP,1-3-1
BPPBBB,PPPBPPP,BPPBBP,3-1-3
BPBPBB,PBBBP,BPBBPB,1-3-1
BBPPBP,BPPPB,PPPPBP,1-3-1
PPPPBB,PBBBP,BBPPBP,1-3-1
BPBBPB,PBBBP,BPBPBP,1-3-1
BBBBBB,PBBBP,BPPBPB,1-3-1
BPPBPP,BPPPB,PBPPPP,1-3-1
BBPBPP,BPPPB,PPBBPP,1-3-1
PBPPBB,PBBBP,BBPPBB,1-3-1
BBPPPP,BPPPB,PPPBBB,1-3-1
BPPPBP,BPPPB,PPBPBP,1-3-1
PBPPBB,PPPBPPP,BPBPBP,3-1-3
PPBPBP,BPPPB,PPPBBB,1-3-1
PBBPBB,PBBBP,BBPPPP,1-3-1
PPPBBP,BPPPB,PPPPPP,1-3-1
BPPPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBBBB,1-3-1
PBBBBP,BPPPB,PPBBPB,1-3-1
PPPPPP,BPPPB,PBPBBP,1-3-1
PBPPBP,BPPPB,PBPBPP,1-3-1
BPBPPB,PBBBP,BBBBBP,1-3-1
PPBPBP,BPPPB,PPPBBB,1-3-1
BBPPPB,PBBBP,BPBPPP,1-3-1
PBPBBP,BPPPB,PBPBBB,1-3-1
BBBPPB,PBBBP,BBBBPB,1-3-1
BBBPBP,BPPPB,PBBPBB,1-3-1
PPBPBB,PBBBP,BPPPPP,1-3-1
PPPBPB,PBBBP,BPBBPB,1-3-1
PBPPBP,BPPPB,PPPPPB,1-3-1
BBBPPP,BBBPBBB,PBBPBP,3-1-3
BPPBPB,PBBBP,BPBBPB,1-3-1
BPBPPB,PBBBP,BBPBBB,1-3-1
PPPPPB,PBBBP,BPBBBB,1-3-1
BBBPPP,BBBPBBB,PBPBBP,3-1-3
PBBPPP,BBBPBBB,PBPPBB,3-1-3
PBBPBB,PPPBPPP,BPPBBP,3-1-3
PBPPBB,PPPBPPP,BBPBBB,3-1-3
PBBPPB,PBBBP,BBBBPP,1-3-1
PPBBBP,BPPPB,PPBPPP,1-3-1
PBPPBP,BPPPB,PBBPPB,1-3-1
PBBBPP,BPPPB,PBBPBB,1-3-1
PPBPBB,PBBBP,BBBPPB,1-3-1
BPBPBP,BPPPB,PBBPPP,1-3-1
BPBPBB,PBBBP,BPBPBP,1-3-1
PBBBBP,BPPPB,PPBPBB,1-3-1
PBPBBP,BPPPB,PPPBBB,1-3-1
BBPPPB,PBBBP,BBPBPB,1-3-1
PBBBBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PBPPBB,1-3-1
PBPBBB,PPPBPPP,BPPPBB,3-1-3
PPPPPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPBBB,1-3-1
PPPPBB,PBBBP,BPPPPP,1-3-1
PPPPPP,BPPPB,PBBPPP,1-3-1
PBPPBP,BPPPB,PPBPBP,1-3-1
PBBBPP,BPPPB,PPPBPB,1-3-1
PBBPBP,BPPPB,PBPBPP,1-3-1
PPBPBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PBBPPB,1-3-1
BBBBPP,BPPPB,PPBPPB,1-3-1
PPPPBB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BBBBPP,1-3-1
BBPBPB,PBBBP,BPBPPP,1-3-1
PPBPBP,BPPPB,PPBPPB,1-3-1
PBPBPP,BPPPB,PBPBBB,1-3-1
PPPBPB,PBBBP,BBPPPP,1-3-1
BPBBPB,PBBBP,BBBPPB,1-3-1
PBBBPP,BPPPB,PPBBPB,1-3-1
BPBPBP,BPPPB,PPPPBB,1-3-1
PBPPPP,BBBPBBB,PBBBBP,3-1-3
PPPPPB,PBBBP,BBPPBB,1-3-1
BPPBPB,PBBBP,BPBPBP,1-3-1
PBBPBP,BPPPB,PBPBBB,1-3-1
BPBBBB,PBBBP,BPPBBB,1-3-1
PPBBBB,PBBBP,BPBBPB,1-3-1
BPPPBP,BPPPB,PPBPBP,1-3-1
BBBPBP,BPPPB,PPBBPP,1-3-1
BBPPBB,PBBBP,BPBPPP,1-3-1
PBPBPB,PBBBP,BPPPPP,1-3-1
PBBPPB,PBBBP,BBPBBP,1-3-1
PBPBPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPPPPB,1-3-1
BPPPPB,PBBBP,BPPPPB,1-3-1
BBBPBB,PBBBP,BPBPBP,1-3-1
PBBBBB,PPPBPPP,BPBBPB,3-1-3
BBPPBP,BPPPB,PPBPBP,1-3-1
BPBPBP,BPPPB,PBBBBP,1-3-1
BPBBBB,PBBBP,BBBPBB,1-3-1
PPPBPB,PBBBP,BBBBPB,1-3-1
PPPPBP,BPPPB,PBPBBP,1-3-1
BBBPPB,PBBBP,BPBPBB,1-3-1
BPBBPP,BPPPB,PBPPBB,1-3-1
BPBBBB,PPPBPPP,BBPBBP,3-1-3
PBBBBP,BPPPB,PBPPBB,1-3-1
BBBBPB,PBBBP,BBBBBB,1-3-1
BBPBPP,BPPPB,PBBPBP,1-3-1
PPPBBP,BPPPB,PBBPBP,1-3-1
PBPBPP,BPPPB,PBBPBP,1-3-1
BPPPBB,PBBBP,BPBPBP,1-3-1
PBPBPB,PBBBP,BBPBPP,1-3-1
BPPPPB,PBBBP,BBPBBP,1-3-1
BBPPBP,BPPPB,PBBBPP,1-3-1
PBBPPB,PBBBP,BBPBBP,1-3-1
BPBPBP,BPPPB,PPPPPB,1-3-1
PBPPBP,BPPPB,PPPBBP,1-3-1
BBPPBP,BPPPB,PBBBPP,1-3-1
BPBBPB,PBBBP,BPBBBB,1-3-1
BPPPBB,PPPBPPP,BBPPPB,3-1-3
BBPPPP,BPPPB,PPBPPB,1-3-1
BBPBPP,BBBPBBB,PPPBBB,3-1-3
PPPBBB,PPPBPPP,BPBPPB,3-1-3
PBBBBB,PBBBP,BPPBBP,1-3-1
PPPPBB,PPPBPPP,BPPBBP,3-1-3
BBBBBB,PBBBP,BPBPPB,1-3-1
BBPPPB,PBBBP,BPBBPB,1-3-1
PPBPBP,BPPPB,PBBBBP,1-3-1
PPPBPP,BBBPBBB,PBPPBB,3-1-3
PPPBBP,BPPPB,PBPBPB,1-3-1
PPPBBP,BPPPB,PBPPBP,1-3-1
PPPBPP,BPPPB,PBBPPB,1-3-1
PBBPBP,BPPPB,PPBPBB,1-3-1
BBPPBB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PBPBPB,3-1-3
BBPBPB,PBBBP,BPPBBP,1-3-1
PPBPPP,BPPPB,PBBPBP,1-3-1
BBBBBB,PBBBP,BBPPPP,1-3-1
PBBBBP,BPPPB,PBBBBB,1-3-1
PPPPBB,PBBBP,BBPBPB,1-3-1
BBBBPP,BPPPB,PPBBPB,1-3-1
BBBBPB,PBBBP,BBPPPB,1-3-1
BBPPPB,PBBBP,BPPPBB,1-3-1
PPBPBP,BPPPB,PBPPPB,1-3-1
PBBPBP,BPPPB,PPPBPB,1-3-1
PBBPBB,PPPBPPP,BPPPBB,3-1-3
BBBBPB,PBBBP,BPBPPB,1-3-1
PPBBBP,BPPPB,PBPPPB,1-3-1
PBBPBP,BPPPB,PPPBPB,1-3-1
BBBPBP,BPPPB,PPBBBP,1-3-1
PBBPBB,PBBBP,BBPBPP,1-3-1
PPBBBB,PPPBPPP,BBBPPP,3-1-3
PPBPBB,PBBBP,BBPBPB,1-3-1
BPBBPP,BPPPB,PBPPBB,1-3-1
PPBPPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PBBPBP,3-1-3
PBPPBB,PBBBP,BPPPBB,1-3-1
PPBBBB,PBBBP,BPPPPB,1-3-1
BBBBBB,PBBBP,BBPBPP,1-3-1
PPPPBP,BPPPB,PPBPPP,1-3-1
PPPBPB,PBBBP,BBPPBB,1-3-1
BBBPBB,PBBBP,BBPPBB,1-3-1
BBPPBB,PBBBP,BPBBBB,1-3-1
PPPBBP,BPPPB,PBPPBP,1-3-1
BPBPBP,BPPPB,PPBBPP,1-3-1
BBBBBP,BPPPB,PPPBBB,1-3-1
BBPPBB,PPPBPPP,BBBPPB,3-1-3
BBPBBP,BPPPB,PBBBPP,1-3-1
PPPBPB,PBBBP,BBPBPP,1-3-1
PBBPBP,BPPPB,PBPBPB,1-3-1
PPBBPB,PBBBP,BBPBPP,1-3-1
BPBPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPPBB,1-3-1
BBPBPP,BPPPB,PBPBPP,1-3-1
PBBPBP,BPPPB,PBBBBB,1-3-1
PBBPBB,PBBBP,BBBBBP,1-3-1
PBBBBB,PPPBPPP,BPPBPP,3-1-3
PPPBPP,BPPPB,PPPPPP,1-3-1
BPBPBP,BPPPB,PPBBPB,1-3-1
PBBPBP,BPPPB,PBPBBP,1-3-1
PPBBBB,PBBBP,BBBPPB,1-3-1
BBBBBB,PPPBPPP,BPBBBP,3-1-3
BPBPPB,PBBBP,BBBBPB,1-3-1
BBPPBB,PBBBP,BPPPBB,1-3-1
BPBBPB,PBBBP,BPPBPP,1-3-1
BBPBPP,BPPPB,PBBBPP,1-3-1
BPPBPP,BPPPB,PBPBPP,1-3-1
BBBPBB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BBPPPB,1-3-1
BPPPPB,PBBBP,BPPPPB,1-3-1
BPBPPP,BBBPBBB,PBBBBP,3-1-3
BPPBBP,BPPPB,PPPBBB,1-3-1
BPPBPP,BPPPB,PPPPPP,1-3-1
BBBPBP,BPPPB,PBBPBB,1-3-1
PBPPBB,PPPBPPP,BPPPPB,3-1-3
BBPPPB,PBBBP,BPBPPP,1-3-1
BBBBPB,PBBBP,BPPPBB,1-3-1
PBBBBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PBPBPB,1-3-1
BBBBPB,PBBBP,BBPBBP,1-3-1
BBPBPB,PBBBP,BPPPBB,1-3-1
PPPBPB,PBBBP,BPPBBP,1-3-1
BBPPPP,BPPPB,PPPPPP,1-3-1
BBBPBP,BPPPB,PPPPPB,1-3-1
PPPPPB,PBBBP,BPBBBP,1-3-1
PPPPBB,PBBBP,BBBBBP,1-3-1
PBPPBB,PBBBP,BPBBPB,1-3-1
BPPPBB,PPPBPPP,BPBPBP,3-1-3
PBPBPP,BPPPB,PPPPPB,1-3-1
PPBBBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPBBB,1-3-1
BBPPPB,PBBBP,BPBBPP,1-3-1
BBBPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPBBBB,1-3-1
BBBPPB,PBBBP,BPBPBB,1-3-1
BBBBBB,PBBBP,BBPPPP,1-3-1
BBBPPB,PBBBP,BPPBBP,1-3-1
BPBPPB,PBBBP,BPBBPB,1-3-1
BPBBBB,PBBBP,BBBBPP,1-3-1
BPPBPP,BPPPB,PPPBBP,1-3-1
PPPPBP,BPPPB,PPPPBP,1-3-1
PPPPBP,BPPPB,PPPPBB,1-3-1
PPPPPP,BPPPB,PBPPPB,1-3-1
PPPPBP,BPPPB,PBBPBP,1-3-1
PBPBPP,BPPPB,PBPPBB,1-3-1
BBBBPP,BPPPB,PBBPPP,1-3-1
BPBBPP,BPPPB,PBPPPP,1-3-1
BBBBBB,PBBBP,BPPPBB,1-3-1
BPPBPB,PBBBP,BPBPBP,1-3-1
BPPBPP,BPPPB,PPPBPB,1-3-1
BPBBPP,BPPPB,PPBPBB,1-3-1
PPBPPB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BBPBPP,1-3-1
BPPPBB,PBBBP,BPBPBB,1-3-1
BBPBPB,PBBBP,BBBBBB,1-3-1
BBPPPP,BPPPB,PBPPPP,1-3-1
PBPBPP,BPPPB,PPBPBB,1-3-1
BPBBBB,PBBBP,BPBBPB,1-3-1
BPPBPP,BPPPB,PBBPBP,1-3-1
PPPPPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBPBB,1-3-1
PBBPBP,BPPPB,PBPPPP,1-3-1
BPPBBP,BPPPB,PBBPPB,1-3-1
PBBPBB,PBBBP,BPPBBB,1-3-1
BBPBPP,BBBPBBB,PPBPBP,3-1-3
PBBPBB,PBBBP,BBPBPB,1-3-1
BPPPPB,PBBBP,BBPPBB,1-3-1
BPPBBB,PPPBPPP,BPBBPP,3-1-3
PPBBBP,BPPPB,PBBPBP,1-3-1
PBPPBB,PBBBP,BBPBPP,1-3-1
PBBBBP,BPPPB,PPBPBP,1-3-1
BBBPPP,BBBPBBB,PBPBBP,3-1-3
BBBPPB,PBBBP,BPBBPP,1-3-1
BBBPBB,PBBBP,BBPPBB,1-3-1
PBPBPP,BPPPB,PPBPPB,1-3-1
BPBPPB,PBBBP,BBBBBP,1-3-1
PPBBPB,PBBBP,BBPBPB,1-3-1
PBBPBP,BPPPB,PPBBBP,1-3-1
PPBPPB,PBBBP,BPBPPP,1-3-1
PBBPBB,PBBBP,BBBBBP,1-3-1
BBPBPP,BPPPB,PBBBBP,1-3-1
PPBPPB,PBBBP,BBBBPP,1-3-1
PPPPBP,BPPPB,PBPPPP,1-3-1
PBPPBB,PPPBPPP,BPBBPP,3-1-3
BBBBBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPBBP,1-3-1
PBBBPP,BBBPBBB,PPBPBB,3-1-3
BBBPPB,PBBBP,BPBPPB,1-3-1
BBBBBB,PBBBP,BBPPPP,1-3-1
BPPPPB,PBBBP,BBBBBP,1-3-1
BBBBPB,PBBBP,BPBPPP,1-3-1
PPPPPP,BPPPB,PBPBBP,1-3-1
BPBPBB,PBBBP,BPPPBB,1-3-1
BPPPBB,PBBBP,BBPPPB,1-3-1
BBPPBB,PBBBP,BBBPPP,1-3-1
BBPPPB,PBBBP,BPBPBB,1-3-1
PPBBBB,PBBBP,BPPPPB,1-3-1
BBPBPB,PBBBP,BPPPPP,1-3-1
BPBBPB,PBBBP,BBBBBB,1-3-1
BBPPPP,BPPPB,PBPBBP,1-3-1
PBPBPB,PBBBP,BPBPBP,1-3-1
BPBPBP,BPPPB,PPPPBB,1-3-1
PPPPBB,PBBBP,BPPBBP,1-3-1
PBBPBB,PBBBP,BBPBPP,1-3-1
BBPBBP,BPPPB,PPPPPP,1-3-1
BPPPBB,PBBBP,BPBPPB,1-3-1
PBPBPP,BPPPB,PPPBBP,1-3-1
PPPPBB,PPPBPPP,BBPPBP,3-1-3
PPPPBP,BPPPB,PPPPPB,1-3-1
PBBPBP,BPPPB,PBBPPP,1-3-1
PBBBBB,PBBBP,BPBBBB,1-3-1
PBBBPB,PBBBP,BPPPBP,1-3-1
PBPPBB,PPPBPPP,BBBPPP,3-1-3
BBPPPB,PBBBP,BBBBBP,1-3-1
BPBBPP,BBBPBBB,PPBBBB,3-1-3
PPPBBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BBBBPP,1-3-1
BPBBPP,BBBPBBB,PBPPPP,3-1-3
PPBPPP,BBBPBBB,PBPPPP,3-1-3
PBPPBB,PBBBP,BPPPBB,1-3-1
BPBBBB,PPPBPPP,BBBBBP,3-1-3
BBBBPB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BBPPPB,1-3-1
PBBBBP,BPPPB,PPPPPB,1-3-1
BBBPBB,PBBBP,BBPBBB,1-3-1
PPBPPP,BBBPBBB,PBBPPP,3-1-3
BBBPBB,PBBBP,BBBBPB,1-3-1
PBPPBP,BPPPB,PPBBBP,1-3-1
PPBBBB,PBBBP,BBBPPB,1-3-1
BPBBPP,BBBPBBB,PPPBBP,3-1-3
BPBBBP,BPPPB,PBPPBB,1-3-1
BBBPPB,PBBBP,BBPPPP,1-3-1
BBBBPP,BPPPB,PPPBBB,1-3-1
PPBPBB,PBBBP,BBBPBP,1-3-1
BPPPPP,BPPPB,PBBPPB,1-3-1
PBBPBB,PBBBP,BPBBPP,1-3-1
PBBPBB,PBBBP,BBPPPP,1-3-1
BBBPPB,PBBBP,BBPBBB,1-3-1
BPPPPP,BPPPB,PBPBPB,1-3-1
BPPBBP,BPPPB,PPPPPP,1-3-1
BBBBPP,BBBPBBB,PBBBPP,3-1-3
PPBBPP,BBBPBBB,PPBBBB,3-1-3
PBBPBP,BPPPB,PPBPBP,1-3-1
PBPPBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PBPBPB,1-3-1
BPBBPB,PBBBP,BPBPBP,1-3-1
PPBBBB,PBBBP,BBPPBB,1-3-1
BBBPBB,PBBBP,BBPPPP,1-3-1
BPPBBB,PPPBPPP,BBBPBB,3-1-3
BBBBBB,PBBBP,BBBPPP,1-3-1
BPBPBP,BPPPB,PPBBBB,1-3-1
BPBBPP,BBBPBBB,PBBPPP,3-1-3
PPBBPP,BPPPB,PBPBPP,1-3-1
BBPBBP,BPPPB,PPBBPB,1-3-1
PBBBPP,BPPPB,PPPPPP,1-3-1
PBBBBB,PBBBP,BBBPPP,1-3-1
PBBPBB,PPPBPPP,BBPPBB,3-1-3
PPPPPP,BPPPB,PBBBPP,1-3-1
BPPPPB,PBBBP,BPPPBB,1-3-1
BBBPBB,PPPBPPP,BPBBBB,3-1-3
PPBPPB,PBBBP,BBPPBP,1-3-1
PPPPBB,PBBBP,BBPPBP,1-3-1
BPBBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBPBBB,1-3-1
BPPBPB,PBBBP,BBBPPP,1-3-1
PBBPBB,PBBBP,BBBPBB,1-3-1
PBBPBB,PBBBP,BPPPPP,1-3-1
PBPPBB,PBBBP,BBPPBB,1-3-1
BPPPPP,BPPPB,PPBBBP,1-3-1
PPBPBB,PBBBP,BPPBBP,1-3-1
