before,wait_double,after,length,double_color
BBPPPB,PBPBPP,PBPBPB,6,P
PPBPBB,BPBPBB,BPPBBB,6,B
PPPPPB,BPBPBB,PPPPBB,6,B
BBBBPP,PBPBPP,PPBBBB,6,P
PBBBPP,PBPBPP,PBBBBB,6,P
BBBBPP,BPBPBB,PPBBBB,6,B
PBBBBB,PBPBPP,PPBPBP,6,P
BPBPPP,PBPBPP,PPPPPB,6,P
BPBPBP,BPBPBB,BBBBPP,6,B
PPPBBB,BPBPBB,PPPPBB,6,B
BPPPPP,PBPBPP,BPPBBP,6,P
PPPPPB,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,BBPBBB,6,B
PPBBBB,BPBPBB,BBBBBB,6,B
BBPBPB,PBPBPP,BBPPPB,6,P
PPBBBP,PBPBPP,BBPPPP,6,P
BBPPPB,BPBPBB,BBBPBB,6,B
PBPPPP,BPBPBB,BBBPPB,6,B
BBPPPB,BPBPBB,BBBPBB,6,B
PBPPPP,BPBPBB,BBBPPB,6,B
PPPBBB,PBPBPP,PPPBBB,6,P
BBBPBB,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,PPPBPP,6,B
PPPBBB,PBPBPP,PBPPPP,6,P
BBBPPB,BPBPBB,BBPPPP,6,B
PPBPPP,BPBPBB,PBPPBB,6,B
PPBBBB,BPBPBB,BBPPPP,6,B
BBPPBB,PBPBPP,PPPBPP,6,P
PPPBBP,PBPBPP,PBPPPP,6,P
BBPBBB,BPBPBB,PBBBPB,6,B
BBBBBB,BPBPBB,BPPPPP,6,B
BBPBBB,BPBPBB,BPBBPB,6,B
BBPPBB,BPBPBB,PPBPPP,6,B
BBBBBP,PBPBPP,PBBPBB,6,P
PBPPPB,PBPBPP,BPPBBP,6,P
BBBBBP,PBPBPP,BBBBBB,6,P
BPBPPP,BPBPBB,BBBBBB,6,B
PBBPPB,PBPBPP,BBBPBB,6,P
PBBPPP,PBPBPP,PBBBBP,6,P
BBPPPP,BPBPBB,BBBPPP,6,B
BPPBBP,PBPBPP,PPBBBP,6,P
PBBBPP,BPBPBB,BPPPBP,6,B
PPBBBP,PBPBPP,BPBBPP,6,P
PPPBBB,PBPBPP,BBPBPP,6,P
PBPPPP,PBPBPP,BPPPPP,6,P
PPPPBB,PBPBPP,BBPBPP,6,P
BPBPPP,BPBPBB,BBBBBP,6,B
PPBBBB,PBPBPP,PBPBBP,6,P
BPPBBP,PBPBPP,PBPPPP,6,P
PPBPPB,BPBPBB,BBBPPB,6,B
BBBBPB,PBPBPP,BBPPBB,6,P
PPPPPP,PBPBPP,PBPPPB,6,P
BBPPPP,PBPBPP,PBBPPP,6,P
BBBBBP,PBPBPP,BPBBBB,6,P
PBBBPB,BPBPBB,PPPBPP,6,B
BBPPPB,BPBPBB,BBBBBB,6,B
BBPPPP,BPBPBB,BBBBPB,6,B
PBBBBB,BPBPBB,BBPPPP,6,B
BBPPBP,PBPBPP,PPPPPP,6,P
PBBBPB,BPBPBB,PPBPPB,6,B
BBPPBP,PBPBPP,PBBPBP,6,P
PPBBPB,PBPBPP,PPBBPP,6,P
PPPPBB,PBPBPP,PPBBBP,6,P
BPPBBB,BPBPBB,BBBBPP,6,B
BBPPPB,PBPBPP,BPBPPB,6,P
PBPPPP,PBPBPP,PPBBPB,6,P
BPBBBP,PBPBPP,BPBPBP,6,P
BPBPPB,PBPBPP,BPPBBB,6,P
PBPPBB,BPBPBB,BBBBPP,6,B
BBPPPB,BPBPBB,PBPPBB,6,B
BBPPPP,BPBPBB,PPBPBB,6,B
BPPPPB,PBPBPP,PPBBBP,6,P
BBBBPB,BPBPBB,BBBPBB,6,B
BBPBBB,BPBPBB,BPBPPP,6,B
BBPPPP,PBPBPP,PPBBBB,6,P
BPPBBB,BPBPBB,PPPPPP,6,B
BPPPPP,BPBPBB,BPPPPB,6,B
BBPPPB,BPBPBB,BPPBBB,6,B
PBBBBB,PBPBPP,PPBBPP,6,P
BPPPBB,PBPBPP,PPBBPB,6,P
PBBPBB,PBPBPP,BPPPBP,6,P
BPPPPB,PBPBPP,PBPPBB,6,P
PBBBPP,PBPBPP,BPPBBB,6,P
PPBBPP,PBPBPP,PPBBBB,6,P
BBBPPB,BPBPBB,BBPPBP,6,B
BPBBPP,PBPBPP,BBBPPB,6,P
BBPBBP,BPBPBB,PPBBBB,6,B
PPPBBB,PBPBPP,BPPPPB,6,P
BPPBPP,BPBPBB,BPBBPP,6,B
BBPPBP,BPBPBB,BPBBPP,6,B
BBPPBB,PBPBPP,PBBBBP,6,P
PPPBBB,PBPBPP,PPPBBB,6,P
BPPPBB,PBPBPP,PPBPBB,6,P
BBPPPP,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,PPPBBB,6,B
PPPPBP,PBPBPP,BBPPPP,6,P
BBBPBB,BPBPBB,BPPPBP,6,B
PPPPBP,PBPBPP,PPBBBP,6,P
BPPBPB,BPBPBB,PPBBPP,6,B
BPPBPB,BPBPBB,PPBBPP,6,B
PPBBPB,BPBPBB,PBBPPB,6,B
PPPPBP,PBPBPP,PPBBBP,6,P
BBBPPP,PBPBPP,PBBBBP,6,P
BPPPPP,PBPBPP,BPPBPP,6,P
BPPPPP,PBPBPP,BBBBBP,6,P
BBPPBP,PBPBPP,PPBPBP,6,P
BPBPPP,PBPBPP,PPPPBP,6,P
BBPPBP,PBPBPP,BBPPPB,6,P
BPPPBP,PBPBPP,PBPBBB,6,P
BBPPPP,PBPBPP,PBPBBP,6,P
PPPBPB,BPBPBB,BBPBBB,6,B
BPPPPB,PBPBPP,PBPBBB,6,P
PPPPBB,BPBPBB,BBPPPB,6,B
BBPPPB,BPBPBB,BPPPPB,6,B
PPPPPB,BPBPBB,BPBBBB,6,B
BBPPBB,PBPBPP,BBBBBB,6,P
BBPBBB,BPBPBB,BBPBPB,6,B
BBBPBP,BPBPBB,PBBPPB,6,B
BBBPBB,PBPBPP,BPBBBB,6,P
PPBBPP,PBPBPP,BPPPPB,6,P
BBBBBP,BPBPBB,PBPPBP,6,B
PPPBPP,PBPBPP,PPPPPB,6,P
BBBPPB,PBPBPP,PPPPPP,6,P
PPPPPP,BPBPBB,BPPPPP,6,B
BBBPPB,PBPBPP,PPPPPP,6,P
PPPPPP,BPBPBB,BPPPPP,6,B
BBPBBB,PBPBPP,PPPPPB,6,P
PPBPBP,BPBPBB,PPBPPP,6,B
BPBBBP,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPPPPP,6,P
BPPBPP,BPBPBB,BPBPPB,6,B
BBBPBP,PBPBPP,BBPPPB,6,P
PPPPPB,BPBPBB,PPBBPP,6,B
PBPPPP,BPBPBB,BBPBBP,6,B
PPPBPB,BPBPBB,PPBPBP,6,B
BBPBBP,PBPBPP,BPBPBP,6,P
BPBPPB,PBPBPP,BBBBBB,6,P
BBBPPP,BPBPBB,BBPPPB,6,B
BBPPBP,BPBPBB,BBBPPB,6,B
PBPPBB,BPBPBB,BPBPPP,6,B
PPPBBB,BPBPBB,BPPPPP,6,B
BBPPBP,PBPBPP,BBBPPB,6,P
BBBPPB,PBPBPP,BBBBBB,6,P
BPBBBB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,BPPBPB,6,B
BPBBBP,PBPBPP,BBBBPB,6,P
BPPBBB,BPBPBB,PPBBPB,6,B
BBBBBB,BPBPBB,BPBPPP,6,B
BPPPPP,PBPBPP,BBBBBP,6,P
PBBBBB,BPBPBB,BBPPPP,6,B
PPPBBB,BPBPBB,PPBBBP,6,B
BBBPBP,BPBPBB,PPPPPB,6,B
PPBBPP,BPBPBB,PPPPPP,6,B
PBBPPP,BPBPBB,PPPPBP,6,B
PBBPPB,PBPBPP,BPBBBB,6,P
PBBPPB,BPBPBB,BPPPPP,6,B
BPBBBB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PPBBBP,6,B
PBBBPB,BPBPBB,BPBBBB,6,B
BPPBBB,BPBPBB,PBBPBP,6,B
BPPBBP,PBPBPP,PBBBBB,6,P
PPBPPP,BPBPBB,BPPPPB,6,B
PBPPPP,BPBPBB,PPBPPB,6,B
BBBBBB,PBPBPP,BPPBPB,6,P
BPPPPP,BPBPBB,BPPBPP,6,B
BBBPBP,PBPBPP,PBBBBB,6,P
PPPPPP,BPBPBB,BBBBPB,6,B
BPPPPP,PBPBPP,BBBBPB,6,P
BBBPBB,PBPBPP,PPPPPB,6,P
BBBPBB,PBPBPP,BBPBBP,6,P
BBPPBB,PBPBPP,PBPBPB,6,P
PBBPBB,BPBPBB,BBBBPP,6,B
PPPBPP,PBPBPP,BBPBPP,6,P
PPPPPP,BPBPBB,BBPPPP,6,B
PBBPPP,PBPBPP,BBBPBB,6,P
BBBPBB,PBPBPP,BPPPBB,6,P
PPBBBB,BPBPBB,PPPBBB,6,B
BPBBPP,PBPBPP,BPBBBP,6,P
PBBBPP,PBPBPP,BBPPPP,6,P
BPBPPP,BPBPBB,PBBBBB,6,B
BBBPPB,PBPBPP,BPPBBP,6,P
BPPBPP,BPBPBB,PBPPBP,6,B
PPBBBP,BPBPBB,BPBPPB,6,B
PBBPBB,BPBPBB,BPPPPB,6,B
PPBBBB,PBPBPP,BBPPPB,6,P
PPBPPB,BPBPBB,BBBBBB,6,B
PBBBBB,PBPBPP,PBBPPB,6,P
BBBPPP,PBPBPP,BPBBBB,6,P
PBBBPP,BPBPBB,BBPBBP,6,B
BPBBPP,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,BPBBBP,6,B
BBBBBB,BPBPBB,BBBBBB,6,B
PPPPBP,PBPBPP,BBBPPP,6,P
PPPPPB,PBPBPP,BBPBBB,6,P
PPPPBB,BPBPBB,BPBBPB,6,B
PBBBPB,BPBPBB,PPPBPP,6,B
PPBBPB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,BPPPPB,6,B
PPBPPB,BPBPBB,BBBPBB,6,B
BBBBBB,PBPBPP,PPBPPB,6,P
BPBPPB,BPBPBB,PPPPPB,6,B
PPPBPP,BPBPBB,BBPBPP,6,B
PBBPPB,BPBPBB,PBPPPP,6,B
BBBPPB,BPBPBB,BPPPPB,6,B
BBBBBB,BPBPBB,BPPBBB,6,B
PPPBPB,PBPBPP,PPPBBP,6,P
BBBPBP,BPBPBB,BPPBBP,6,B
BBBPPP,PBPBPP,PPPPBB,6,P
PBBBBB,PBPBPP,BBPPPP,6,P
BBBBBB,BPBPBB,PPPPPP,6,B
BPPBPB,PBPBPP,PPPPBB,6,P
PBBPPP,PBPBPP,PBPPBB,6,P
PBPBBP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PPPBPP,6,P
PBPPBP,PBPBPP,BBBBPP,6,P
BBBPPB,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,BPBPBP,6,P
BPPBPB,PBPBPP,PPPBPB,6,P
PPPPBP,BPBPBB,PBPPBB,6,B
BPPPPB,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,PPBBBP,6,B
BPBPBP,BPBPBB,PPBBPP,6,B
PPPBBP,BPBPBB,PPBBPB,6,B
PBBPBB,BPBPBB,PBBBBP,6,B
BBPBPP,PBPBPP,BBPPBB,6,P
PPBBPB,BPBPBB,BPPBBB,6,B
PPBBBP,PBPBPP,BBBBBB,6,P
BPBBPB,BPBPBB,PPBBPB,6,B
PPBBPB,BPBPBB,BPPBBB,6,B
PPBBBP,PBPBPP,BBBBBB,6,P
BPBBPB,BPBPBB,PPBBPB,6,B
BPPBBB,BPBPBB,PPBBPB,6,B
PPPBBP,PBPBPP,BBBBBB,6,P
PBPPPB,BPBPBB,BBBPPB,6,B
BPBBBB,BPBPBB,BBPBBB,6,B
PPPPBB,PBPBPP,PBBPPP,6,P
PPPPBP,BPBPBB,PBPBBB,6,B
PBPPPB,BPBPBB,BBPPPP,6,B
PPPBPB,BPBPBB,BBBBPP,6,B
PBBBPP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PPBPPB,6,P
PBPBBB,BPBPBB,BBPPPB,6,B
PPPPBB,BPBPBB,PBPBBP,6,B
PBBPPP,BPBPBB,BPBBPB,6,B
BBPBBB,PBPBPP,BBPPPP,6,P
BPBBPB,PBPBPP,PPBPBB,6,P
PBBBPP,PBPBPP,PBBBPP,6,P
PPBPPP,PBPBPP,PPPPBB,6,P
PPPBBB,BPBPBB,PPPPPP,6,B
BPPPPP,PBPBPP,BPBBBB,6,P
BBBPPP,PBPBPP,PPBPPB,6,P
BPPBPP,PBPBPP,PPPPBP,6,P
PBBBPB,BPBPBB,PBBPBB,6,B
PPPBBB,PBPBPP,BPBBPB,6,P
BPPBPB,BPBPBB,PPPBBB,6,B
BBBBPB,BPBPBB,BBPPPP,6,B
BBPPBP,PBPBPP,PPPBBB,6,P
PPBPPP,BPBPBB,PBBBPP,6,B
PPBPPB,PBPBPP,BBBBBP,6,P
PBBBPP,PBPBPP,PBBPPB,6,P
PPPBBP,PBPBPP,BBPPPB,6,P
PPPPBB,BPBPBB,BPPPBP,6,B
BBPPBB,BPBPBB,PBPPPB,6,B
BBPBPB,PBPBPP,PBPPPP,6,P
BPPPBP,PBPBPP,PPBBBB,6,P
BPPPPB,BPBPBB,PPPBBB,6,B
BPPPBB,BPBPBB,BBPBBB,6,B
BBBBPP,PBPBPP,BPPBBP,6,P
BPBBPB,BPBPBB,BPBPPP,6,B
PBPBBP,BPBPBB,PBBPBP,6,B
BBPBBP,BPBPBB,PPBBPP,6,B
PBBPPP,BPBPBB,PBBBBB,6,B
PPBBPP,BPBPBB,PBPPBP,6,B
PPPPBP,BPBPBB,BBBBBB,6,B
BBPBBB,BPBPBB,BPPBPP,6,B
PPBPPB,BPBPBB,PPPBBP,6,B
BPBBBB,PBPBPP,PBPPPB,6,P
BBBBBB,BPBPBB,BPBPPP,6,B
BPPPBB,BPBPBB,PBBPBP,6,B
PPPPBB,BPBPBB,PBBBBP,6,B
BPPPPB,PBPBPP,PPBPBB,6,P
PPPPPB,BPBPBB,BPPBBP,6,B
BBPBPP,PBPBPP,PBPPPB,6,P
BBPPBP,PBPBPP,BPBPPP,6,P
PPPPBB,BPBPBB,PPPPPB,6,B
PPBPBP,BPBPBB,BBBPBB,6,B
PBPPBB,BPBPBB,PPPPBB,6,B
BPPBBP,PBPBPP,BBPBBB,6,P
BPPPPP,BPBPBB,BBBPBP,6,B
BPBBBB,BPBPBB,PBBBPB,6,B
PPPPPB,PBPBPP,PPPPBB,6,P
PPBPPB,BPBPBB,PPBPPB,6,B
PBPPPP,PBPBPP,PBBPBB,6,P
BBBBPP,PBPBPP,BPPBBB,6,P
PPBBBB,BPBPBB,PPBPPP,6,B
BPPPBP,PBPBPP,PBBPPB,6,P
BBPBPB,PBPBPP,BBPBPP,6,P
PPPBPP,BPBPBB,PPPBBP,6,B
BBPBBP,PBPBPP,BPBPPP,6,P
PPPBBB,BPBPBB,BPPPPP,6,B
PBPPBB,BPBPBB,BPBBBP,6,B
PPPBBB,BPBPBB,PBBBPP,6,B
BBPBPP,BPBPBB,BPPBPP,6,B
BBPBPP,BPBPBB,BPPBPP,6,B
PPPBBB,BPBPBB,PBBBBB,6,B
BBBBPB,BPBPBB,BBBBPB,6,B
BPPPBP,PBPBPP,PBBBBB,6,P
BBBBBP,PBPBPP,PBPBBB,6,P
BBBBPP,BPBPBB,PPPBPP,6,B
BBPPPB,PBPBPP,BBBBBB,6,P
PBBPPP,PBPBPP,PBPPPP,6,P
PPPPPB,PBPBPP,BBBBBP,6,P
BPPPBB,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPBBPP,6,P
PBPPPB,BPBPBB,PPBPPB,6,B
PPBPBB,BPBPBB,BBBBPP,6,B
BBBBBP,PBPBPP,PPPBBP,6,P
PBBBBP,BPBPBB,BBBPBB,6,B
PPPBBB,BPBPBB,BBBPPB,6,B
PPPBBP,BPBPBB,PPPPBB,6,B
BPPPPP,PBPBPP,PPPPPB,6,P
PPBBBB,BPBPBB,BBBBBB,6,B
PBBPPP,BPBPBB,BBPBBB,6,B
BPPBPB,PBPBPP,BPPBPB,6,P
PBPPBP,PBPBPP,BBPBBP,6,P
BPPPBB,BPBPBB,BBBPPB,6,B
BPBPPP,PBPBPP,BBPBPP,6,P
BBBBBP,PBPBPP,BBPBPB,6,P
BPBPPB,BPBPBB,PBBPPP,6,B
PPPBPB,BPBPBB,PBBBBP,6,B
PPBPPP,PBPBPP,BPPPPP,6,P
PPPPPP,BPBPBB,PPBBPP,6,B
PBPPPB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PPPBPP,6,B
PPPBPP,PBPBPP,PBBBPP,6,P
PBBPBB,PBPBPP,PPPPPP,6,P
BBPBBP,BPBPBB,PBPPPB,6,B
BPPBBB,PBPBPP,PPPBBP,6,P
PPPBBP,BPBPBB,PPPBPB,6,B
PBBPPP,BPBPBB,PPPPPP,6,B
PPPBBP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,BBPPPP,6,P
PPPBPB,PBPBPP,BBPBBB,6,P
BPBBBB,PBPBPP,PPBPPP,6,P
BBBBBB,PBPBPP,PPPBPP,6,P
BPPPBP,BPBPBB,BBPPBB,6,B
BBBPPB,BPBPBB,PPPBPP,6,B
BBPBPP,PBPBPP,BPBBPP,6,P
PBBBPP,BPBPBB,BBBPPB,6,B
PPBPPP,PBPBPP,PPPPPP,6,P
PPPPPB,BPBPBB,BBBPPB,6,B
PPPBBB,BPBPBB,PPPPBP,6,B
PBBPPP,PBPBPP,PPPPBP,6,P
PPPPPP,BPBPBB,PPPPPB,6,B
BBPPPP,PBPBPP,BBPBBP,6,P
PPBBPB,BPBPBB,BPPPPB,6,B
BPBBBP,BPBPBB,PPPBBB,6,B
PBBBPB,PBPBPP,PBPPBP,6,P
BPPPBP,PBPBPP,PBBPPB,6,P
PPPBBP,PBPBPP,PPBBBB,6,P
PPBPPB,PBPBPP,PBPBBB,6,P
PPPPBB,PBPBPP,BBPPBP,6,P
BPPPPB,BPBPBB,BPPBPB,6,B
BBBPPP,PBPBPP,BBPPPP,6,P
PPBPPP,PBPBPP,BBPBPP,6,P
PBBPPB,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,PBPPBP,6,P
PBBPPB,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,PBPPBP,6,P
PPPPPB,BPBPBB,BBPPBP,6,B
BPPBPB,BPBPBB,BPPBBP,6,B
BBPPPP,PBPBPP,BPPPPP,6,P
BBBPPB,BPBPBB,BPBBBB,6,B
BBBBBP,PBPBPP,PPPBBP,6,P
BBPBPP,BPBPBB,PPBPPB,6,B
PPBPBP,BPBPBB,PPPPBB,6,B
BBBPBP,BPBPBB,BBBPBB,6,B
BPBBBB,PBPBPP,PPBPPP,6,P
PPPPBB,BPBPBB,BPBBBB,6,B
BBBBPB,BPBPBB,BPBBPB,6,B
BBBBBB,PBPBPP,BBPBBP,6,P
PBBPBB,PBPBPP,PBPPBP,6,P
PBPPPP,PBPBPP,BPPBPP,6,P
PPBPBB,PBPBPP,PPPBPB,6,P
BPPPBB,PBPBPP,PPPBBP,6,P
PBBPPB,BPBPBB,BPPBBP,6,B
BBBBPP,BPBPBB,BBPBBP,6,B
PPBBBB,PBPBPP,PBPBBP,6,P
BBBBBB,PBPBPP,PPBBBB,6,P
BBBBBP,PBPBPP,PPPPPP,6,P
BPBBBP,BPBPBB,BPBBBB,6,B
PBBPPB,BPBPBB,BBBBBP,6,B
BBBBBP,PBPBPP,BBPBBB,6,P
BPPBPP,PBPBPP,PBBPBB,6,P
BBPPPB,BPBPBB,PPPPBP,6,B
BBPBBB,PBPBPP,PPBBPP,6,P
PPBPPP,PBPBPP,PBBPPP,6,P
PBBPBB,BPBPBB,BBBBBB,6,B
PBPBPP,BPBPBB,BPBBBP,6,B
BBPBPP,PBPBPP,PPBPPB,6,P
PBPPBB,BPBPBB,BPBBBP,6,B
PBBPPP,PBPBPP,PPPPPP,6,P
BPBBBP,PBPBPP,PBPPBB,6,P
BBPBBB,PBPBPP,PPBPBB,6,P
PBBPBP,BPBPBB,PBBBPB,6,B
PBBPBB,BPBPBB,PPBPPB,6,B
PBBPBB,BPBPBB,PPPPBB,6,B
BPPPBB,PBPBPP,BPBPPB,6,P
PPBBBP,PBPBPP,PPPPBB,6,P
PPPPPB,PBPBPP,PPPPPP,6,P
PBPPBB,PBPBPP,BBPBBB,6,P
PBBBPP,PBPBPP,PPPPBB,6,P
BPBBPP,PBPBPP,PPBPBB,6,P
PPBBPB,PBPBPP,PPPBBP,6,P
PBBBBB,PBPBPP,BBPPPP,6,P
BBBPPP,PBPBPP,BBPPBP,6,P
BBBPBP,PBPBPP,BBBBPP,6,P
BBBPBB,BPBPBB,PPPPBB,6,B
PPPPBB,BPBPBB,BPPBPP,6,B
BPPBBP,BPBPBB,BBBBPP,6,B
BPPBBP,PBPBPP,PPBBPB,6,P
BBBPPP,BPBPBB,BBBBBP,6,B
PBPBPP,PBPBPP,PBPPPB,6,P
PPBBPB,BPBPBB,BBBPBP,6,B
BBBBPB,BPBPBB,PBPPBP,6,B
BPBBPP,PBPBPP,BBPBBP,6,P
BPPPPB,BPBPBB,PPPBBP,6,B
BBPBPB,PBPBPP,PPBPPB,6,P
BPBBBB,BPBPBB,PPBPPP,6,B
PBPBBB,BPBPBB,PBBBPB,6,B
BBPPPP,BPBPBB,PBBBPB,6,B
PBBBPB,PBPBPP,PPPPPB,6,P
PBPPPB,BPBPBB,PPPPPP,6,B
BBPPBP,BPBPBB,PPPBPB,6,B
BPBBPP,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,PBPPBB,6,B
PPBPBB,BPBPBB,BPBPBB,6,B
PBPBPB,PBPBPP,BPPPBB,6,P
BPBPPB,BPBPBB,PBBPBB,6,B
BPPPBP,PBPBPP,PBPPPP,6,P
PPPBPP,BPBPBB,PPBBBB,6,B
PPPPBB,PBPBPP,BBBPPP,6,P
BBBBPB,PBPBPP,PPBBBB,6,P
BPPPPB,BPBPBB,PBBPBB,6,B
PBBBBP,PBPBPP,PPPPPP,6,P
PPPPPP,PBPBPP,PPPBPP,6,P
BBPPPP,BPBPBB,BBPBPP,6,B
PPBBBB,BPBPBB,BPBBPP,6,B
BBPPPP,BPBPBB,BBPBPP,6,B
PPBBBB,BPBPBB,BPBBPP,6,B
BBPPBB,BPBPBB,BPPBBP,6,B
BBBBPP,PBPBPP,PBBBPB,6,P
BBBBBB,PBPBPP,BPBBBB,6,P
BBBBPP,PBPBPP,PBBBPB,6,P
BBBBBB,PBPBPP,BPBBBB,6,P
BBPBBP,PBPBPP,PPBBPP,6,P
BPPPPB,BPBPBB,PBBPBB,6,B
PPPBBP,PBPBPP,BBBPPB,6,P
BBBBBP,BPBPBB,BPBPPP,6,B
PBPPPP,BPBPBB,BPBBBP,6,B
BBPBBP,PBPBPP,PBBPBP,6,P
PBPPPB,BPBPBB,PBBPBB,6,B
BPBBPB,BPBPBB,BPBBPP,6,B
PPBBBP,PBPBPP,BBPBBP,6,P
PPPPBB,PBPBPP,BPPBPP,6,P
BBBBBP,PBPBPP,BPBBPB,6,P
BPBPBP,BPBPBB,PBBPBB,6,B
BPBBPP,PBPBPP,PBBPBB,6,P
PBPBPB,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,BPPBPP,6,P
PPBBBP,BPBPBB,PPPBBP,6,B
PBBPBB,BPBPBB,BBBPBB,6,B
BPPPPP,BPBPBB,BPBPBP,6,B
BBBPPP,BPBPBB,BBPBBB,6,B
BBBPPB,BPBPBB,PBPPBP,6,B
PPBPBP,BPBPBB,BBPBBB,6,B
PBBBBP,BPBPBB,BBBBPB,6,B
PBBBPB,BPBPBB,BBPPPB,6,B
PPBBBP,PBPBPP,PBBBPP,6,P
PPPPBP,PBPBPP,BPPPBP,6,P
PPPBBP,PBPBPP,BPPBPP,6,P
PPPPBP,PBPBPP,PBPPPP,6,P
BPBPPB,BPBPBB,PBBPBB,6,B
PBPBBB,PBPBPP,PPPPPP,6,P
PPPPPP,BPBPBB,BPPPPP,6,B
BPBPPB,BPBPBB,PBBPBB,6,B
PBPBBB,PBPBPP,PPPPPP,6,P
PPPPPP,BPBPBB,BPPPPP,6,B
PBPPPB,BPBPBB,BBBBPB,6,B
BBPBPP,BPBPBB,PPPPPB,6,B
BPPBBP,PBPBPP,PBPBBB,6,P
BPPBBP,PBPBPP,PBPBBB,6,P
BPBBBP,PBPBPP,BPPPPP,6,P
BBBBBB,PBPBPP,BBPPPP,6,P
PBBBBP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,BBBPBB,6,P
PPBPPP,BPBPBB,BPPBPB,6,B
BBBBBB,BPBPBB,BBPPBB,6,B
PBBPBB,BPBPBB,PPPPPP,6,B
PBBBBB,BPBPBB,BBPPBP,6,B
BBPPBP,PBPBPP,PPPPBB,6,P
BBBBBB,BPBPBB,BPPPPP,6,B
PPBBPP,BPBPBB,BBPPBP,6,B
BBBBBB,BPBPBB,BPPPPP,6,B
PPBBPP,BPBPBB,BBPPBP,6,B
BPBBBB,BPBPBB,PPPBBB,6,B
PPPBBP,BPBPBB,PPBPBB,6,B
PPBPBB,PBPBPP,PPBPBB,6,P
PPPBPB,BPBPBB,BBBPPB,6,B
PPBPBB,PBPBPP,PPBPBB,6,P
PPPBPB,BPBPBB,BBBPPB,6,B
PBBBBP,BPBPBB,PPBBPB,6,B
BBBBPP,BPBPBB,PPPPPB,6,B
BBBBBP,PBPBPP,BPBPPP,6,P
PPBPBB,PBPBPP,BPBPPP,6,P
BBBBPP,BPBPBB,BPBBPP,6,B
BPBBBP,PBPBPP,BBPPBB,6,P
PPPPBB,BPBPBB,PBBBBP,6,B
BBPBBP,BPBPBB,PPPPBP,6,B
BPPBPP,PBPBPP,PPBBPP,6,P
PPPPBP,PBPBPP,PBBPPB,6,P
BPBBBB,PBPBPP,PBPBBB,6,P
BPBBPP,BPBPBB,BPPBPP,6,B
BBBBBP,PBPBPP,BPBPPB,6,P
PBPPBP,BPBPBB,PBBBBP,6,B
PBPPBP,BPBPBB,BPBBPB,6,B
BPBBPB,BPBPBB,PBBBBP,6,B
BBPBBB,BPBPBB,BPPBPP,6,B
PBPBBB,BPBPBB,BPBBBP,6,B
BPBBBB,PBPBPP,PPPPBP,6,P
BPBBBP,PBPBPP,PBBPBB,6,P
BBPBPP,BPBPBB,BPBBPB,6,B
PPPPBB,PBPBPP,BPBBBB,6,P
PBBBBB,PBPBPP,BPPPPP,6,P
PPBBBB,PBPBPP,BBBBBP,6,P
PPPBBP,PBPBPP,PBPPBB,6,P
PPPBBP,PBPBPP,PBPPBB,6,P
BPBBBB,BPBPBB,PBBBPP,6,B
BPBBPB,PBPBPP,PPBBBP,6,P
PPPBBP,PBPBPP,BPPBBP,6,P
PBBBPP,PBPBPP,BBBPBB,6,P
PBBBBB,PBPBPP,PPPBPP,6,P
BBBPPB,PBPBPP,PBBPPP,6,P
PPBBPB,BPBPBB,PBPPBB,6,B
BPPPPP,BPBPBB,BPPPPP,6,B
PPPPPP,PBPBPP,BBBBBP,6,P
BPBBBP,BPBPBB,PBBPPP,6,B
PPPPPB,PBPBPP,BPBPPB,6,P
BPPPBB,PBPBPP,BBPPPB,6,P
PBPPBP,BPBPBB,BBBPPP,6,B
BPPPBP,PBPBPP,PBPBBP,6,P
PBPPBP,BPBPBB,BBBPPP,6,B
PBPPPB,PBPBPP,BPPPPP,6,P
PPBPBB,BPBPBB,PBPBBB,6,B
PBPPBP,PBPBPP,PPBPBP,6,P
PBPPPP,BPBPBB,BBBBBB,6,B
BBBBBB,BPBPBB,BPPPPB,6,B
PPPBPP,PBPBPP,PBPPBP,6,P
BBBBPP,PBPBPP,PPBBPP,6,P
