before,pingpong_L,after,length
PBPBPP,PBPBB,PBBPPP,5
BBBBPP,BPBPP,PPPPPB,5
PPPPBP,BPBPP,BPBPBP,5
PBPPBP,BPBPP,BPPBBB,5
BPBBBB,BPBPP,BPPBBB,5
PBBPBB,PBPBB,PPPBPB,5
BPBBPP,PBPBB,BPBBPP,5
PBBBBP,PBPBB,BPPPBB,5
BPPBPP,PBPBB,PBBBPB,5
PBBPBB,BPBPP,BPBBBP,5
BBPPBP,PBPBB,PBBPPP,5
BPPBBB,BPBPP,BBPPBB,5
PBBPPB,BPBPP,BBBBBB,5
PPBPBP,BPBPP,PPPBBP,5
PPPPPB,BPBPP,PBBBPB,5
BPPPBB,BPBPP,PBPPPB,5
BPPPBB,PBPBB,BBBPPB,5
PBBPPP,BPBPP,PBBPBP,5
BPPPBB,PBPBB,BBPPBP,5
PBBBBP,PBPBB,PPBPBP,5
BPBBPP,BPBPP,BBPBPB,5
PBPPBB,PBPBB,BPBBPB,5
BPPPBP,PBPBB,PPBBPP,5
BBPPPP,BPBPP,BPPBPP,5
PBPPBB,BPBPP,PPBBBB,5
PPBBBB,PBPBB,PBPPBP,5
PPPPBP,PBPBB,PBPPPB,5
PPBPPB,BPBPP,BPBBBB,5
PBBBBP,BPBPP,PBBBBB,5
PPBBBB,BPBPP,BPPBBP,5
PBBBPB,PBPBB,BBPPBP,5
PBBBBP,PBPBB,BBPBPB,5
BBPBPB,PBPBB,PBPPPB,5
BPPPPB,BPBPP,PPPPBB,5
PBBBPB,BPBPP,PPPPPB,5
PBBPPB,BPBPP,PPPBBB,5
PPPPBB,BPBPP,BBPPPP,5
BPBBPP,PBPBB,PPPPPB,5
BBPBBP,BPBPP,BBPBBP,5
BBPPBP,BPBPP,BBBPPB,5
PBBPPB,PBPBB,PBBPBP,5
PBBPBB,PBPBB,BPBBBP,5
BBPPBP,BPBPP,BBBPBP,5
BPPBBB,PBPBB,PBBPBB,5
BBBPPP,PBPBB,BBBPBP,5
PBBBBB,PBPBB,PBPPBB,5
BPBPPB,BPBPP,PBBBPP,5
PBBBBP,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BPPBPB,5
PPBPPB,PBPBB,PBBPPB,5
BBPBBP,PBPBB,BPBBBB,5
BPBBBB,PBPBB,PBBPBP,5
BPPPBB,PBPBB,BPBBPB,5
PPBPBP,BPBPP,BBBPPB,5
PPBBBP,PBPBB,PPPBPP,5
PPPPBB,BPBPP,PBBPBB,5
PBPPPP,PBPBB,PBPBPP,5
PBPBBP,BPBPP,PPBPPP,5
BPPBPB,PBPBB,BPBBPB,5
BPPBPB,PBPBB,PPBPPB,5
PPPPPP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BPBBBP,5
PPPBPP,PBPBB,BPPPPB,5
PPPPBP,BPBPP,BPBPPP,5
PPPBPP,PBPBB,BPPPPB,5
PPPPBP,BPBPP,BPBPPP,5
BBBPPP,BPBPP,PBPPPB,5
BBBPBB,PBPBB,PBPBPB,5
BBPBPB,PBPBB,BBPPBB,5
BPBPPB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BBBBBP,5
PPBBBB,BPBPP,BPPPPP,5
PBBPBB,BPBPP,BBBPBB,5
PBPPPP,PBPBB,BBBBBP,5
PPBBBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PBBBBP,5
PBPPPP,PBPBB,BBBBBP,5
PPBBBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PBBBBP,5
BBBPBB,BPBPP,BBBPBP,5
PBPPBB,BPBPP,PBPPBP,5
PPBPPB,PBPBB,PPBPPB,5
PPBPBP,BPBPP,BPBBBB,5
BBBBBP,BPBPP,PBPPPB,5
PPPBBB,PBPBB,PBBBPB,5
BPBBBP,BPBPP,PPPBBB,5
PBPPPB,BPBPP,PPPPPB,5
PBBBBB,PBPBB,PPBBBP,5
BBBBBB,BPBPP,BBPBBB,5
BBBPPP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PBPPBB,5
BBBPBP,BPBPP,BPPBPP,5
BBBPPP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PBPPBB,5
BBBPBP,BPBPP,BPPBPP,5
BBPBBB,BPBPP,PPBPPP,5
PPPBPP,PBPBB,PPPBPP,5
PPPPBP,BPBPP,BPBPBB,5
BBBBBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPPBBP,5
BBBBBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPPBBP,5
BBBBBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPPBBP,5
BPPBPP,BPBPP,BBBPBB,5
BPPBBB,PBPBB,PPPPBB,5
PBBBBP,BPBPP,BPBBPB,5
PPBPBB,PBPBB,PBBPBP,5
BPBBPB,BPBPP,BBBBPB,5
BBPPBB,BPBPP,BBBPPP,5
PPPBPP,BPBPP,PPBBPP,5
PPBBBB,PBPBB,BPBBPP,5
BBPBBP,PBPBB,BBPPPB,5
PBPPPP,PBPBB,BBPPPB,5
BBBBPP,PBPBB,PPPPBP,5
PBBPPB,PBPBB,PPPPPB,5
PBBBBP,PBPBB,BPBBBB,5
BBBBBP,BPBPP,BPPBBP,5
PBPPBB,PBPBB,PBPPPP,5
BPPBPB,PBPBB,PPBPPB,5
BPBBPP,PBPBB,PPPBPB,5
PBPBPB,PBPBB,BPBBBB,5
PBBBBP,BPBPP,PPBPPB,5
BBPPBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBPPPB,5
BPPPBP,BPBPP,PPPPPB,5
PPPPPB,BPBPP,BPPPBP,5
PBBBPP,BPBPP,BPBBPP,5
BPPPPB,PBPBB,BPPBBB,5
PPBBPB,PBPBB,BPPBPP,5
PBPPBP,PBPBB,PPPBBP,5
BPPBPP,PBPBB,PPBBPP,5
PPBPPB,BPBPP,BBPPPP,5
PBPPBB,BPBPP,BBBPBP,5
BPPBBB,PBPBB,PBBBBP,5
PBBBBP,BPBPP,BPBBBB,5
BPPBPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PBBBBB,5
PBBBBP,BPBPP,BPBBPP,5
PPBBBP,BPBPP,PBPPBB,5
BBPPPB,BPBPP,PPBPPB,5
BPBBPB,BPBPP,BPPBBP,5
PPBPPB,BPBPP,BPBPPB,5
BBPBPP,BPBPP,BBBPPP,5
BPPPPP,BPBPP,PBBBPB,5
PBBBPB,PBPBB,PPBBPB,5
BBPPBB,PBPBB,PPBBBP,5
BBBPPB,BPBPP,PPPBPP,5
PPBBPB,PBPBB,PBPPPB,5
PBBBBB,PBPBB,PPBBPB,5
BBBBPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PPBBBB,5
BPPBBB,PBPBB,BPPBPP,5
PBPPBB,BPBPP,PPPBPP,5
PPBPPB,BPBPP,BPBBPB,5
PPPBPB,PBPBB,PBBPPP,5
BPBBPP,PBPBB,BBPPPP,5
PBBBPB,PBPBB,PBPPBB,5
BBPBBP,PBPBB,BBBPPP,5
PPBBPP,BPBPP,BBBPPB,5
BPPBBP,PBPBB,PBBPPP,5
PBBBBB,BPBPP,PBBBBB,5
PBBPPP,BPBPP,BBBPPB,5
PPPBBB,BPBPP,BBPBBB,5
PBBBPP,BPBPP,PBBPBB,5
BPPBPB,PBPBB,BBPPBP,5
BBPBBP,BPBPP,PPBPPB,5
BPPBBP,BPBPP,BPPBBP,5
PBBPBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BBPBPB,5
BBPBPP,PBPBB,BPBPPB,5
PPBPBB,BPBPP,BBPPPB,5
PPBBPP,PBPBB,BBPBPB,5
BBBBPB,PBPBB,BPBBPP,5
PPBPPP,PBPBB,PBBPPB,5
PPPPBB,PBPBB,PPPPPP,5
BPPPBB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PPBBBP,5
BBBPPB,BPBPP,BBBBBB,5
PBBBBB,BPBPP,BPPBPB,5
BPPPBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PBBBBP,5
BBPBBB,BPBPP,BPPPPB,5
BPPPBB,BPBPP,BPBBPP,5
BPBBPP,PBPBB,PPBBPP,5
BBBBBB,PBPBB,PPBPBB,5
PPPBPP,BPBPP,BPBPPP,5
PBPBPP,BPBPP,PBPPPP,5
PPBPPP,PBPBB,PBPBPP,5
PBPBBP,BPBPP,PBBPBP,5
PPBBBP,BPBPP,PBBBBP,5
PBBBPP,BPBPP,PBBPPB,5
PBBPPB,BPBPP,BPBBPP,5
BBBBPP,PBPBB,BPBPBP,5
BPBBBP,BPBPP,PPBPPP,5
PPBBPP,PBPBB,BBBBPP,5
BBPPPB,PBPBB,PBBPPB,5
PBBPPB,BPBPP,BPBBBB,5
PBPBPB,PBPBB,BPPPPB,5
BBBBBB,BPBPP,BBPBPB,5
PBPPBB,PBPBB,PPBBBB,5
PPBBBB,PBPBB,BBBBBP,5
BBBBBB,PBPBB,PBPPBP,5
PBBPBP,PBPBB,BPBBBB,5
PPBBBB,BPBPP,PPPBPB,5
PBPPPP,PBPBB,BBPPBP,5
PBBBBP,PBPBB,PBPBPB,5
BPBBPB,PBPBB,PPPBPB,5
PBBPPP,BPBPP,BBPPPP,5
PPPPBP,PBPBB,PBPPBB,5
BBBBPP,PBPBB,PPPBPB,5
PPBPPB,PBPBB,BPPPPP,5
BBPPPP,PBPBB,PPBBPB,5
PBBPPB,BPBPP,PBPPPB,5
PPPBPP,PBPBB,BPBPBP,5
PPPBBP,PBPBB,PBBPPB,5
BBPBBP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PPPPBB,5
PBBBPP,BPBPP,PBPBBB,5
PBPBPP,PBPBB,BBPPBP,5
PBPPBB,BPBPP,BBPPPP,5
PBBPPP,PBPBB,BBBPPP,5
BPPPBB,PBPBB,BPBBBP,5
BBPBPP,BPBPP,BBBBPP,5
BBBPPB,BPBPP,BPBBBP,5
BBPBBB,PBPBB,PBBBBP,5
PBBPPB,PBPBB,PPPBBB,5
BPPPBP,BPBPP,PPBBPP,5
BBPBBB,BPBPP,BPPBPB,5
PBPPBP,PBPBB,BBPPBP,5
PBPPPB,PBPBB,BPBBPB,5
BPPPPB,BPBPP,BBBPBB,5
BPPBPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBBBPP,5
PBBBBB,BPBPP,BBBPPP,5
BPPBPB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BBPBBP,5
BBBBPP,BPBPP,BPPPPP,5
PPPPBB,BPBPP,PBPPBB,5
BPBBPB,BPBPP,BBPPPP,5
BPPPPB,BPBPP,PPPPPB,5
BBPBPB,PBPBB,PBPBPB,5
BPBBPB,PBPBB,PBPBPB,5
PBBPBP,BPBPP,BBBBPP,5
BBBBPP,BPBPP,BBBPBP,5
BPPBBB,PBPBB,PPPPBB,5
PPPPPB,BPBPP,BBPBPB,5
PBPPBB,PBPBB,BPBPPP,5
BBPBBP,PBPBB,BBBPPP,5
BPPPBP,PBPBB,BPPBBP,5
BBPPPB,PBPBB,PBBBPP,5
BBPPBB,PBPBB,PPBBPB,5
PBBPBB,BPBPP,PPBBPP,5
PBPBPB,PBPBB,BBPPPB,5
BBPPPB,PBPBB,PPPPPB,5
BBPPPP,PBPBB,BPPBPP,5
BBPBBP,PBPBB,PBBPBB,5
BBBBPB,PBPBB,PBPPBB,5
BBBBBB,PBPBB,BBBPBB,5
BBPBBP,BPBPP,PPPPPB,5
PPPBPP,PBPBB,BBPPPP,5
PPPPBB,BPBPP,PBBBBB,5
PPPBPP,PBPBB,PBPPPB,5
PBPPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BBPPBB,5
PBPPPP,PBPBB,BPPPBP,5
PBBBPP,PBPBB,PPPBPB,5
BBPPPB,PBPBB,BPPBBP,5
BPPBBP,BPBPP,BPPBBP,5
BBPBPB,PBPBB,BPPBPB,5
PPBBPP,BPBPP,PPPBPB,5
PPPPPB,PBPBB,PPPBBB,5
BPPBPP,BPBPP,PPPPPP,5
PPPPPP,BPBPP,PPBBBP,5
PBBBPP,BPBPP,PPBPBP,5
PBPPPP,BPBPP,BBBBBB,5
BBBPBB,PBPBB,BPBBBP,5
BPBBPP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BBPBBB,5
BBPPPB,PBPBB,PPPPBB,5
BPPBBP,BPBPP,PPPPPP,5
PPBBPB,BPBPP,BPBBBP,5
PBBPBB,BPBPP,BBPPPB,5
BPBPBB,BPBPP,PPPBBP,5
BBPPBB,BPBPP,BBPBPB,5
BPPBBP,BPBPP,PBPBBB,5
PBPBPP,PBPBB,BPPBPP,5
PBBPPP,BPBPP,BBBBBB,5
BBBBPP,PBPBB,BPBBBP,5
PBPPBP,BPBPP,PBPBPB,5
PPPBPB,PBPBB,BBBBPP,5
BBBPBP,BPBPP,PBBBBB,5
PPPBBB,PBPBB,PBBPPP,5
BPPPBP,PBPBB,BPPBPB,5
PBBBPP,BPBPP,BBPPPP,5
BPPPBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PBPPPB,5
BPBBPB,BPBPP,BBBPPP,5
PPPPBB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PPBBPP,5
BBBPPP,PBPBB,PPPBBP,5
PPBPPP,PBPBB,BPBPBP,5
BBBPBP,BPBPP,PPPBPB,5
PPBPBP,BPBPP,BBBBBB,5
BBPBBP,PBPBB,BPPPBB,5
PPPBBB,PBPBB,PBPPBP,5
PBBPPB,BPBPP,PBBBPB,5
BPBPPP,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PPBBPP,5
PBBPPB,BPBPP,PBBBPP,5
PBPPPP,PBPBB,BPPBPB,5
PBBBPP,BPBPP,BPPPBP,5
BBPBBB,PBPBB,PBBPBP,5
BBPBBP,BPBPP,BPBPBP,5
PPBBPB,BPBPP,BPBPPP,5
BBPBPP,BPBPP,PPPBBB,5
PPPBBB,BPBPP,BPBBPB,5
BPPBPB,BPBPP,PBBBPB,5
BPPPBB,BPBPP,PPBBBB,5
PBBBBP,BPBPP,BBPPPP,5
BBBPPB,BPBPP,BBBPPB,5
BBPBBP,BPBPP,BPPPPP,5
BPPPPP,BPBPP,PBBPPB,5
PPBPPP,PBPBB,BPPBBP,5
PBBBPB,PBPBB,PPBBPP,5
BPPBBP,PBPBB,PPPPBB,5
BBBBPP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPBBBP,5
BPPPPB,BPBPP,PBPBBP,5
BBPBPP,PBPBB,PBBPPP,5
BBPBBP,PBPBB,PPPPBB,5
BPPPPB,BPBPP,PPBBBB,5
PPPBPP,BPBPP,BBBPBB,5
PBBBPB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,BPPPBP,5
BBBPPP,BPBPP,BPPPPB,5
PPBBPP,PBPBB,BBPBPB,5
PBBBBP,BPBPP,BBBPBB,5
BBBBBB,BPBPP,PBPBBB,5
BBPBPP,PBPBB,BPBPBP,5
BPBBBP,BPBPP,BBBBPB,5
BBBPPP,BPBPP,PBBPPB,5
BBPPPP,PBPBB,BPBBBB,5
BBPPPP,PBPBB,PPBBBB,5
BBBBPB,BPBPP,PBPPPB,5
PPBPPP,BPBPP,BPPPPB,5
PPBPBP,BPBPP,BPBPPP,5
PBPBPP,BPBPP,PPPPBP,5
PPPPPP,BPBPP,PPPPPB,5
PBPPPP,BPBPP,BBPPBP,5
BPPBBP,PBPBB,PPBBBB,5
PBPBPB,PBPBB,BBPPBB,5
PPBBPP,BPBPP,PBPPPP,5
PPBPPB,BPBPP,BPBBBB,5
BBPPBB,PBPBB,BBPPPB,5
BBPBBB,BPBPP,BPBPBP,5
BPPBPB,PBPBB,BBBPBB,5
BBBBPP,PBPBB,PBBPPB,5
PPPPBB,PBPBB,PBBPBB,5
BPBBBP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BPPBPB,5
PPBPPB,PBPBB,PBBPPP,5
PPPPBB,BPBPP,PPPBPP,5
BPBBBB,PBPBB,BBPPPP,5
BPPPPB,BPBPP,PPBPPP,5
PBBBPB,PBPBB,PPBPBP,5
BBPPBP,BPBPP,PPPBPB,5
BPPPPP,BPBPP,BBBBBP,5
PBBBPB,PBPBB,PPBPBP,5
BBPPBP,BPBPP,PPPBPB,5
BPPPPP,BPBPP,BBBBBP,5
BBBBPP,PBPBB,PPBPPP,5
PBBBBB,PBPBB,PPBPPP,5
PBPPBP,PBPBB,BPPBPP,5
BBPPBP,PBPBB,BPPBPB,5
BPBBBP,PBPBB,PPPPPB,5
PBPBBP,BPBPP,PPPPBP,5
PPPPPP,BPBPP,BPBBBP,5
PPBBBP,BPBPP,PBBBPP,5
BBPPPP,PBPBB,BBPPPP,5
BPPPPB,BPBPP,BBPPPB,5
BPBPBP,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PPPPBP,5
PBBPPP,PBPBB,PPPPPB,5
PBPBPB,PBPBB,PPPBPB,5
PBBPPP,BPBPP,BPBBPP,5
PPPBBB,PBPBB,BBPBPP,5
BBBPPB,BPBPP,PPPPBP,5
PPBBBB,BPBPP,BBPPPB,5
BPPBBB,PBPBB,BBPBPP,5
PBPBBB,BPBPP,BBPPBB,5
BPBPBP,BPBPP,BBPPBB,5
BBPPPP,BPBPP,PBPPBP,5
PPPBPP,BPBPP,BBBBBP,5
BPBBPB,PBPBB,BPBPBP,5
PBPBPB,PBPBB,BBPBBP,5
BBBBPB,BPBPP,PBPBPP,5
PPBBBB,BPBPP,PPPBBB,5
PPBBBP,PBPBB,PBBBBP,5
PBBBPP,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BBPPPP,5
BPPBPP,BPBPP,BPBBPP,5
BBBBPB,BPBPP,PBBPBP,5
PBPPPB,BPBPP,BBBPPP,5
BPBBBP,BPBPP,BBPPBB,5
PPBPBP,BPBPP,PBPPPP,5
PPPPBP,PBPBB,BBBBBB,5
PBBBBB,BPBPP,BPPBBB,5
BBPBPB,PBPBB,BBBPBP,5
PBPBPB,PBPBB,PPBPBP,5
PPBPBP,BPBPP,BPPBBB,5
BPBBBP,PBPBB,PPPBBP,5
BPPPPP,PBPBB,PBBBPB,5
BBBPBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PBBPPB,5
PPPPBP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BBBBBB,5
PPPPBP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BBBBBB,5
PBBBBB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BPPPPP,5
BBBBPB,PBPBB,BPPBPB,5
PPBBBB,BPBPP,PPBPPP,5
PPPPBB,BPBPP,PBPBBP,5
BBPBPP,PBPBB,PBBBBP,5
BBBBPP,PBPBB,PBBBPP,5
PBBBBP,PBPBB,BPBBBB,5
PPPPBB,BPBPP,BBPPBP,5
BPPBBP,PBPBB,PPBBPP,5
PPBBPP,BPBPP,PBPPPB,5
PPBPPP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPBBBP,5
PPBBBB,BPBPP,BPPPBP,5
BPPPBP,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PBPPPP,5
PPPPPP,PBPBB,PPBPBB,5
PPBBBP,BPBPP,BPPPPB,5
BPPPPP,BPBPP,PPBBBB,5
BPBPPP,BPBPP,PBBBBP,5
BBPPPB,BPBPP,PPPBBP,5
BPPBPP,BPBPP,BBPBBB,5
BPPPPP,PBPBB,BBBPPB,5
BBBBBP,BPBPP,PPPPBP,5
BBBPPP,PBPBB,BBPBPB,5
BBBPBP,BPBPP,BPBBBP,5
BBPPPB,PBPBB,BBPPBB,5
BPPPBB,BPBPP,PPPPPB,5
PPPPPP,PBPBB,PPBBBP,5
BBPBBB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PBBPPP,5
BPBBBB,BPBPP,PPBBBB,5
PPBBBB,BPBPP,PBBBBP,5
BBBBPP,BPBPP,PBBPBB,5
PBBPBP,BPBPP,PBBBBP,5
BBPPPP,BPBPP,BBBBBB,5
BBBPPB,PBPBB,PBBPPB,5
BPPBBP,BPBPP,BBPBPP,5
BPPBPP,BPBPP,PBBPBB,5
BPBBBP,PBPBB,PBBPPP,5
BBPPBP,PBPBB,PPPPPB,5
PBBBPP,BPBPP,PBPPPB,5
PPPBPB,PBPBB,BBPBPB,5
BPBBBB,PBPBB,BPPBBP,5
BBPPPP,BPBPP,BPPPBP,5
BPPPBP,PBPBB,BBPBPB,5
PBBBBP,BPBPP,PBPPBB,5
BPPBBB,BPBPP,BPPPPP,5
PPPPPP,PBPBB,BBPBBP,5
BBPPBB,BPBPP,PPPPPP,5
PPBBPB,BPBPP,PBBBPB,5
PPBBBP,BPBPP,PPPPPP,5
BBPPPP,PBPBB,PPPBPB,5
PBBPPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PBBBBP,5
BPBBBP,PBPBB,BPBBBB,5
BBBPPP,BPBPP,BPPBPP,5
BBPBPB,PBPBB,PBBBBP,5
BBPBBB,BPBPP,PBPPBP,5
PPPBPP,BPBPP,BBBBPP,5
PPPBBP,BPBPP,BBBBPP,5
PBPPBP,PBPBB,BPBBPB,5
PPBBBB,PBPBB,BPPPPP,5
BPPPPP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PBBPPP,5
PBPBPB,PBPBB,PBPBPB,5
BBPPPP,BPBPP,PBPBBB,5
PBPBPP,PBPBB,BBPPPP,5
PPPPPB,BPBPP,PPBPPP,5
BBPBBP,BPBPP,BBBPBP,5
PBPPBB,BPBPP,PPPPBB,5
PPPBBB,PBPBB,BBPBBP,5
BBPBBP,PBPBB,PPPBBB,5
PBBBBP,BPBPP,BBBPBP,5
PPBBBP,PBPBB,BBPBBB,5
PBBPBP,BPBPP,PBBPBB,5
PBBBBB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,PBBPPP,5
PPPPPP,PBPBB,PBPPPP,5
BBBBPB,PBPBB,BBBBPP,5
BBPPPB,BPBPP,BPPBBB,5
PBBBPB,PBPBB,PPPPBP,5
PBPPPP,PBPBB,BBPPPB,5
BBBPPP,BPBPP,PPPBBP,5
BPBBBB,PBPBB,BPBPBP,5
PBBBPB,PBPBB,PBPPBP,5
PPPBPP,BPBPP,BPBBBB,5
PBPBBP,BPBPP,PBPPPP,5
BPPPPP,PBPBB,PPBBPB,5
PBBPPB,BPBPP,PBBPBP,5
PBPPPB,BPBPP,PPBBBB,5
BBPPBB,PBPBB,BPPPPP,5
PPPPBB,BPBPP,PPPPBP,5
PPPPPB,PBPBB,BBPPBP,5
BPPPBP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PBPPBB,5
PPBBBB,PBPBB,PPBPPP,5
PPBPPP,PBPBB,PPBBPB,5
PPPPPB,BPBPP,BBBPPB,5
BBBPPB,BPBPP,PBBPPP,5
PPPBPP,PBPBB,PBPBPB,5
BBPBPB,PBPBB,PBBBPP,5
BBBBBP,PBPBB,PBPPPB,5
BBPBPP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BPBBBB,5
PPPPBB,PBPBB,PBBPBB,5
PPBBBB,BPBPP,BPBPBP,5
PBPBPB,PBPBB,BPPBBP,5
BBBPPB,BPBPP,BBPBBB,5
BPBBPB,PBPBB,BPBBPB,5
BBBPPB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BBBBBB,5
BBBBBP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PBBPPP,5
BBBPBB,BPBPP,PBPBBB,5
BBPBPP,PBPBB,BPPPBP,5
PBBBPP,BPBPP,PPBBBP,5
BBBPPB,BPBPP,PPBBPP,5
BPPBPB,PBPBB,PBPPBP,5
BBPPBB,BPBPP,BPBBPP,5
BPPPBB,PBPBB,PBPBPB,5
PBBPBP,BPBPP,PBBBPP,5
BBBPBP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BPPPPB,5
PPBPPP,PBPBB,BBBBBP,5
PPBBBB,BPBPP,PBBBPB,5
PPPBBB,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PPPPBB,5
PPBPPP,PBPBB,BPPBBB,5
PPBBBB,PBPBB,BBBPBB,5
BBPPPP,PBPBB,BPBBPB,5
BBBPBB,PBPBB,PBBPBB,5
BBPPPP,BPBPP,PBPPBB,5
BBBBPB,PBPBB,BBPBBB,5
BBBBPP,BPBPP,PBPPPP,5
PBPPPP,BPBPP,PPBPBP,5
PBBBBB,BPBPP,BPPBBB,5
PBBBBP,PBPBB,BBBPBB,5
PPPBBP,PBPBB,PBPBPB,5
PBBPBP,BPBPP,BBPPBP,5
BPPBPP,PBPBB,BPPPPB,5
BBBPPP,PBPBB,BBBBBB,5
PBBBBP,BPBPP,BBBBBP,5
BBBBPB,PBPBB,PPPPPB,5
PPPPBB,PBPBB,PPPPBP,5
BBPPPP,BPBPP,PPBBPP,5
PBBPBP,BPBPP,BBPPPP,5
BPBBPB,PBPBB,PPPPBB,5
PBBPBP,BPBPP,BBPPPP,5
BPPBPP,PBPBB,PBBPPP,5
PBBPPP,BPBPP,PPPBBP,5
BBBBBP,PBPBB,BPPPPB,5
BBPPBB,BPBPP,PBBBPB,5
PPPBBB,BPBPP,BBBPBP,5
PPBBBP,BPBPP,PPBPBP,5
PBPPPP,BPBPP,PBBPBB,5
BBPBBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPPPBB,5
PBPPBB,BPBPP,BPBBBP,5
PPBPPP,PBPBB,PBPPBB,5
BPPBPP,PBPBB,BBBBBP,5
PPBBPP,BPBPP,BBBPBP,5
PPBBBP,BPBPP,BBBPPB,5
PBPBPB,PBPBB,PBBPPP,5
BBPPBB,PBPBB,PBBPPB,5
BBPPBB,BPBPP,PPBBBP,5
BPPBPP,PBPBB,BBBBPB,5
BBPPPB,PBPBB,PPPPBB,5
BPPPBP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PPBBBP,5
PPPBBB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,BPBBBP,5
PPBBPB,BPBPP,PPPPPP,5
PPBBPP,PBPBB,BBBBBP,5
BBBPBP,BPBPP,BBBPPP,5
BBBBBP,PBPBB,PPBPPB,5
PPPPPP,BPBPP,PPPPBP,5
PPPPPP,BPBPP,PBPPPP,5
PPPPPP,PBPBB,BBBBPP,5
BBPPPB,PBPBB,BPPPBP,5
PBBBPP,PBPBB,PBBPPB,5
BBPBBB,PBPBB,PPPPBP,5
PBBPBP,BPBPP,BPBBBB,5
BPBBBB,BPBPP,BBPPBP,5
PPPBBB,BPBPP,BPPPPB,5
PBBPBP,BPBPP,BPBBBB,5
BPBBBB,BPBPP,BBPPBP,5
PPPBBB,BPBPP,BPPPPB,5
BPPPPP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BBPPBB,5
BBBPBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBBPPB,5
BBPPBP,PBPBB,PBBPBP,5
BPBPPB,BPBPP,PBBBPP,5
BBBBPB,PBPBB,BPPBBB,5
BBBBPB,PBPBB,BPBBBB,5
BBBBPP,BPBPP,BBPPPB,5
PPBBBP,BPBPP,BBBPBP,5
PBPPBB,BPBPP,BPPBPB,5
PBPPBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PPBBPP,5
PBBPPB,BPBPP,PPBPBP,5
PBPBBB,PBPBB,PBBBBB,5
PPBBBB,BPBPP,PPBPBB,5
PPPBBB,PBPBB,PPPPBB,5
PPPPBB,BPBPP,PPPBPB,5
PPPBPB,PBPBB,BPPPBB,5
PPBBPP,PBPBB,PBBPBP,5
BPBBPB,BPBPP,PBPBPB,5
PPPBPB,PBPBB,PBBBPP,5
