before,flip_trigger,after,length,flip_to
BBPBPP,PBPBBB,BPBBPP,6,B
BBPPPB,BPBPPP,BPBBPB,6,P
PPBBPP,BPBPPP,PBBBBB,6,P
PBBBBB,PBPBBB,PPPPPB,6,B
BBBBPP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BBBBPP,6,B
BPPBPP,PBPBBB,BBBPPB,6,B
BPBPBP,PBPBBB,PPBBPP,6,B
BPBBPP,PBPBBB,BPBBBP,6,B
BBPBBB,PBPBBB,PBBPBB,6,B
BPBBPP,PBPBBB,BPBBBP,6,B
BBPBBB,PBPBBB,PBBPBB,6,B
PBPPPB,PBPBBB,PBBBPP,6,B
BPBPBP,PBPBBB,BBBPPP,6,B
BBBPPB,PBPBBB,PPBPBB,6,B
BBBPPP,BPBPPP,BBBBBP,6,P
PPBPBB,PBPBBB,PPBPBP,6,B
BBBPPP,PBPBBB,BBBBBB,6,B
PPBPPP,BPBPPP,BPPBBB,6,P
PPBBBP,PBPBBB,PBBBPB,6,B
PBBBPP,BPBPPP,PBBPPB,6,P
BPBBPP,BPBPPP,BPPPBB,6,P
BPBBPP,BPBPPP,BPPPBB,6,P
BBPPBP,BPBPPP,PPBBPP,6,P
PPBPBP,BPBPPP,PBBBBB,6,P
PBBPBB,PBPBBB,BBPBPP,6,B
BPBBBB,BPBPPP,BBPPBB,6,P
BPBBPP,BPBPPP,BPPBBP,6,P
BPPBPP,BPBPPP,PBPPPB,6,P
BBPPPP,PBPBBB,BBBBBP,6,B
BBPBPB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBPPBB,6,P
PBBBPB,PBPBBB,BPBPBP,6,B
PPBPBP,PBPBBB,PBBBBP,6,B
PPBBBP,PBPBBB,BBBBPP,6,B
BBPPPP,PBPBBB,BBPBBB,6,B
BBBPBB,BPBPPP,PPPBBB,6,P
BPPPPB,BPBPPP,PPPPBB,6,P
BPBBBB,BPBPPP,BBBPPP,6,P
BPBBBB,BPBPPP,BBBPPP,6,P
PPBBBP,PBPBBB,BBPPPB,6,B
PBBPBP,BPBPPP,BPPBBP,6,P
PPPPPB,PBPBBB,PBBBBP,6,B
PPPPPP,PBPBBB,PPBPBP,6,B
BBPBPB,BPBPPP,PPPBBP,6,P
BPBPPB,PBPBBB,BBPBPP,6,B
BPBBBB,BPBPPP,BBPBPB,6,P
BPPPBB,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,BBPBBP,6,B
BPBPPB,BPBPPP,PPBPBP,6,P
BBPBBP,PBPBBB,BPPBPB,6,B
BPPBPB,PBPBBB,PPPPPB,6,B
BPPPPP,BPBPPP,PPPBBP,6,P
BPPPBP,BPBPPP,BPPPBP,6,P
PPPBPP,PBPBBB,BBBBBB,6,B
BBPBBP,BPBPPP,PPPBBB,6,P
BPBPPP,BPBPPP,BPPBBP,6,P
PPBBPP,BPBPPP,PPBBBP,6,P
BBBBPP,BPBPPP,BBBBBP,6,P
BPBBPB,PBPBBB,BBBBPB,6,B
PPBBPP,BPBPPP,BPBPBP,6,P
BPPPBP,BPBPPP,BBPPPB,6,P
BBPPPB,BPBPPP,PPBBBB,6,P
BPPBBB,BPBPPP,PPPBBP,6,P
PPPPPB,BPBPPP,PBBPPP,6,P
PPPPPB,BPBPPP,PBBBBB,6,P
BBPPBP,PBPBBB,PBBPBB,6,B
PPBBBB,BPBPPP,PPBPBB,6,P
BBBBBB,BPBPPP,BPPBPP,6,P
PPPBBP,BPBPPP,BPPBBP,6,P
PPPPBB,PBPBBB,BBBBPB,6,B
PPPBBP,BPBPPP,PPBPPB,6,P
PPPBBP,BPBPPP,PPBPPB,6,P
BBBPPB,PBPBBB,PPBBPB,6,B
PBBPBP,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,BPPPBP,6,P
PBBPBP,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,BPPPBP,6,P
PPPBPP,PBPBBB,BBPPBP,6,B
BBBBPB,BPBPPP,PBBBPB,6,P
BPPPPB,PBPBBB,PBBBPP,6,B
BBPBBP,BPBPPP,BBBPPP,6,P
BPPPPB,PBPBBB,PBBBPP,6,B
BBPBBP,BPBPPP,BBBPPP,6,P
PPBBBB,PBPBBB,PBBBPP,6,B
PBBBPP,BPBPPP,PBPPBB,6,P
BPBBBB,BPBPPP,BBPPBP,6,P
BPBBPP,PBPBBB,PBBBBB,6,B
PBBPBP,PBPBBB,BBPPPP,6,B
BBBBBB,PBPBBB,BBBPBB,6,B
BBPBBB,BPBPPP,PPPBBB,6,P
BPBBBP,PBPBBB,BBPBPB,6,B
BBBBBP,BPBPPP,PBBBPB,6,P
PPPPBB,BPBPPP,BBBBBB,6,P
PPPPBB,PBPBBB,BPBBBB,6,B
PBBPPP,PBPBBB,PPBBPP,6,B
BPBBBB,PBPBBB,BPPPPB,6,B
BPPPPB,BPBPPP,PPBBPP,6,P
BPPBPP,PBPBBB,PPBPPB,6,B
PPBPBB,BPBPPP,BBBBBP,6,P
PPPBPB,PBPBBB,BBPBPB,6,B
PBBBBB,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,PBBBBB,6,P
BBBPPP,PBPBBB,BBPPPB,6,B
PBBBPP,PBPBBB,BPPPBP,6,B
BBBPPP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,BBBBPB,6,B
PPBBPB,PBPBBB,BBPPPP,6,B
BPPBBP,BPBPPP,BPBPPB,6,P
BBBBPB,BPBPPP,BPPBBB,6,P
PBBBPB,PBPBBB,PBBBBP,6,B
PPBBPP,BPBPPP,BPPPBB,6,P
PPBBPB,PBPBBB,PPBPBP,6,B
PBBBPP,BPBPPP,PPBPPP,6,P
PPPBPP,PBPBBB,BBBPBP,6,B
BBBBBP,BPBPPP,PBBPPP,6,P
BBBPBP,BPBPPP,PPBPBP,6,P
BBBPBP,BPBPPP,PPBPBP,6,P
BPBBPB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BPPPBP,6,P
BPBBPB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BPPPBP,6,P
PPPBBP,PBPBBB,PBPBBP,6,B
BPPBPB,PBPBBB,BBBPPP,6,B
PPBBPB,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BPPPPB,6,B
BBPPPB,BPBPPP,BBBBBP,6,P
BBPPPP,PBPBBB,PBBBBP,6,B
PPPBBP,BPBPPP,PPPBPP,6,P
PPPPBP,BPBPPP,PBBBBP,6,P
PBPPBP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BPBPBP,6,B
PPPBPP,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BBPBPP,6,B
BPBBBB,BPBPPP,BBPBPP,6,P
PBPPPB,BPBPPP,BBPPPB,6,P
PBPPBB,BPBPPP,BBBPPP,6,P
PBPPBB,BPBPPP,BBBPPP,6,P
BBBBPB,PBPBBB,PBPBPP,6,B
PBBPBB,BPBPPP,PPBPBB,6,P
PBBBPB,PBPBBB,BPBBPP,6,B
PBBBBB,PBPBBB,BBPBPB,6,B
BBPPPB,PBPBBB,BBPBPP,6,B
BPBBBB,BPBPPP,PPBPBP,6,P
PPBBBB,PBPBBB,PBBBBB,6,B
PBBBPP,PBPBBB,BPPPBB,6,B
PBBBPB,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,PBPBPB,6,P
PPPPBP,BPBPPP,BPPBBB,6,P
PPBPPP,PBPBBB,PPBPBB,6,B
BBPPPB,BPBPPP,PPPBBP,6,P
BBBPPP,PBPBBB,PBBBBP,6,B
BBBPPP,PBPBBB,PBBBBP,6,B
BBPBPP,BPBPPP,BBPBPB,6,P
BBBPBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,PPPPPB,6,P
BBBPBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,PPPPPB,6,P
BBBPBP,PBPBBB,PPBPPB,6,B
BBBPBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,PPPPPB,6,P
PPPPBP,PBPBBB,BPPPPP,6,B
PBBPBB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BPBPBB,6,P
BPBPPB,PBPBBB,BPBPPB,6,B
BPPBPP,PBPBBB,PBBPPB,6,B
BPBPBP,PBPBBB,PPBBPB,6,B
BBPBBP,BPBPPP,PBPBPB,6,P
BBPBBP,BPBPPP,PBPBPB,6,P
BPBBPP,PBPBBB,PPPBBB,6,B
PPBPPB,PBPBBB,BPPBBB,6,B
PPPPBP,BPBPPP,PBPPBP,6,P
PPPPBP,PBPBBB,PPBBBB,6,B
PPPPBP,PBPBBB,BPPBBB,6,B
BBPBBB,PBPBBB,BBBPBB,6,B
BBBBPB,BPBPPP,BBBBBB,6,P
BBBBPP,BPBPPP,BPPBBP,6,P
BBPPPB,PBPBBB,BPPPPB,6,B
PBPPBP,PBPBBB,PPPBBB,6,B
PPPBPP,PBPBBB,BBBPBB,6,B
BPBBPB,BPBPPP,BBPPBP,6,P
BBPPBP,BPBPPP,BPPPPB,6,P
PPPBPP,PBPBBB,BBBPBB,6,B
BBBPPB,PBPBBB,PPBBPB,6,B
PBPBPP,BPBPPP,BBPBPB,6,P
PPPBBP,BPBPPP,BBPBPB,6,P
PPPBBP,BPBPPP,BBBBBP,6,P
BPBPPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BPBBBP,6,B
BPBPPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BPBBBP,6,B
BBPPPB,BPBPPP,BPBBPB,6,P
PPBPBB,PBPBBB,BBBBBB,6,B
BBBPBP,PBPBBB,BPBBBB,6,B
PPBPPP,PBPBBB,PPBBBB,6,B
BBBPPB,BPBPPP,BPPBBB,6,P
PBBBBB,BPBPPP,PBPPBP,6,P
PPPPBB,BPBPPP,BBPBBP,6,P
PPPPBB,BPBPPP,BBPBBP,6,P
PBBBBB,BPBPPP,PPBPPP,6,P
PPBPBP,PBPBBB,PBBPBB,6,B
PPBPBB,PBPBBB,PBBPPB,6,B
BBBBBB,PBPBBB,PPBBPP,6,B
BPPBBP,PBPBBB,BBPBBP,6,B
BBBBPB,BPBPPP,BPBPBP,6,P
PBPBBP,BPBPPP,PPBBPB,6,P
PBBPBB,PBPBBB,PPBBBP,6,B
PBBPBB,PBPBBB,PPBBBP,6,B
PPPBBB,BPBPPP,PPPBBB,6,P
BPPBBB,BPBPPP,BPBBPB,6,P
PPPBBB,BPBPPP,PPPBBB,6,P
BPPBBB,BPBPPP,BPBBPB,6,P
PPPBBB,BPBPPP,PPPBBB,6,P
BPPBBB,BPBPPP,BPBBPB,6,P
PPPBBB,BPBPPP,PPPBBB,6,P
BPPBBB,BPBPPP,BPBBPB,6,P
BPBBPP,PBPBBB,BBPPPP,6,B
PPPBBP,PBPBBB,PPPPBP,6,B
PBPBPP,BPBPPP,PPPPBP,6,P
PPPPPP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPBPPB,6,B
PPPBBP,PBPBBB,PPPPBP,6,B
PBPBPP,BPBPPP,PPPPBP,6,P
PPPPPP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPBPPB,6,B
BBPPBP,PBPBBB,PBPPPB,6,B
PBPPPB,BPBPPP,PBBBBB,6,P
PBBBPB,BPBPPP,PBBBBP,6,P
PPBPBP,PBPBBB,PPPPBB,6,B
BPPPPP,PBPBBB,BBPBPP,6,B
BPBBBB,BPBPPP,PPBPBP,6,P
PBPPBB,BPBPPP,PPPPPP,6,P
PPBBBP,BPBPPP,BPPPPB,6,P
PPBBBP,BPBPPP,BPPPPB,6,P
BPBPBP,BPBPPP,BBPPBP,6,P
BBBPBB,BPBPPP,BBBPBB,6,P
BBBPBB,BPBPPP,BBBPBB,6,P
PPBPPP,BPBPPP,PPPPBB,6,P
BPPBBP,PBPBBB,BPPBBB,6,B
BBBPPB,BPBPPP,PPPBBP,6,P
PPPBBP,PBPBBB,PPBBPB,6,B
BBPBBP,PBPBBB,BPBPBP,6,B
BBBBPB,BPBPPP,PBPBPB,6,P
PPPPBP,BPBPPP,PPPPBB,6,P
PPPPBP,PBPBBB,PPPPBB,6,B
PBPBPB,BPBPPP,BPBBBP,6,P
BPBPBP,PBPBBB,BBPPBB,6,B
BBPBPB,BPBPPP,PBPPBP,6,P
PBPBBP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BPBBPB,6,B
PBPBPB,BPBPPP,BBBBBP,6,P
BBBBBP,PBPBBB,PPPPPP,6,B
PBBBBP,BPBPPP,PBPPPP,6,P
BPPBPB,BPBPPP,BPPBBP,6,P
PPBBPP,PBPBBB,BPBBPP,6,B
PBBPBP,PBPBBB,PBBPBB,6,B
BBBPBP,BPBPPP,PBBBPB,6,P
BBPPPP,BPBPPP,PPBBPP,6,P
BBBBBP,BPBPPP,PBPBPP,6,P
BBBBPB,BPBPPP,BBPBPB,6,P
PPPBBP,BPBPPP,BPPPBP,6,P
BBPPBP,PBPBBB,BBBPBB,6,B
PBBPBP,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,PBBPPB,6,P
PBBPBP,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,PBBPPB,6,P
PPPPBB,PBPBBB,PBBBPB,6,B
BBBPBB,BPBPPP,BBPPBP,6,P
PBPPPP,BPBPPP,BPPPBP,6,P
PPPBPP,PBPBBB,BBBBPB,6,B
BPPBPP,PBPBBB,PPBPBP,6,B
PBBBPP,BPBPPP,BBPBBB,6,P
PPPPBP,PBPBBB,PBPBPB,6,B
PBBBPB,PBPBBB,BBPPBP,6,B
BBBBPB,BPBPPP,PPBPPP,6,P
PPBPBP,BPBPPP,BBBBPB,6,P
BBBBPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BPPPBP,6,B
PPPBPB,PBPBBB,BPBBPP,6,B
BPPPPB,BPBPPP,BBBBBB,6,P
PPPBBP,PBPBBB,PBBPBB,6,B
PBBPPP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BPPBPP,6,B
BPPBPP,PBPBBB,BPPBBB,6,B
PBBPPP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BPPBPP,6,B
BPPBPP,PBPBBB,BPPBBB,6,B
BBPPPB,PBPBBB,BPBBBP,6,B
BBPPPB,PBPBBB,BPBBBP,6,B
BBPPPB,PBPBBB,BPBBBP,6,B
PPBBPB,BPBPPP,PBBPBB,6,P
PBPPBB,BPBPPP,PPBBBB,6,P
PPBBPB,BPBPPP,PBBPBB,6,P
PBPPBB,BPBPPP,PPBBBB,6,P
PBBPPP,BPBPPP,PPBPBP,6,P
BBBBBB,PBPBBB,BPPBBP,6,B
BBBPPB,PBPBBB,BBBPBB,6,B
BBBPPB,PBPBBB,BBBPBB,6,B
BBPBBP,PBPBBB,BBPBBB,6,B
BBPPBP,PBPBBB,BBBBPB,6,B
BBBBBB,BPBPPP,BBBBBP,6,P
BBPBBP,PBPBBB,BBPBBB,6,B
BBPPBP,PBPBBB,BBBBPB,6,B
BBBBBB,BPBPPP,BBBBBP,6,P
PBPPPP,BPBPPP,PBPPBB,6,P
PBBPPB,BPBPPP,PBPPBB,6,P
BPPPPP,BPBPPP,PPPBPP,6,P
PBBPBP,BPBPPP,BPBPPP,6,P
PPBPPB,BPBPPP,BPPPPP,6,P
BPPBBB,BPBPPP,PBPBPB,6,P
PBPBBP,PBPBBB,PPBBBP,6,B
BBPBPP,BPBPPP,BBPBBB,6,P
BBBBPB,BPBPPP,BPPBPB,6,P
BPPPBP,PBPBBB,BBPPBB,6,B
PBPBPB,BPBPPP,PBBPPP,6,P
BPPPBP,BPBPPP,BPPPPP,6,P
BPBPBP,BPBPPP,BBPBBP,6,P
BBPPBB,BPBPPP,PBBPPB,6,P
PPBBPP,BPBPPP,PPPPPP,6,P
BPPBPP,PBPBBB,PBBBBB,6,B
BBBPBB,BPBPPP,PBBBPP,6,P
PBBPBB,PBPBBB,BBBBPP,6,B
PPBBPP,PBPBBB,PPBBPB,6,B
BBBBPP,PBPBBB,BBBPPP,6,B
PBBPBB,BPBPPP,BBPBPB,6,P
BPPPBB,PBPBBB,BBBBPB,6,B
PPBBBP,PBPBBB,BPBBPP,6,B
PBPPBP,PBPBBB,BBPBPB,6,B
BPPBBP,BPBPPP,PBPPBP,6,P
PPPBPB,BPBPPP,PPPPBP,6,P
BBBBPP,PBPBBB,BBPPPP,6,B
PPPPPB,PBPBBB,PBBPBP,6,B
PPPBBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,PPBBBB,6,P
PPPBBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,PPBBBB,6,P
PPBBPB,PBPBBB,PPBPBB,6,B
PBPBBP,PBPBBB,PBPPPP,6,B
PPBPBB,BPBPPP,PPPPBP,6,P
PPBPBB,PBPBBB,PPBPPB,6,B
BBBPPB,BPBPPP,BBPPBB,6,P
PBPPBP,PBPBBB,PBBPPP,6,B
BBBPPB,BPBPPP,BPBBPP,6,P
PPPPBB,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BPBPPB,6,B
PBPBPB,BPBPPP,PBBBPB,6,P
BPBBPP,PBPBBB,PPBBBB,6,B
BBPBBP,PBPBBB,BPPPBP,6,B
PBBBPP,BPBPPP,BBBBBP,6,P
PBBPBP,PBPBBB,PPPPBB,6,B
BPPPPB,BPBPPP,PBBPBB,6,P
PBPPPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BPPBBB,6,B
BPPBBP,BPBPPP,PPBBBB,6,P
PPPPBP,PBPBBB,BPBBBB,6,B
BBBPPB,PBPBBB,PPBBPB,6,B
PPPBPP,PBPBBB,PBBPPP,6,B
PPPBBP,PBPBBB,BPPBBP,6,B
PBPPBP,PBPBBB,BPBBPP,6,B
PBBPBB,PBPBBB,PBBPBP,6,B
BBBPBB,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,BBPBPP,6,B
PBBPBB,PBPBBB,PBBPBP,6,B
BBBPBB,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,BBPBPP,6,B
BPPBBP,PBPBBB,PPPPPP,6,B
BPBBPB,PBPBBB,PPPBBB,6,B
PPPBBB,PBPBBB,PPPPPP,6,B
BPBPPB,BPBPPP,BPBPPB,6,P
BPBBPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PBPPPP,6,B
BPPBBP,PBPBBB,PBPPBB,6,B
BPPBBP,PBPBBB,PBPPBB,6,B
BPPBBP,BPBPPP,PBBBPB,6,P
BPPPBP,PBPBBB,BPPBPP,6,B
PPPBBP,BPBPPP,BBBBBB,6,P
PPPPBB,BPBPPP,BBPBBP,6,P
BPBBPB,BPBPPP,BBBBBB,6,P
BBBBBP,PBPBBB,BPBBPB,6,B
BBBPBB,PBPBBB,PPPBPB,6,B
PBBPBP,PBPBBB,PBBPBB,6,B
PPBBPP,PBPBBB,BBBPPB,6,B
BBPPPB,BPBPPP,BBBBBP,6,P
PPBPPB,BPBPPP,BPBBPB,6,P
PBPBBP,BPBPPP,PPBPBB,6,P
PPPBPB,BPBPPP,PPPBPB,6,P
BBBPPP,PBPBBB,BPBBBB,6,B
BBBPPP,PBPBBB,BPBBBB,6,B
PPBPBB,PBPBBB,BBBBPB,6,B
PBBBBP,BPBPPP,BBPBBP,6,P
BBPBBP,BPBPPP,PBBPPB,6,P
BPBBPB,PBPBBB,BBPBBP,6,B
BPBBBB,PBPBBB,PBBBPB,6,B
PBPPBP,BPBPPP,BPPPPB,6,P
BBPBPP,BPBPPP,PPPPBB,6,P
BPBPBP,BPBPPP,BPPBPB,6,P
PPPBPB,PBPBBB,BBPPPB,6,B
PBBBPP,PBPBBB,PPPBPB,6,B
BBPPPB,PBPBBB,BPPPBP,6,B
BPPBPB,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BBBPPB,6,B
PBBBPP,PBPBBB,PPPBPB,6,B
BBPPPB,PBPBBB,BPPPBP,6,B
BPPBPB,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BBBPPB,6,B
BPPPPB,PBPBBB,PBPBPB,6,B
PBPBPB,BPBPPP,PBBBPB,6,P
PBPPBP,BPBPPP,PBBPPP,6,P
BBPBBB,BPBPPP,PBBBBB,6,P
BPPBBP,BPBPPP,PPPBBB,6,P
BPPBPP,BPBPPP,PPBPPP,6,P
PBPPPB,PBPBBB,PBBPPB,6,B
PBBPBP,BPBPPP,BBBBBP,6,P
PBBBBB,PBPBBB,BPBPPB,6,B
BPBBPP,PBPBBB,BBPPPB,6,B
BBPPPP,PBPBBB,PPPBBP,6,B
PBPBBP,BPBPPP,PBPPPP,6,P
BBPPBP,BPBPPP,BPBBPP,6,P
PBBPPP,PBPBBB,BPBPPB,6,B
PPBBPB,PBPBBB,BBBBBB,6,B
PPPPBP,PBPBBB,BPPBBP,6,B
PPBBPP,PBPBBB,PBBBPB,6,B
BBPBBB,PBPBBB,PPPPPB,6,B
PPPPBP,PBPBBB,BPPBBP,6,B
PPBBPP,PBPBBB,PBBBPB,6,B
BBPBBB,PBPBBB,PPPPPB,6,B
BBPBBB,BPBPPP,BPPBBP,6,P
PBPPBB,PBPBBB,BBPPBB,6,B
PPBBPB,PBPBBB,PBBBPB,6,B
BBPPPP,BPBPPP,BPPBBP,6,P
PBBPBB,PBPBBB,BBPPPB,6,B
BBBBBB,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,BPPPBP,6,B
BPBPBB,PBPBBB,BBBPPB,6,B
BPBBBB,BPBPPP,BPPBPP,6,P
PBBPBB,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,BBPBBP,6,B
PBBPPB,PBPBBB,BBPPPB,6,B
BBPPBB,PBPBBB,BBPBPB,6,B
BBPPBB,PBPBBB,BBPBPB,6,B
BPPPPP,BPBPPP,BBPBPP,6,P
PPPBBP,BPBPPP,BPBPBP,6,P
PPBBBB,PBPBBB,BBBBBP,6,B
BBPBPB,BPBPPP,PBBPBB,6,P
BBPBPB,BPBPPP,BBBPPP,6,P
BPBBPP,BPBPPP,BPBPBP,6,P
BBPPPB,BPBPPP,PPBPPP,6,P
BPBPPB,PBPBBB,BBBPBP,6,B
PBBBBB,BPBPPP,BBBPBB,6,P
PBPPBB,BPBPPP,PPBPPP,6,P
PPBPBB,PBPBBB,BBBPBB,6,B
PBBPBB,BPBPPP,PPPBBB,6,P
BPBPBP,PBPBBB,PPBBPP,6,B
BPPBBP,PBPBBB,BBPBPB,6,B
BPBBBP,PBPBBB,PBBBPP,6,B
PBBBBP,PBPBBB,PPPBPB,6,B
BPBBBP,PBPBBB,PBBBPP,6,B
PBBBBP,PBPBBB,PPPBPB,6,B
BBPPBP,PBPBBB,PBPPBP,6,B
PBBPBB,PBPBBB,BBBPBP,6,B
BBPPBP,PBPBBB,PBPPBP,6,B
PBBPBB,PBPBBB,BBBPBP,6,B
BPBBBB,PBPBBB,BPPPPB,6,B
BPPBBB,BPBPPP,BBBBPP,6,P
BBPBBB,PBPBBB,PPPBBP,6,B
PBBPPP,PBPBBB,PPPBBP,6,B
PPPPBB,BPBPPP,BPPPPB,6,P
PBBBBP,BPBPPP,PBBBPP,6,P
BPBPPB,PBPBBB,PBBPPP,6,B
PBPPPB,PBPBBB,PBPBBP,6,B
BPBPBB,PBPBBB,BBBPBB,6,B
BBBBPP,BPBPPP,PBBBBB,6,P
BBBBPP,BPBPPP,PBBBBB,6,P
BPBPBP,BPBPPP,PBBBBB,6,P
PPPBBB,BPBPPP,PBBPPB,6,P
PPPBBB,BPBPPP,PBBPPB,6,P
BPBPPB,PBPBBB,PBPPBB,6,B
BPPPBP,PBPBBB,PBBPBP,6,B
BBBBPP,PBPBBB,PPPPBP,6,B
PBPBPB,BPBPPP,PBBBPB,6,P
PPPBBB,BPBPPP,BPPPPB,6,P
PPBBBB,PBPBBB,BBBPPP,6,B
PPBPBP,PBPBBB,PBBPPP,6,B
BBBBBP,PBPBBB,BBBPPP,6,B
BBBBBP,PBPBBB,BBBPPP,6,B
PBBPBB,BPBPPP,BBBBPP,6,P
BPPPPB,BPBPPP,BPPBPB,6,P
PPPBPP,BPBPPP,PBBPPB,6,P
PPPBBP,PBPBBB,BBBPBP,6,B
BPPPBB,BPBPPP,PPBBBP,6,P
PBPBBP,PBPBBB,PPPPBB,6,B
PBPBBP,BPBPPP,PBBPPB,6,P
BBPBPB,PBPBBB,BBBPPP,6,B
PPBBBP,BPBPPP,PBPPBB,6,P
PPBBBP,BPBPPP,PBPPBB,6,P
PPBBBP,BPBPPP,PBPPBB,6,P
PPBBBP,BPBPPP,PBPPBB,6,P
BBPBBP,PBPBBB,BBBBBP,6,B
PPBBPB,BPBPPP,BPPPPP,6,P
PBBPPB,BPBPPP,BPPBBB,6,P
BBPBBB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,BBBBBB,6,B
BBBBPP,PBPBBB,BBPPPP,6,B
PBBBBB,BPBPPP,BBPBBB,6,P
PBBPBB,BPBPPP,PBPPBP,6,P
PPPPBP,PBPBBB,PPPPBB,6,B
PBBBBB,BPBPPP,BBPBBB,6,P
PBBPBB,BPBPPP,PBPPBP,6,P
PPPPBP,PBPBBB,PPPPBB,6,B
PBPPBB,BPBPPP,BPPBBB,6,P
PBPPBB,BPBPPP,BPPBBB,6,P
BBPBBB,PBPBBB,PPPPBB,6,B
BBPBBB,BPBPPP,BBBPBB,6,P
BBPBBB,BPBPPP,BBBPBB,6,P
BBBPPP,PBPBBB,BBBBBB,6,B
PBBPBB,BPBPPP,PBPBPB,6,P
PPPPBP,BPBPPP,PPPPPB,6,P
PPPPPP,PBPBBB,PBPBBB,6,B
BBBPPP,PBPBBB,BBBBBB,6,B
PBBPBB,BPBPPP,PBPBPB,6,P
PPPPBP,BPBPPP,PPPPPB,6,P
PPPPPP,PBPBBB,PBPBBB,6,B
PPBBPP,PBPBBB,PPBBPP,6,B
BPPPBP,BPBPPP,BBBPPB,6,P
BPPBPB,PBPBBB,BPBBPP,6,B
BBPBPP,BPBPPP,PPPBBB,6,P
BBBBPP,PBPBBB,PPBBBB,6,B
BPPBPB,PBPBBB,BBBPPB,6,B
PBPPBB,PBPBBB,BBBBPP,6,B
PBBPBB,PBPBBB,PPPBPB,6,B
PBBPBB,PBPBBB,PPPBPB,6,B
BPBBPB,BPBPPP,PPBPBB,6,P
PBBPPB,BPBPPP,PBPBBP,6,P
PPPPBP,PBPBBB,PBBBPB,6,B
PBBPPB,BPBPPP,PBPBBP,6,P
PPPPBP,PBPBBB,PBBBPB,6,B
BPBBPP,BPBPPP,PBPPPB,6,P
BPBBPP,BPBPPP,PBPPPB,6,P
BBBPBP,BPBPPP,PPBPPB,6,P
BPBPBP,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,PBBPBP,6,P
PPPPBB,PBPBBB,PBPBBP,6,B
BBPPPP,BPBPPP,BPBBPB,6,P
BPBBBB,PBPBBB,BBPPBP,6,B
BBPPBP,BPBPPP,PBPPBP,6,P
BPBPBP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,BBPPPB,6,B
BPBPBP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,BBPPPB,6,B
BPBPBP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,BBPPPB,6,B
BPBPBP,PBPBBB,PPPPBB,6,B
BPBPPB,BPBPPP,BPBBPP,6,P
BPBPPB,BPBPPP,BPBBPP,6,P
BBBBBP,PBPBBB,BBPPBB,6,B
PPBBPB,BPBPPP,BPBPBP,6,P
BPBPBP,PBPBBB,PBBBBP,6,B
BPPPPP,BPBPPP,BPBPBP,6,P
