before,red_not_tidt,after,length
PPBBPP,BPBPBBPBBB,PPPPBP,10
PBBPPP,BBBBBBBPBBB,PPBPPB,11
BPPPPP,BBPBPBBBPBBBB,PPBBPB,13
PBPBPP,BPBBBBBPBBPB,PPBPPB,12
BPPPPP,BBBBPBBPBBB,PPBPBP,11
BPBPPP,BBBPBPBBBPBPBBBPBPBB,PPPBBP,20
BPBBPP,BBPBBPBBPB,PPPBBP,10
BPPBPP,BBPBBPBPBPB,PPPPBB,11
BPBPPP,BPBBBPBPBBBB,PPBBBB,12
PBPPPP,BBBPBBBBBBBBBPBBB,PPBBBB,17
PPPBPP,BBPBPBBPBPB,PPBBBB,11
BPPPPP,BBPBPBPBPBBBB,PPBBBB,13
PBPPPP,BPBBBPBBBPB,PPBBBB,11
BBBBPP,BBPBBPBBPB,PPBBPB,10
PPPBPP,BBBPBBBBBBBB,PPBBPB,12
BBBBPP,BBPBBBBPBBPBPBBPBPB,PPBBPP,19
PPPBPP,BPBBPBBBBPBBBPBBPBBB,PPPBBB,20
PBBPPP,BBBBBBBBBBBPBB,PPPPBP,14
BPPBPP,BBBPBBPBBBPBBPB,PPPBBP,15
BPPPPP,BPBPBBBBBBPBBPB,PPBPPP,15
BPBBPP,BBBBPBPBPBPB,PPBPPB,12
BBBPPP,BPBBBPBBPBB,PPBPBB,11
BBBPPP,BBPBBPBPBB,PPBBPB,10
BPBPPP,BBBBBBBBBBBBBBBPBBBBBBBPBBBBBBBBPB,PPPPPP,34
BBPPPP,BBBBBBBPBBB,PPPPBP,11
PPPBPP,BPBBBBBBPBB,PPBPPP,11
BPPBPP,BBBBBBBBPBBBBB,PPPPBP,14
BBBBPP,BBBPBBBBPBPBBBPB,PPBBBB,16
BBPBPP,BBPBBBBBPBPBBBPBB,PPPPBB,17
BBPPPP,BBPBPBBBBB,PPPPPP,10
BPBBPP,BBBBBBBPBBBBB,PPPPBB,13
BPPBPP,BBBBPBPBBPB,PPPBBB,11
PPBPPP,BBBBBBPBBPBB,PPBBPB,12
PPBPPP,BBPBBPBBBBB,PPPBBP,11
PBBPPP,BBBBBPBBPB,PPBBPB,10
PBPPPP,BBBBPBBPBBBBB,PPPPPP,13
PPBBPP,BPBBBBBPBBBBBB,PPBBBB,14
BBBBPP,BBBBPBPBBPB,PPPBPB,11
BPPBPP,BBPBPBPBPBPBB,PPPBPB,13
BBBBPP,BPBBPBPBBPBB,PPPPPP,12
PPBPPP,BPBBBPBBPBBBPBBBBBPBB,PPPPBP,21
BPBPPP,BBBBPBBBBB,PPPBBP,10
BPPBPP,BBBPBBBBPBB,PPBBPP,11
BBPPPP,BPBPBPBPBB,PPBBPP,10
BBBPPP,BBBBBBBBBBPBBBBBB,PPPPPB,17
BPPPPP,BBPBBPBPBPBBPBPBBPBPBBPB,PPPBBB,24
BPBPPP,BBBBBPBBBPBBBBBB,PPPPPB,16
PBBPPP,BBBPBBPBBBBBBBPBB,PPBBPP,17
PBBPPP,BBBPBBBBBB,PPPPPP,10
PPPBPP,BPBBPBBBPBBPBPBBBPBPBPBBB,PPBBBP,25
BBPPPP,BBBBBPBPBB,PPBPBB,10
BPBBPP,BPBBBBPBBBPB,PPPPPP,12
PPBPPP,BPBBBBBPBB,PPBBBP,10
BPBPPP,BBBBBBBBPBPBPBPB,PPBPPB,16
BPPBPP,BBPBBBBPBB,PPPPPP,10
PBBPPP,BBBPBBPBPBBBBPBPB,PPPPBB,17
PPBBPP,BBPBBBBBBB,PPPBPB,10
PBBBPP,BPBPBBBBBPBPB,PPPBBB,13
PPBBPP,BPBPBBPBBBB,PPPPPP,11
PPPBPP,BPBBBBBBPB,PPPBBP,10
BPBPPP,BBPBBBBPBBPB,PPBBPP,12
BPBPPP,BBBBBBBPBPBB,PPPPPP,12
PPPPPP,BPBBBBBBBB,PPBPBP,10
PPBPPP,BPBBPBBBBB,PPPPPP,10
BPPBPP,BBBBBBBBBBBBPBPBBB,PPBBBP,18
BBBPPP,BPBPBBBBBB,PPPPBP,10
PBPPPP,BPBBBBBBBBB,PPPBPP,11
PPPPPP,BBBBPBPBBPB,PPPPBP,11
PBPBPP,BBBBBBBBBPBPBPB,PPBPBB,15
BBBBPP,BBPBBBBBBPBPB,PPBBPP,13
PPBBPP,BBBBPBBPBBBB,PPBPPB,12
PPPPPP,BPBBBBBBBPBBPBPBB,PPPBBP,17
PPPBPP,BBBBBBBBPBBBBPBBBBBBBBBB,PPPPPP,24
PPBPPP,BBBBBBBBBB,PPPBPB,10
BBBPPP,BPBPBBBBPBBBB,PPBPBB,13
PBBBPP,BBBBBBPBBPBBBBBBB,PPBBPP,17
PBBPPP,BBBBBBPBBB,PPBPPP,10
BPPPPP,BPBBBBBBPB,PPBBBB,10
PPPBPP,BBBPBPBBBPB,PPPBPP,11
PPPPPP,BBBPBPBBPBBBBBPBBB,PPPBBB,18
BBBPPP,BPBBBPBBPB,PPBBPP,10
BPPPPP,BPBBBBBPBB,PPPPBP,10
BPPBPP,BPBBBBBBBBBBBBBBBBBBPB,PPBPPP,22
PBBPPP,BBBBBPBBBBBBBPB,PPPBPP,15
PPBBPP,BPBBBPBPBBBPB,PPPPBP,13
BBBBPP,BBBBBBPBPBB,PPPPPP,11
PPBPPP,BBPBPBBBBBB,PPPPPP,11
BBBBPP,BPBBPBBBBBPBB,PPBBBP,13
PPPBPP,BPBBPBBBBBBBBPBBPBBB,PPBBBB,20
PPPBPP,BBPBPBBBBPBB,PPPBBP,12
PBBPPP,BBBBBBBBBPB,PPPBPB,11
PPPPPP,BBPBBPBPBBB,PPPBPP,11
BPPBPP,BBPBBBPBBB,PPBPBP,10
PBBBPP,BPBPBBPBBB,PPBBBB,10
PPPPPP,BBBBPBBBBBPBBBBBPBBPB,PPPPPP,21
PPPPPP,BBBPBBBPBBBBPBBBB,PPPPPB,17
BPPPPP,BBBBBBBPBB,PPBBBB,10
PPPPPP,BBBPBPBBBBBPB,PPBBPB,13
BPPPPP,BBBPBBBBBBBBPBBBBBPB,PPPBBP,20
BBPPPP,BPBPBBPBPBPB,PPPPPP,12
BBBBPP,BBBBBBPBPBB,PPPPPP,11
BPPBPP,BBBBBPBBBBPBB,PPBBPB,13
BPPPPP,BBPBPBBBPBBPBBPBPBBBBB,PPBBPP,22
BBPPPP,BBBPBPBPBBBB,PPBPBP,12
PBBBPP,BBBBPBBPBB,PPBPBB,10
PPBPPP,BBBPBPBBBBPBPB,PPBPPB,14
PPBPPP,BBBBBPBBPBB,PPPBBP,11
BPBPPP,BPBPBBBBBPBPBBB,PPPPPP,15
BPBPPP,BPBBBBBPBBPBBBBBBBBB,PPBPBP,20
BPPPPP,BBBBBBBPBPB,PPBPBB,11
BPPBPP,BBBBBPBBBB,PPBPBP,10
PBBPPP,BPBBBBBBBB,PPBPPP,10
BBPBPP,BPBBBBBBBBBB,PPPPBB,12
BBPPPP,BBBBBBPBBB,PPBPPP,10
PPPPPP,BBBPBBBBBBBPB,PPPPBB,13
BPBBPP,BBBPBBBBBBBPBB,PPBPPP,14
BBBPPP,BPBBBBBBBB,PPPBBB,10
BBPPPP,BBBBBBBPBBPB,PPPBBB,12
BPBPPP,BBBBBPBBBBPB,PPPBPP,12
BBBPPP,BBBBPBBBPBBBBBBPBBB,PPBPPP,19
PPPBPP,BPBPBPBBPBB,PPPBPB,11
PPPPPP,BPBPBBBBBPBBB,PPPBBB,13
PBBPPP,BPBPBPBBBBPB,PPPPPB,12
BPBBPP,BBBBPBBPBBPB,PPPPBB,12
BBPPPP,BBPBBBBBBPBB,PPPBBP,12
BBBPPP,BPBBBPBBBPBBBPBBBBPBB,PPPPBB,21
PPBPPP,BBBPBPBBPB,PPBBBB,10
BPPPPP,BBBPBPBBBB,PPBBBB,10
PBPBPP,BBBBBBPBBPBPB,PPBPPB,13
BPPBPP,BBBBBPBBPB,PPBBBB,10
BPPPPP,BPBPBBPBPB,PPBPPP,10
PPBPPP,BBBPBBBPBPBB,PPPPBP,12
PPBPPP,BPBPBPBBBPBBPB,PPPPPP,14
BBPBPP,BBPBPBBBPBBPBB,PPPPBP,14
PPBBPP,BPBBBBPBBB,PPBBBB,10
BBBBPP,BBPBPBBBBPBPBB,PPBPPB,14
PPBBPP,BBBBBBBBPBBBB,PPBBBB,13
PPPBPP,BBPBBBBBBBBPBBBPB,PPBPBB,17
BBPBPP,BPBBBBBBBPB,PPBBBB,11
BBBPPP,BPBBPBBPBBPBPBPB,PPPPBB,16
BBBPPP,BBBBBBBBBBB,PPPBPP,11
PBBBPP,BBBBBBBBBBBBBBPBBBBBPBBB,PPBPPB,24
BPPPPP,BPBBBBBBBBB,PPPBBP,11
BPPPPP,BPBBPBPBBBBBBPBPBBBPBB,PPBBBB,22
PPPBPP,BPBPBBBBBBBBBB,PPPBBP,14
BBBPPP,BBPBBBPBBBBBBBB,PPBPPP,15
BBBPPP,BBBPBBPBPB,PPBBBB,10
PBPBPP,BBBBPBBBBBB,PPPPBB,11
BBBBPP,BBBBBBBBBBPBBBBPBPB,PPPBPB,19
PBBBPP,BBBPBPBPBPBB,PPPPBB,12
BBPBPP,BPBBBPBPBB,PPPBPB,10
BBBPPP,BBBBBBBBBBB,PPPBBB,11
BBPPPP,BPBPBBBBBBPB,PPPBBB,12
PBPPPP,BPBBBBPBPBBB,PPBBBB,12
PBPPPP,BBPBPBPBBBB,PPPBBB,11
BBBPPP,BPBPBBBBBBPBB,PPPPBB,13
BBBPPP,BPBBBBBBBB,PPPBPB,10
PPBPPP,BBBBBPBBBBPB,PPPPBP,12
BBBPPP,BBBBBBBBBPBB,PPPPPB,12
PPPPPP,BBBBBBBBPBPBB,PPPPBB,13
PPPPPP,BBPBBBPBBBPBBPB,PPPPPB,15
BBPPPP,BBBBBBPBPBBBBBBPB,PPBBPB,17
BPPBPP,BBBBBPBBPBBPBBPBBB,PPPPBB,18
BPPPPP,BPBBPBBBBB,PPPPPP,10
PPBPPP,BBBBBBBBPBPBBPBB,PPBBBB,16
BPBPPP,BBBBBBPBPBB,PPPBPB,11
PBPPPP,BPBBPBBBBPBBB,PPBBPB,13
BPPPPP,BBPBBBPBBBBBBPBBB,PPPBBB,17
BBBPPP,BPBBBPBPBBB,PPPPBP,11
BBPBPP,BBBPBBBBBB,PPBBPB,10
BBPPPP,BPBBBBPBPB,PPPBBB,10
PPPPPP,BBPBBBPBBBPBBPBBBBBPBB,PPBBBB,22
BPBBPP,BBBBPBBBBB,PPPBBB,10
PPPBPP,BBBPBBBPBPBBBPBBPBBPBBBB,PPBBPB,24
PPPPPP,BPBBBPBBPB,PPPPPP,10
BPBBPP,BPBBBPBBBBBBBBPB,PPBBBB,16
PBBPPP,BBBBPBPBBBBBB,PPBBPP,13
PBPPPP,BBPBBBBBPBBBBB,PPPBPP,14
PPPBPP,BPBBBBBBPB,PPBBPB,10
BBPBPP,BBPBBBBBBBB,PPPBBB,11
BPPBPP,BPBPBPBBBPBBBBBBBBBBBPBB,PPBBBB,24
PPPPPP,BBPBPBBPBPBB,PPBBBP,12
PPPPPP,BBBPBBBBPBB,PPBPPP,11
BPPPPP,BBBPBBBBBBB,PPBBBP,11
BPBBPP,BBBBBBBBPBBBBPBBB,PPPPPP,17
BPBBPP,BBBBBBBBBBBPBBBPBBBPBBBPBBBB,PPBBBP,28
PPPPPP,BBPBBPBBPBB,PPBPPB,11
PPPPPP,BBBBBPBBPBPBBBPBPBPBPB,PPPBPP,22
PBPPPP,BBPBBPBBPB,PPBPBP,10
PBBPPP,BPBBBBBBPB,PPPPPB,10
BPBBPP,BBBBPBPBBBB,PPPPBB,11
PPBPPP,BPBPBPBBPBB,PPBBPP,11
PPPBPP,BBBBPBBBPBB,PPBPBP,11
BPBBPP,BPBPBPBBBBPBBBPBBPB,PPBBPB,19
BPPPPP,BPBPBBBBBBPBBPBBB,PPBBBB,17
BPPBPP,BPBBBBBBBPB,PPPPBB,11
PPPPPP,BBBBBBBBBPBBPBPB,PPPPPP,16
PPBPPP,BBPBBPBBBBBBBBBBBB,PPPBBB,18
PBBPPP,BPBBBBBPBBB,PPPPPP,11
BBPPPP,BBBBBPBBBB,PPBBBP,10
PPBBPP,BBBPBBBBPB,PPBPBB,10
PBBPPP,BPBPBBBBPB,PPPBBP,10
PPBPPP,BBBPBPBBPBBBB,PPPPBB,13
PPPPPP,BBPBBPBBBBBPBB,PPPPPP,14
PPBPPP,BBPBBBBBBPBPBBBBB,PPPBBP,17
BPBBPP,BPBBBBPBBBB,PPBBPB,11
PPPPPP,BPBBBBBBBB,PPPBBP,10
BBPPPP,BPBPBBBPBPBPBBB,PPBBPP,15
BPPBPP,BBBBPBPBPBBB,PPBPPB,12
BPPBPP,BBBBBBBBPB,PPBBPB,10
PBBBPP,BBBPBBBPBPB,PPBPBP,11
BPPPPP,BBPBBBBPBB,PPPBPB,10
BBBPPP,BBBBBBPBPBPBBBPBB,PPBBPP,17
BPPPPP,BPBBPBBPBBPB,PPBPBB,12
BBPBPP,BBPBBBPBPB,PPBPPB,10
BBPPPP,BBPBPBBBBB,PPBBPP,10
BPPBPP,BBBBPBBBBBBBPBBBBPBPBPBPBBPBPBBB,PPPPBB,32
PBBPPP,BBBBPBBBBPBBBB,PPPPPB,14
PPPPPP,BPBPBPBPBPB,PPBPPB,11
PBPPPP,BBBPBPBBPBBBPBPBB,PPPPBB,17
BBBPPP,BBBBBPBPBBB,PPBPPP,11
PPBPPP,BPBBBBBPBB,PPBBPB,10
PPBBPP,BBBBBBBPBBBBB,PPBPBP,13
PPPPPP,BBBBPBBPBBBPB,PPBBPP,13
PBBPPP,BPBBBPBBPB,PPBBPB,10
BBPBPP,BBPBPBBBPBB,PPPBBB,11
PPBPPP,BPBBBBBPBBPB,PPPBBB,12
BBBBPP,BBBBBBBBBB,PPPPBB,10
BPBBPP,BBBBBBPBBPBBPB,PPPBBP,14
PPBBPP,BBBBBBBPBBPBBBPB,PPPPBP,16
BBBPPP,BPBBBPBBBBPBPBBPBBPBBB,PPBPBB,22
PPPBPP,BPBPBBBPBB,PPPBBP,10
BBBPPP,BBBBBBPBPBBBB,PPPPBB,13
PBPBPP,BBBPBPBBBBBBBPBBBBBPB,PPBPPP,21
BBBBPP,BBBBBPBBBB,PPPBBP,10
PBBPPP,BBBBPBPBBBB,PPPPBB,11
PPBPPP,BBBPBBBBPBB,PPPPBP,11
PBBBPP,BPBBBBPBBBB,PPBBBP,11
PBBPPP,BBPBBPBPBBPBBBBBBBB,PPBBBB,19
BBBBPP,BBBBBPBBBBPB,PPPBBP,12
PPBPPP,BBPBBBBBBB,PPPPBB,10
BBBBPP,BBPBPBPBBPBBBBBBB,PPBBBB,17
PPPBPP,BPBBBBBPBB,PPPPBB,10
BPPPPP,BPBBBBPBBPB,PPBPBB,11
BPPBPP,BPBBBBBBBBPBB,PPBPBP,13
BPBBPP,BBPBBBPBBBPBPBBBBBB,PPPPPB,19
PBBPPP,BBBPBBBBBPBB,PPBPPP,12
PBPPPP,BPBBPBBPBBB,PPBBBB,11
PPPPPP,BPBPBBBPBBBPBBPBPBBBPB,PPBBPB,22
PPBBPP,BBPBPBBBBPBBBB,PPPPPB,14
BBBPPP,BBBPBBBBBBPBB,PPPBPP,13
BPBBPP,BPBPBBBBBB,PPBPPP,10
PBBBPP,BBBBBBBPBB,PPPBBB,10
PPBPPP,BBBPBBBBBBB,PPBBPP,11
PBBPPP,BBBPBBBPBBBBBB,PPPBPB,14
PBPBPP,BPBBPBBBBBB,PPBBBB,11
PBBBPP,BBBBPBBBPBBPBBBPBBBB,PPPPPP,20
PBBBPP,BBBBPBBBPBBPBBBPBBBB,PPPPPP,20
PBPPPP,BBBBPBBBBBBB,PPPBBB,12
BBBPPP,BBBBBBPBBPBBPBB,PPPPPB,15
BPBBPP,BBBPBBPBBBBBBB,PPPPPP,14
BBPBPP,BPBBBBBPBBBBBPBB,PPPPBB,16
BBPPPP,BBBBBBBBBB,PPPBBB,10
BBPPPP,BBBBPBBBBBB,PPPPPB,11
PPBPPP,BPBBPBBPBBBPBBB,PPBPBP,15
PBPPPP,BBPBBBPBPBBBBPBBBBBBBPB,PPPPBP,23
PBPPPP,BPBBPBPBBPBBBPBB,PPPPPP,16
PBBPPP,BBPBPBPBBPBPBBBBPB,PPBBBB,18
PBBBPP,BBPBPBBBPBBB,PPPPBB,12
PPPBPP,BBBPBBBBBBB,PPBBBP,11
BPBPPP,BPBBBBBBBB,PPBPPP,10
PPPPPP,BBBPBBBBBPBBBBBPB,PPPBPB,17
PPBPPP,BBBBBPBBBPBPBPBPBBB,PPPPBP,19
PBPBPP,BBBBPBBBPB,PPBBBB,10
PPPPPP,BBBPBPBBBBBBPBB,PPBBBP,15
BBBPPP,BPBPBBBPBPBBBBPBBPBPB,PPBPPB,21
PPPBPP,BBBBBPBBPBPBBBBPBBBPBB,PPPPPB,22
PPPPPP,BBPBBBPBBB,PPBBPP,10
BPPPPP,BBPBBPBBPBPBBBBB,PPPBBB,16
PPPBPP,BBBBPBBBBB,PPBBBP,10
PPBPPP,BBPBBBBBBBB,PPPPPB,11
PPBPPP,BBPBBBBBBBB,PPPPPB,11
PBPPPP,BPBPBBBPBBPB,PPBPBP,12
PBPPPP,BPBPBBBPBBPB,PPBPBP,12
PPBPPP,BBBPBBPBBBBPBPB,PPPPBB,15
BPPBPP,BBBPBBBBBPBBPB,PPPBBB,14
PPPBPP,BPBPBPBBBBBBBBBBPB,PPPBBP,18
BPBBPP,BBPBBBBBBBBBPBPBB,PPPPBB,17
BBPBPP,BBPBBPBBBB,PPPPBB,10
BBBBPP,BBBPBBBPBPBPBBBPB,PPBPPB,17
BPPPPP,BPBBPBBBBBBPB,PPPBPP,13
BPPPPP,BPBBPBBBBBBPB,PPPBPP,13
BPPPPP,BPBBPBBBBBBPB,PPPBPP,13
BPPPPP,BBBPBBBBBPB,PPBBBP,11
BBPBPP,BBBPBBBPBPBB,PPPBBB,12
BBPPPP,BBPBBPBBBBBPBB,PPPPBB,14
BBPPPP,BBBPBBPBBBB,PPBPPP,11
PBPPPP,BBBBBPBPBPBB,PPPPBB,12
PBPPPP,BBBBBPBBBPB,PPPPBP,11
PBPBPP,BBPBPBBBBBB,PPPPBP,11
PPPPPP,BPBBPBPBBBBBB,PPBPBP,13
PPBPPP,BBPBBBPBBB,PPPPPB,10
PBPBPP,BPBBBBBBBB,PPPBPB,10
BBBBPP,BPBBBBBBBB,PPPPPP,10
BPBPPP,BPBBBBBBBPBB,PPBPBB,12
BPBBPP,BPBBBPBBPB,PPPBPB,10
PBPPPP,BPBPBPBBPBPBB,PPBBBB,13
BPBPPP,BBPBBPBBBPBPBBBBPBBB,PPBPPB,20
PPBPPP,BBBBPBBBPBBBB,PPBPPP,13
BBBPPP,BPBPBBBPBBB,PPBBBB,11
BBPPPP,BBPBBPBPBPBBB,PPPPBB,13
BBPPPP,BBPBBBPBPBPBPBBBPBBBPB,PPBBBP,22
PPBBPP,BBBBBPBBBBBBBPB,PPBBPP,15
PBPBPP,BBBPBBPBPBBPBBB,PPPBBP,15
PPPPPP,BBBBPBBBBB,PPBBBB,10
PBPPPP,BBBBBBBPBBBBB,PPPPBB,13
BBPPPP,BBBBBBPBBBBBPBBBB,PPBBBB,17
PPPPPP,BBPBPBPBBB,PPBBPP,10
PBBBPP,BBBBBBBPBBPBPBBB,PPPPPP,16
PBBBPP,BBBBBBBPBBPBPBBB,PPPPPP,16
BPBBPP,BBBBBBBBBBB,PPPBBB,11
BBBPPP,BPBBBPBBBBBB,PPBBBB,12
PPBBPP,BBBBBBBBBBBB,PPPPBP,12
BPBBPP,BBBBBPBBPBBBPBB,PPPPPB,15
PBBBPP,BBBBBPBPBBBBPBBB,PPBBBP,16
PBPPPP,BPBBBBPBBB,PPBBBB,10
PBBPPP,BBPBBBBBBBPBBPBBB,PPPPPB,17
PPBBPP,BPBPBBBPBBBBBPBB,PPBBPP,16
BBPBPP,BBPBBBBBBBBBB,PPBPPP,13
BBPPPP,BPBBPBPBPBBBPB,PPPPBB,14
PBPPPP,BBBBBBBBBPBBBBB,PPBBBB,15
PBBBPP,BBBPBBBBPB,PPPPBP,10
PBPPPP,BBBBBBPBBB,PPPPBP,10
BPPBPP,BBBBBBBPBBBBBPBBB,PPBBBB,17
PPPPPP,BBBBBPBBBBB,PPBPPP,11
BBBPPP,BBBBBBBBBB,PPPPPB,10
PPBBPP,BBBPBBPBBBBBB,PPPPPB,13
BPPPPP,BPBBPBBPBBB,PPBBPB,11
BBPBPP,BBPBPBBBPB,PPPBBB,10
PBBBPP,BBBPBBBBPBBBBB,PPPPBB,14
BBBPPP,BBPBBBBBBPBB,PPPPBB,12
PBPPPP,BBBBBBBBPBBBBBBPBB,PPPBBB,18
BPPBPP,BBPBBPBBBPB,PPBPBB,11
PPPPPP,BBBPBBBBBBBPBPB,PPBBPP,15
BPBBPP,BBBBBPBPBBB,PPPPPP,11
PBBBPP,BPBBBBBBPBPBB,PPBPPP,13
PPPBPP,BBPBPBBPBBB,PPPBBP,11
PPBPPP,BBBBBPBBBPBPBPBBBBPBBB,PPPPBP,22
PPPPPP,BPBBBBBBPB,PPBPBP,10
BBBPPP,BBBBPBPBBPBBPBBB,PPBBPB,16
BBPPPP,BPBBBBPBPB,PPPPBP,10
PPPBPP,BPBBPBBPBB,PPPBPP,10
BBBPPP,BBBBBBPBBBPB,PPBBPP,12
PBBPPP,BBPBBBBBBB,PPBBBP,10
BBBBPP,BPBBBBBPBBB,PPBBPB,11
PBBBPP,BBPBBBBBPBBB,PPBBBB,12
BBBBPP,BPBBBBBPBBB,PPBBPB,11
PBBBPP,BBPBBBBBPBBB,PPBBBB,12
BBBBPP,BBPBPBBBBB,PPBPBP,10
BBPPPP,BPBBBPBBBB,PPPBBP,10
PPBBPP,BBBPBPBPBBBPBBB,PPPPPP,15
BBPBPP,BBBPBBBBPBPB,PPPPBB,12
BPPBPP,BPBPBPBPBBPB,PPBPBB,12
BPBPPP,BPBBBPBBBBPBBBBBPBBB,PPBBBB,20
BPBBPP,BPBBBBPBBBBBBB,PPBBBB,14
BPBBPP,BPBBBBPBBBBBBB,PPBBBB,14
PBPBPP,BBBPBBBBPBBPBBPBBBBB,PPBBBP,20
PPPPPP,BBBPBBBBBPBPBBBPBBB,PPPBPP,19
PPPBPP,BBBBPBBPBPBBB,PPBPBB,13
PPBPPP,BBPBBBBBPBBB,PPPPPP,12
BPBBPP,BBBBPBPBBBBB,PPBPBB,12
PBPPPP,BBBBBBPBBB,PPPPBB,10
PPPPPP,BBBBPBBBBPBBBBBBB,PPPBPP,17
BBPPPP,BBBPBBBPBPB,PPPPBP,11
PBPPPP,BPBPBPBBPBBB,PPPBPB,12
PPBPPP,BBPBBBBBBB,PPPPPP,10
PBBPPP,BBPBBBBBBBB,PPPPPB,11
PPPPPP,BBBBBBBBBBB,PPBPPP,11
BPPPPP,BBPBBBBBPBPBB,PPPBBB,13
PBPBPP,BBBBBBPBPBPBBPB,PPPBPP,15
PBPBPP,BBBBPBPBBBBPBPB,PPBBPP,15
BPBBPP,BPBPBBBBBBBBBPB,PPPPBB,15
PBBBPP,BPBPBBBBBPBBPB,PPBBPP,14
BPPPPP,BBBBBBBBBBPBBBBBBPBB,PPPBBP,20
BBPPPP,BPBBBBBPBB,PPPPPP,10
PPPPPP,BBBBBBPBBBB,PPPBPB,11
BPPBPP,BBBPBBPBBBB,PPPPPB,11
BBBBPP,BBBBBBBBBPBBBBPBPBBBBBBB,PPBPBP,24
BBBBPP,BPBPBBBBBB,PPPPPP,10
PPBBPP,BPBBBBBBBB,PPPPBB,10
PPBPPP,BBBBPBBBBBB,PPBBPB,11
PBBBPP,BBBBBPBBBB,PPPPBB,10
BBBPPP,BBBBBPBBBBPBPB,PPPBPP,14
BBBPPP,BBBBBBPBPBPBBPB,PPPPPP,15
PPPPPP,BBPBBPBBBBB,PPBBBB,11
BPPPPP,BBBBBBPBBPBBBBBBBB,PPBBBB,18
PPPBPP,BBBBBBPBPBPB,PPBBPB,12
BPBBPP,BPBBBBBBBPBBBBBBB,PPBBBB,17
BBBBPP,BBBBBBPBBBBBPBB,PPPPPP,15
PBPBPP,BPBBBBBPBBB,PPPPPB,11
BPPPPP,BPBBPBBBBBBBB,PPPPPB,13
BBBBPP,BBBBBPBBPBB,PPPBPP,11
PPPPPP,BBPBBBBBBBBB,PPPPBB,12
BPBPPP,BBBBBBBBBBBBBBB,PPBBBB,15
PPBBPP,BBBBBBBBBBBB,PPBPPB,12
PPPPPP,BBBBPBPBBBB,PPPBBB,11
PBPPPP,BBBBPBBBBBBB,PPPPBB,12
BBBBPP,BPBPBBBBBBBBBB,PPPPPB,14
BPPBPP,BBBBBBBPBB,PPPPBB,10
BPBBPP,BBBBBBPBBB,PPPBBB,10
PPPBPP,BBBBBBBBBBBBB,PPPBBP,13
BBBPPP,BBPBBBBBBBB,PPPPPP,11
PBBBPP,BBBBBBBPBPBPBBPBPBBBPBBB,PPBBPP,24
BBPPPP,BPBBBBBPBBBBPBBB,PPBPPP,16
PPBPPP,BBPBBBBBBBPBBBPB,PPPBPB,16
PBBBPP,BBBBBBBBBPBPB,PPBBPB,13
PBBBPP,BBBPBBBBBBB,PPBBPP,11
PBPBPP,BBPBPBBPBBPBBBB,PPBPBB,15
PPPBPP,BPBBBPBPBBPBPB,PPBPBB,14
PBPBPP,BPBBBPBBPBB,PPBPPP,11
PPBPPP,BBPBPBBBBBB,PPBPBP,11
PPBPPP,BBPBPBBBBBB,PPBPBP,11
PBPPPP,BBBBPBBBBBBBPBBBBPBB,PPBBBB,20
BBBBPP,BPBPBBPBBPBBB,PPBPBB,13
PBBPPP,BBBBPBPBPBBBBPBBB,PPPPPP,17
BBBPPP,BPBBBPBBPBBBBBBBBBPB,PPPBBP,20
BBBBPP,BBPBBPBBBBBBBBBPB,PPBPBB,17
BBPBPP,BPBBBBPBBBBB,PPBBPP,12
PBPBPP,BPBBBBPBPBBBPBPBPBBPBB,PPPPBB,22
PPBBPP,BBBBPBBBBB,PPPBPB,10
BBPBPP,BBPBBBBBBBBPBB,PPPBBP,14
BBBBPP,BBBBBBBPBBBBB,PPBPBB,13
PBBPPP,BBPBBBBPBBPBBBBBPBBB,PPBBBB,20
BBBBPP,BBBBBBBPBBBBB,PPBPBB,13
PBBPPP,BBPBBBBPBBPBBBBBPBBB,PPBBBB,20
PPBBPP,BPBPBBBBBBB,PPBBBP,11
PBPPPP,BBBBBPBPBBPBBBB,PPPPPB,15
BPBPPP,BBBBPBBPBBBBBBPBBPBBPBPBPB,PPPPBP,26
PPPBPP,BBBBBBBBPBBPBBBBBBB,PPBBBP,19
PBPPPP,BPBBBBBPBB,PPPBPB,10
BBPPPP,BBPBBBBPBBBBPBBBBBBBBB,PPBBBB,22
PBPBPP,BBBBBPBPBBBPBPBPBBPB,PPBPBB,20
BBPBPP,BPBBBPBPBBPBB,PPBBBB,13
PBPBPP,BBBBBPBPBBBPBPBPBBPB,PPBPBB,20
BBPBPP,BPBBBPBPBBPBB,PPBBBB,13
BBBPPP,BBBBBBBBPBBPB,PPBPPP,13
BBBBPP,BBBBPBBBBB,PPBPPP,10
PBPBPP,BBPBPBBBBBBB,PPPBPB,12
BBPBPP,BBBBPBBBBBB,PPBBPP,11
PPPPPP,BBPBPBBPBPBBBBPB,PPBPPP,16
BBBPPP,BBBBPBBBPBBB,PPPBPP,12
PPBBPP,BPBBPBBPBPBBBBBPBBBPBB,PPPBPP,22
BPPBPP,BBBBBBPBPBB,PPPPBB,11
PPBBPP,BBBBPBBPBBPB,PPPBBB,12
PBPPPP,BBBBBPBBBB,PPBBBB,10
BBBBPP,BBBBBPBPBB,PPPBBP,10
BPBPPP,BPBBBPBBPB,PPPPBB,10
