before,bantai,after,pattern,direction
PPPBBB,PPPBBP,BPBBBB,3-2-1,ลง
BBBPBP,BPPPBBBBB,PBBPBP,1-3-5,ขึ้น
BBPBPP,BPPBBB,PPPPPP,1-2-3,ขึ้น
BBPPBB,PBBPPP,BBPPPB,1-2-3,ขึ้น
PBPPBP,BPPBBB,PBPBBB,1-2-3,ขึ้น
BBBBBP,BPPPPBBBBBB,PPBPPB,1-4-6,ขึ้น
BBPBBB,PBBPPP,BBPPBB,1-2-3,ขึ้น
PBPPPB,PPPPPBBBBPP,BBBBBB,5-4-2,ลง
PPBPBP,BBBBBBPPPPB,PBBPPP,6-4-1,ลง
BPPPPB,PBBPPP,BBPBBP,1-2-3,ขึ้น
PPPPBP,BPPBBBB,PBBBBB,1-2-4,ขึ้น
PBPPPB,PPPPPPBBP,BPBBPB,6-2-1,ลง
BPBBBP,BBBPPB,PBBBPP,3-2-1,ลง
BBBPBB,PBBPPP,BPBPBB,1-2-3,ขึ้น
PPPBPB,PBBPPP,BBPPPP,1-2-3,ขึ้น
PPPBBP,BBBBBPPPPB,PPPPPP,5-4-1,ลง
BPPPPB,PPPPPPPBBP,BBPPBP,7-2-1,ลง
BPBBBP,BPPPBBBBBB,PBBPPB,1-3-6,ขึ้น
BPPBBB,PBBPPP,BPBBPB,1-2-3,ขึ้น
BPPPPB,PBBPPPP,BPBBBP,1-2-4,ขึ้น
PBPBBP,BBBPPB,PBPPPP,3-2-1,ลง
PBBPPB,PBBPPP,BBBBBP,1-2-3,ขึ้น
PPBPPB,PBBPPPPPP,BPBBBP,1-2-6,ขึ้น
PPBBPB,PBBBBBPPPPPP,BBPBBP,1-5-6,ขึ้น
BPBBPP,BBBBPPPB,PBPPBP,4-3-1,ลง
PBBBBP,BBBBBPPB,PBPBBP,5-2-1,ลง
PPBPPP,BPPBBBB,PBPBPB,1-2-4,ขึ้น
BBBBBB,PBBPPPP,BPPPBB,1-2-4,ขึ้น
BBBBPP,BBBBBPPPPBBB,PPPBBP,5-4-3,ลง
BBPBBP,BBBPPB,PBBBPB,3-2-1,ลง
BPPPBP,BBBBBBPPPPPB,PBPBPB,6-5-1,ลง
PPBPBB,PPBBBPPPPP,BPPPBB,2-3-5,ขึ้น
BBBPPB,PBBPPPP,BPPPPB,1-2-4,ขึ้น
BPBPPP,BPPBBBB,PPBPBP,1-2-4,ขึ้น
BBPBPB,PPPPBBP,BBBPBB,4-2-1,ลง
BBBPBB,PBBPPPP,BBPPBP,1-2-4,ขึ้น
PBPBPB,PBBBPPPPPPP,BBBPPP,1-3-7,ขึ้น
BPBPBP,BPPBBBB,PBBBPB,1-2-4,ขึ้น
BBPPPP,BBBBPPB,PPBPPP,4-2-1,ลง
PBBBBB,PBBPPP,BPBPBB,1-2-3,ขึ้น
PBPBBP,BBBPPB,PPPPPP,3-2-1,ลง
BBBBBP,BPPPPBBBBB,PBPBPP,1-4-5,ขึ้น
BPPBBP,BBBBPPPB,PPBPBB,4-3-1,ลง
PPPPBP,BPPBBBBB,PPPPBB,1-2-5,ขึ้น
PBBBBB,PPPPBBBP,BPPPBB,4-3-1,ลง
BBPPBB,PBBPPP,BPBPPP,1-2-3,ขึ้น
PPPBPB,PPPPBBP,BBBPBB,4-2-1,ลง
BPBBBP,BPPBBB,PPBBBB,1-2-3,ขึ้น
PBBBBB,PBBPPPPPPPP,BPPPBB,1-2-8,ขึ้น
PPPPPP,BPPPBBBB,PBBBBB,1-3-4,ขึ้น
PBPBPB,PBBBPPPP,BBPPBB,1-3-4,ขึ้น
BPBBPP,BPPBBBBBB,PBBPPB,1-2-6,ขึ้น
PBBPPB,PBBBPPPP,BBBPBB,1-3-4,ขึ้น
PPBBPP,BPPBBB,PPPPBP,1-2-3,ขึ้น
PPBBBB,PPPPPBBBBP,BBPBBP,5-4-1,ลง
PBPBBP,BBBPPB,PPBPPB,3-2-1,ลง
BPPBPP,BPPBBB,PPPBBP,1-2-3,ขึ้น
BBBPPP,BBBPPB,PPPBPP,3-2-1,ลง
BBBBBB,PBBPPP,BPBPBB,1-2-3,ขึ้น
PBBBPP,BBPPPBBBB,PPBPPP,2-3-4,ขึ้น
BPBPPB,PBBPPP,BBBPBP,1-2-3,ขึ้น
PBPBBB,PBBPPP,BPPBPB,1-2-3,ขึ้น
PPPPPB,PBBBPPPP,BPBPPB,1-3-4,ขึ้น
BPBPPP,BPPBBB,PBPBBB,1-2-3,ขึ้น
BBBPBP,BBBPPB,PPBBPB,3-2-1,ลง
BPBPPB,PPPBBP,BPBBPB,3-2-1,ลง
PBPBBP,BPPBBB,PPBBBB,1-2-3,ขึ้น
PBPBPP,BPPBBBB,PPBPPP,1-2-4,ขึ้น
BBBPPB,PPPPPPPBBBBPP,BPBPBB,7-4-2,ลง
BBPBPB,PPPPPBBBP,BBBPPP,5-3-1,ลง
PBPBPB,PPPPBBBP,BBBPPP,4-3-1,ลง
BPPPBP,BPPPBBBBB,PBBPPB,1-3-5,ขึ้น
BPBBPB,PBBPPPPPP,BPPBBB,1-2-6,ขึ้น
BPPBBP,BPPPPBBBBBBB,PPPPPB,1-4-7,ขึ้น
BBPBBP,BBBBBBBPPPPB,PPBBPB,7-4-1,ลง
PBBPPB,PBBBPPPP,BBBPPP,1-3-4,ขึ้น
BPPBBP,BBBBPPB,PPPPBP,4-2-1,ลง
BPPPPB,PBBBBPPPPP,BBPBPB,1-4-5,ขึ้น
BPBBBP,BPPBBB,PPPBBP,1-2-3,ขึ้น
BPPPBP,BBBPPB,PPBBBP,3-2-1,ลง
PPPPBB,PPBBBPPPP,BPPPPB,2-3-4,ขึ้น
BBPBBB,PBBBPPPP,BBBBBP,1-3-4,ขึ้น
PPBPPP,BPPBBB,PPPBBB,1-2-3,ขึ้น
BPPPBB,PPPPBBP,BPBBBB,4-2-1,ลง
BBBPBB,PPBBBPPPPPP,BBBBPB,2-3-6,ขึ้น
PBPPPP,BPPBBB,PBPBPB,1-2-3,ขึ้น
PBPPBB,PBBPPP,BBBPBB,1-2-3,ขึ้น
PPBBPP,BPPPBBBBB,PBPPPB,1-3-5,ขึ้น
PPBPBP,BPPBBBBB,PPPBPB,1-2-5,ขึ้น
PPBPBP,BBBPPB,PBPPBP,3-2-1,ลง
PPBPBB,PBBPPPPP,BBPPBB,1-2-5,ขึ้น
PBBPBP,BPPPBBBB,PPPBBB,1-3-4,ขึ้น
PPPPPP,BPPBBB,PBPBPP,1-2-3,ขึ้น
BBBBPB,PPPBBP,BBPPPP,3-2-1,ลง
PBBBPP,BBBBPPB,PPPBBP,4-2-1,ลง
BPPPPB,PPPPBBP,BPPBBP,4-2-1,ลง
PPPBBB,PPPPPPBBP,BPPPBP,6-2-1,ลง
BBBPPP,BPPBBBBBB,PBPPBP,1-2-6,ขึ้น
BBPBPP,BPPBBB,PPPBBB,1-2-3,ขึ้น
BPPPBP,BBBBBPPB,PBPBPB,5-2-1,ลง
PPBPPB,PBBPPP,BBBPPP,1-2-3,ขึ้น
PBPPPB,PPPPPBBP,BBPBBP,5-2-1,ลง
BBPBPB,PPPPPPPBBP,BBBPBP,7-2-1,ลง
PPPPBP,BBBPPB,PBBPBB,3-2-1,ลง
BBBBBP,BBBBPPPB,PPBBBP,4-3-1,ลง
BPPBBB,PBBPPPPP,BBPPBP,1-2-5,ขึ้น
PPPBPP,BPPBBB,PPBBPB,1-2-3,ขึ้น
PBBPBP,BPPPBBBB,PPBBPB,1-3-4,ขึ้น
BPPPPP,BPPBBBB,PBBPBP,1-2-4,ขึ้น
PPPPPB,PBBPPP,BPPBBP,1-2-3,ขึ้น
PPPPBP,BBBBPPB,PPBBBB,4-2-1,ลง
PPPPPB,PBBBPPPPP,BPBPBB,1-3-5,ขึ้น
BBPPPB,PPPBBP,BBBPBB,3-2-1,ลง
PBBPBP,BPPBBB,PBPPBP,1-2-3,ขึ้น
BPPBBP,BBBBPPB,PBBBPB,4-2-1,ลง
PPPPPB,PPPPPBBP,BPPPBB,5-2-1,ลง
PPBBPP,BPPBBBB,PBPPBP,1-2-4,ขึ้น
PBBPPB,PBBPPP,BPPPPB,1-2-3,ขึ้น
BPPBPB,PBBPPPPP,BBBPPP,1-2-5,ขึ้น
BPBBBP,BBBBBPPB,PBBBPP,5-2-1,ลง
PBPBBB,PPPBBP,BBBBBB,3-2-1,ลง
PPPBBP,BBBBBPPB,PBBBBB,5-2-1,ลง
BBBBBP,BBBPPB,PPPPBB,3-2-1,ลง
PBPBPB,PBBPPP,BPBBBP,1-2-3,ขึ้น
BBPPPP,BPPBBBB,PBPPPP,1-2-4,ขึ้น
BPPPPP,BPPPPBBBBB,PPBBBP,1-4-5,ขึ้น
BPPBBP,BPPPBBBB,PBPBPP,1-3-4,ขึ้น
PBPBPP,BPPPPBBBBBB,PPBPPP,1-4-6,ขึ้น
BPPBBP,BPPBBB,PPPPPP,1-2-3,ขึ้น
BPPPBP,BBBPPB,PPPBBB,3-2-1,ลง
BPBBPB,PPPPPBBBBPPP,BPPPBB,5-4-3,ลง
BBBPPP,BPPPBBBBB,PPBPBB,1-3-5,ขึ้น
PBPPPP,BPPBBBBBB,PPPBPB,1-2-6,ขึ้น
BBPBBP,BBBBBBPPPPBB,PPPBPP,6-4-2,ลง
PBBPPP,BPPBBBBB,PPBBPP,1-2-5,ขึ้น
PBPPPB,PBBBPPPPP,BBPBBB,1-3-5,ขึ้น
PBBPBP,BPPPBBBB,PBBBPP,1-3-4,ขึ้น
PPPPBB,PPPPPBBBP,BPBPPB,5-3-1,ลง
BBBPPP,BBBPPB,PPBBPP,3-2-1,ลง
BBBBBP,BPPBBB,PBPPPB,1-2-3,ขึ้น
BBPPBB,PBBBPPPPPP,BBPPBB,1-3-6,ขึ้น
PBBBBP,BPPBBBB,PPBPPB,1-2-4,ขึ้น
BBBBPB,PBBBPPPPPPP,BPBPBB,1-3-7,ขึ้น
PBBBBP,BPPBBB,PBBPBB,1-2-3,ขึ้น
PBBBBP,BBBPPB,PBPBBP,3-2-1,ลง
BPPBPB,PBBPPPPPPP,BBPBBB,1-2-7,ขึ้น
BBPPBB,PPPPBBP,BPBPBB,4-2-1,ลง
BPBPBP,BBBBBPPPB,PPBPPP,5-3-1,ลง
PPBPPB,PPPPPBBP,BPBBPP,5-2-1,ลง
BPPBPB,PPPBBP,BBBPBP,3-2-1,ลง
BPBBBB,PPPPBBP,BBBBPP,4-2-1,ลง
PPPBBP,BBBBPPPBB,PPBPBP,4-3-2,ลง
PBPBPB,PPPPPPBBBP,BBBPBP,6-3-1,ลง
BPBPBB,PBBPPP,BBPBPP,1-2-3,ขึ้น
PBPPPB,PBBBPPPP,BBBPBB,1-3-4,ขึ้น
BBPPBP,BBBBBBBBPPB,PPPBBP,8-2-1,ลง
BBBPPB,PPPBBP,BBBPBB,3-2-1,ลง
PBPPBB,PBBPPP,BBPPBP,1-2-3,ขึ้น
PBBPPB,PBBPPPP,BBBPPB,1-2-4,ขึ้น
PPPBPB,PPPBBP,BBPBPB,3-2-1,ลง
BPBBBP,BPPBBBB,PBPPPB,1-2-4,ขึ้น
BBPPBB,PBBPPP,BPBPBB,1-2-3,ขึ้น
PPPBPB,PBBPPPP,BBBPPB,1-2-4,ขึ้น
BBPPPP,BBBPPB,PBPBBP,3-2-1,ลง
BPBPPB,PPPBBP,BPPBPB,3-2-1,ลง
PBBBBP,BBBPPB,PPBBPB,3-2-1,ลง
BBBBPB,PPPPPPBBP,BBPBBB,6-2-1,ลง
PBPPPP,BPPBBB,PBPBPP,1-2-3,ขึ้น
PPPBPB,PPPPBBP,BBPBBP,4-2-1,ลง
BBBPBP,BBBPPB,PBBBBP,3-2-1,ลง
BPPPBB,PPPPBBP,BPPBPB,4-2-1,ลง
BBPBPP,BPPPBBBB,PBPPPB,1-3-4,ขึ้น
BPPPPB,PBBPPPP,BPBPPB,1-2-4,ขึ้น
BPPBBP,BBBPPB,PPBPPP,3-2-1,ลง
BPPBPP,BPPPBBBB,PBBBPP,1-3-4,ขึ้น
PPPBBP,BBBBBPPPB,PPPPPP,5-3-1,ลง
PBBPBB,PBBPPPPP,BPBBPP,1-2-5,ขึ้น
BBPPPP,BPPBBB,PPBPBP,1-2-3,ขึ้น
PPPBBB,PBBPPPP,BBBBPP,1-2-4,ขึ้น
BBPBPP,BPPBBBBB,PBPPPB,1-2-5,ขึ้น
PPBBPP,BBBPPB,PBBPBB,3-2-1,ลง
BBBPPP,BBBBBBPPPPPB,PPPBBP,6-5-1,ลง
PPBPBP,BBBPPB,PPPPBP,3-2-1,ลง
PPBPBP,BBBBBPPPBB,PPPBBB,5-3-2,ลง
PPPBBB,PBBPPP,BBPPBB,1-2-3,ขึ้น
BPPBPB,PPPPPBBP,BBPPBP,5-2-1,ลง
PBBPPB,PPPPBBP,BBPBPB,4-2-1,ลง
BPBBBB,PPPPBBBP,BBPBBP,4-3-1,ลง
BBBBBP,BBBBPPB,PBBBBB,4-2-1,ลง
PPPPBB,PPPPPBBP,BBPPBP,5-2-1,ลง
BBPPBB,PBBPPPP,BBPPPB,1-2-4,ขึ้น
PPPPBB,PPPBBP,BPBPPB,3-2-1,ลง
PBPPBB,PBBPPPP,BPBBPB,1-2-4,ขึ้น
PPPPPP,BBBBBPPB,PPPPPB,5-2-1,ลง
BBBPBB,PBBBPPPPP,BBBPPB,1-3-5,ขึ้น
BBBBBP,BBBBPPPB,PPPPPB,4-3-1,ลง
BPBBBP,BBBPPB,PBPBPB,3-2-1,ลง
PPBPBB,PBBPPPP,BBPBPB,1-2-4,ขึ้น
PPPBPB,PPPBBP,BPPBBB,3-2-1,ลง
PPPBBP,BPPBBB,PBPPBP,1-2-3,ขึ้น
BBPBBP,BPPPBBBB,PPPBPP,1-3-4,ขึ้น
BBBPPP,BPPBBB,PPPBPP,1-2-3,ขึ้น
PPBPPB,PBBPPPPP,BPBBBP,1-2-5,ขึ้น
BPBPBB,PBBBBPPPPP,BBBPBB,1-4-5,ขึ้น
PPPBBB,PBBPPPPPP,BBPBPP,1-2-6,ขึ้น
BPPBBP,BBBBBBBPPB,PPPBPB,7-2-1,ลง
BBPBPB,PPPPBBBP,BPBBPP,4-3-1,ลง
PBBBPB,PBBPPPP,BBPPBP,1-2-4,ขึ้น
BBPPBP,BPPBBB,PPBPBB,1-2-3,ขึ้น
PPBPBB,PBBPPP,BBBPPB,1-2-3,ขึ้น
PBBPPP,BBBPPB,PBBPPP,3-2-1,ลง
BBBPPB,PBBPPPPP,BPPPPB,1-2-5,ขึ้น
PPBPPB,PPPPBBP,BPPBPB,4-2-1,ลง
BPPBBB,PBBPPP,BPBPBP,1-2-3,ขึ้น
PBBBPB,PPPPBBP,BPBBBB,4-2-1,ลง
PPBBPB,PBBBBPPPPPP,BPPBPP,1-4-6,ขึ้น
PBPPPP,BPPPBBBBB,PPBPPP,1-3-5,ขึ้น
BPPBBP,BBBBPPB,PPPBPP,4-2-1,ลง
PPBPPP,BPPPBBBBB,PBBBPB,1-3-5,ขึ้น
PBBPPP,BPPBBBB,PBBBBB,1-2-4,ขึ้น
PBBBBP,BBBPPB,PPBPBP,3-2-1,ลง
BPBPPP,BBBPPB,PPPBBP,3-2-1,ลง
PBBPPB,PPPBBP,BPPBPB,3-2-1,ลง
BPPBBP,BPPPPPBBBBBBB,PBBBPB,1-5-7,ขึ้น
BBBPBP,BPPBBB,PBPPPP,1-2-3,ขึ้น
PPBPPB,PBBBPPPP,BPPBPP,1-3-4,ขึ้น
BBBPBP,BPPBBB,PPBPPB,1-2-3,ขึ้น
PBPPBB,PBBPPPP,BPBBBP,1-2-4,ขึ้น
PBPPBB,PBBPPP,BPPBBP,1-2-3,ขึ้น
PPBBPP,BPPBBB,PBBBPP,1-2-3,ขึ้น
BBPPBB,PPPPPPBBP,BBBBBB,6-2-1,ลง
BBPBBP,BPPBBB,PPPPBB,1-2-3,ขึ้น
BPPBBB,PPPPBBP,BPBPBP,4-2-1,ลง
PPBBPP,BBBPPB,PPBBPB,3-2-1,ลง
PBPPBP,BBBBBBBBPPB,PBPPPP,8-2-1,ลง
PPBPPP,BBBPPB,PPBBPB,3-2-1,ลง
PBBPBB,PBBPPP,BPPPPP,1-2-3,ขึ้น
PBPPPB,PBBPPP,BPPBPB,1-2-3,ขึ้น
BPPBPB,PBBBPPPP,BBBPBB,1-3-4,ขึ้น
PBBBBP,BBBBPPPB,PBPPBP,4-3-1,ลง
PBPBPB,PBBPPP,BBBPPP,1-2-3,ขึ้น
PBPPPB,PPPPPBBP,BBPBBP,5-2-1,ลง
PBBPBB,PBBPPPPPP,BPBBBP,1-2-6,ขึ้น
PBPBPB,PPPPPBBBPP,BPPBPB,5-3-2,ลง
PBPPPB,PPPPPBBBP,BBPBBB,5-3-1,ลง
BBPBBP,BBBBBBPPB,PPBBBB,6-2-1,ลง
BBBBPB,PPPPPPBBBBP,BBBPBP,6-4-1,ลง
BBPBPP,BPPBBB,PPBBBP,1-2-3,ขึ้น
PBBBPP,BBBPPB,PBPBBP,3-2-1,ลง
BPBPBP,BBBPPB,PPPBBB,3-2-1,ลง
BPBBBB,PBBPPPPPP,BPBBPB,1-2-6,ขึ้น
PBBPPB,PBBPPP,BPPBBP,1-2-3,ขึ้น
PPBBPP,BBBPPB,PPBPBB,3-2-1,ลง
PBBBPB,PBBPPP,BBPBBP,1-2-3,ขึ้น
BPBBPB,PBBBPPPP,BPBPBB,1-3-4,ขึ้น
BPPPPB,PBBPPPPP,BBPPPP,1-2-5,ขึ้น
PPPBPB,PPPPPBBBPP,BPPPPB,5-3-2,ลง
BBBPPB,PPPPBBBP,BBPBPB,4-3-1,ลง
PBPBBP,BBBPPB,PBPPPP,3-2-1,ลง
PBBPBP,BPPPBBBB,PPPBPP,1-3-4,ขึ้น
PBBBPB,PPPPPBBBP,BBPBPB,5-3-1,ลง
BPPPBP,BBBBBPPB,PPPBBP,5-2-1,ลง
BBBPPB,PPPBBP,BBPPBB,3-2-1,ลง
BBPBPB,PPPPPBBBBP,BBBPPP,5-4-1,ลง
PPPBPB,PPPPBBP,BPBPBB,4-2-1,ลง
PBBPPB,PBBPPP,BBPBBB,1-2-3,ขึ้น
BPPPPB,PPPPPBBBP,BPBPBB,5-3-1,ลง
PBBPBP,BPPBBBB,PPPBPP,1-2-4,ขึ้น
PPPBPP,BPPBBB,PPBBPP,1-2-3,ขึ้น
BPBPBP,BPPBBBBB,PPBBPB,1-2-5,ขึ้น
PBPBPB,PPPBBP,BPBBBP,3-2-1,ลง
BBPPBP,BBBPPB,PBBBBP,3-2-1,ลง
BPPBBP,BBBBPPPBB,PBBBPP,4-3-2,ลง
PBBPBP,BPPPPBBBBB,PPBPPB,1-4-5,ขึ้น
BBPBBP,BPPBBB,PPPPPB,1-2-3,ขึ้น
BPPPPP,BBPPPPBBBBBB,PPBBBB,2-4-6,ขึ้น
BBPPBB,PPPPBBP,BPPPBP,4-2-1,ลง
PBPBBP,BBBPPB,PPBPPP,3-2-1,ลง
BPPBPP,BPPPBBBBB,PBPBBP,1-3-5,ขึ้น
PPBPBP,BBBPPB,PBPPPP,3-2-1,ลง
BBPPBB,PPPPBBP,BPBBPB,4-2-1,ลง
PPBBPB,PPPPPBBP,BPBBBP,5-2-1,ลง
PBBPBP,BBBPPB,PPPBBP,3-2-1,ลง
PBPPBP,BBBBBPPPB,PBPPBP,5-3-1,ลง
BBBPPP,BBBBPPPB,PPPBBP,4-3-1,ลง
BBPPPB,PPPBBP,BBBBBB,3-2-1,ลง
BPBPPB,PBBPPPPP,BPBPBP,1-2-5,ขึ้น
PBBPPB,PBBPPP,BPPPPB,1-2-3,ขึ้น
BBPPPB,PPPPBBP,BPBBBB,4-2-1,ลง
PPBBBP,BPPBBB,PBBPPB,1-2-3,ขึ้น
PPPBPP,BBBBBBPPB,PPBPBB,6-2-1,ลง
BBBPBP,BBBBBPPB,PPPPBB,5-2-1,ลง
PBBPPB,PBBPPPPP,BBBBPP,1-2-5,ขึ้น
PBPPPP,BBBBPPB,PPBBPP,4-2-1,ลง
PBPBBB,PBBBPPPPP,BPBBBB,1-3-5,ขึ้น
PBPPBP,BBBBBBPPB,PPBBBB,6-2-1,ลง
BPPBPP,BBBBBPPPBB,PPPPBP,5-3-2,ลง
BBBBPB,PPPPPPPBBP,BPBPPP,7-2-1,ลง
BBPBPB,PPPPBBP,BPPBPP,4-2-1,ลง
PBPBPP,BPPBBB,PBPPBP,1-2-3,ขึ้น
BPPBPB,PPPBBP,BPBPBB,3-2-1,ลง
BBPPPP,BBBBBPPB,PBBBBP,5-2-1,ลง
BBPPBP,BBBBPPPBB,PBPBPP,4-3-2,ลง
BBPBPB,PPPPBBBP,BBBBPB,4-3-1,ลง
PBPPPB,PPPBBP,BBPPBB,3-2-1,ลง
BPBBPP,BPPPBBBBB,PBBBBB,1-3-5,ขึ้น
PPBBPP,BBBPPB,PPPPBP,3-2-1,ลง
BPPBBP,BPPBBB,PPPPBP,1-2-3,ขึ้น
BPPBPB,PBBPPPPP,BPBBBB,1-2-5,ขึ้น
BBBBPB,PBBPPP,BBBPPB,1-2-3,ขึ้น
PBBPPP,BBBPPB,PPBPPB,3-2-1,ลง
PPBPPP,BPPBBB,PBPBBP,1-2-3,ขึ้น
PBPBBP,BBBBBBPPPPPB,PBBBBP,6-5-1,ลง
BPBBPB,PBBPPPP,BPBBPB,1-2-4,ขึ้น
PPPBPB,PPPPBBBP,BBBBPB,4-3-1,ลง
BBBBPB,PBBPPPPP,BBBPBP,1-2-5,ขึ้น
BBPPBP,BPPBBBB,PPPBBP,1-2-4,ขึ้น
PPBBBB,PPPBBP,BPPPPP,3-2-1,ลง
PPPPPB,PBBPPP,BBPBBB,1-2-3,ขึ้น
PBPPBB,PBBPPPPP,BBBPBB,1-2-5,ขึ้น
BPBBBB,PBBPPPPP,BBBPPP,1-2-5,ขึ้น
BBPBBP,BBBBBPPPB,PBPBBB,5-3-1,ลง
PPBPBP,BBBBPPB,PBBPBB,4-2-1,ลง
PBBPBP,BBBBPPB,PBBBBP,4-2-1,ลง
BBPPBP,BBBBPPPBB,PPPPBP,4-3-2,ลง
PPPBBP,BBBPPB,PPPPPB,3-2-1,ลง
PPPPPB,PPPPBBBP,BBBPBB,4-3-1,ลง
BPBBPP,BPPBBB,PPBBBP,1-2-3,ขึ้น
BPBPBP,BBBBBPPB,PPBBBB,5-2-1,ลง
PBBBBP,BPPBBBBB,PBBBPP,1-2-5,ขึ้น
PBBPBP,BPPBBB,PBBPPB,1-2-3,ขึ้น
BBBPPP,BPPBBB,PPPBPP,1-2-3,ขึ้น
BBBPPP,BPPPPBBBBB,PBBBPP,1-4-5,ขึ้น
PBPPBP,BPPBBBB,PBBBPB,1-2-4,ขึ้น
PPPPBB,PPPPPBBBP,BBPPPP,5-3-1,ลง
BBBPBB,PPPPPPPBBBBPPP,BBPPBP,7-4-3,ลง
PBPPPB,PBBPPP,BPPBBP,1-2-3,ขึ้น
PBPBBP,BPPBBB,PBBBBB,1-2-3,ขึ้น
BBPBBP,BPPBBB,PBPBBB,1-2-3,ขึ้น
PBBBBP,BPPBBBB,PBPBPP,1-2-4,ขึ้น
BPBPPP,BPPBBBBBB,PPBBPB,1-2-6,ขึ้น
PBPBBB,PBBPPPP,BBPBPP,1-2-4,ขึ้น
BPPBBB,PBBBPPPPP,BPPBPB,1-3-5,ขึ้น
PBBPBB,PPBBBBPPPPPP,BPBBBB,2-4-6,ขึ้น
BBPPBB,PPBBBPPPPPPPPP,BBPPPP,2-3-9,ขึ้น
PBBBPB,PPPPBBBPP,BPBBBP,4-3-2,ลง
PPPBBB,PPPPPPPBBBP,BPPBPB,7-3-1,ลง
BBBBPB,PPPPBBP,BBPBBP,4-2-1,ลง
PBPPPP,BPPPBBBB,PBPPBB,1-3-4,ขึ้น
PBPPBB,PBBPPP,BPPPBP,1-2-3,ขึ้น
BPBPBP,BPPBBBBB,PBPBBB,1-2-5,ขึ้น
BBBPBP,BBBBBBBBPPB,PPBBBP,8-2-1,ลง
PBBBPB,PBBPPPP,BPBBBP,1-2-4,ขึ้น
BPPPBP,BBBPPB,PPBPPP,3-2-1,ลง
PPBPPB,PPPBBP,BBPPPP,3-2-1,ลง
PBBBBP,BBBPPB,PPBPPB,3-2-1,ลง
BPBPPB,PBBPPP,BPPPPP,1-2-3,ขึ้น
BBPPPB,PPPPPPBBBBPPP,BPBBPP,6-4-3,ลง
BPPBPB,PPPPPBBBBP,BPBBPB,5-4-1,ลง
BPPPBB,PPPBBP,BPPPPB,3-2-1,ลง
PBPPPP,BPPBBBB,PBPBBP,1-2-4,ขึ้น
BBBBBP,BBBBPPB,PBBPBP,4-2-1,ลง
PBPBBB,PBBPPP,BBPPBB,1-2-3,ขึ้น
BBPPBB,PPPBBP,BPBBBP,3-2-1,ลง
BPBBBP,BPPBBB,PBPBBB,1-2-3,ขึ้น
PPBBBP,BPPPPBBBBB,PBBPPP,1-4-5,ขึ้น
PBBBBB,PBBPPPP,BPPPPP,1-2-4,ขึ้น
BPBPPP,BPPPBBBBB,PBPPPB,1-3-5,ขึ้น
PBPPBB,PBBPPP,BPPBBP,1-2-3,ขึ้น
BPBBBP,BPPPBBBB,PPBPBB,1-3-4,ขึ้น
BPPPBB,PPPPPBBP,BBBBPB,5-2-1,ลง
BPBBBB,PBBPPPP,BBPPBP,1-2-4,ขึ้น
BBPPBP,BBBBPPB,PPBBPP,4-2-1,ลง
PBPBBB,PBBPPPP,BPBBPP,1-2-4,ขึ้น
BBPBBP,BBBPPB,PPPBBB,3-2-1,ลง
BBBBPB,PBBPPP,BPPBBP,1-2-3,ขึ้น
PBBPBP,BPPBBBBB,PPBPPP,1-2-5,ขึ้น
BPBBBP,BPPPPPPBBBBBBB,PBBPPB,1-6-7,ขึ้น
BBPPBB,PBBPPPP,BBBPBB,1-2-4,ขึ้น
BPPBPB,PPPBBP,BBPPBB,3-2-1,ลง
PPBBBB,PPPPBBBP,BPPBPB,4-3-1,ลง
PBPPBP,BBBBPPPB,PPPBPB,4-3-1,ลง
BPPPPB,PBBPPPP,BBBBPP,1-2-4,ขึ้น
BPPBPB,PBBPPP,BBBPBB,1-2-3,ขึ้น
PPPBBB,PBBBPPPP,BBBBBP,1-3-4,ขึ้น
PPPBBP,BPPBBBBB,PBBBBB,1-2-5,ขึ้น
BBBBBB,PBBBPPPPPP,BBPBBP,1-3-6,ขึ้น
BBBBPB,PPPBBP,BBBPBP,3-2-1,ลง
PBBBPB,PBBPPPP,BBBPPP,1-2-4,ขึ้น
BBPBPB,PPPBBP,BBPPPB,3-2-1,ลง
BPBPBB,PBBPPPPPPP,BBBBPB,1-2-7,ขึ้น
PPPPPP,BPPBBB,PBPPBB,1-2-3,ขึ้น
PPBBPP,BBBPPB,PPBBPP,3-2-1,ลง
BBBBPP,BBBPPB,PBBBBB,3-2-1,ลง
PBPPPB,PBBPPP,BBPBPP,1-2-3,ขึ้น
BPBBPP,BPPBBB,PBPPBP,1-2-3,ขึ้น
BBPBBB,PPBBBPPPPP,BPBBBB,2-3-5,ขึ้น
BPBPPB,PPPBBP,BBPBPB,3-2-1,ลง
BPBBPB,PBBBBPPPPP,BPPBBB,1-4-5,ขึ้น
BPPPPP,BPPBBBB,PBPPBB,1-2-4,ขึ้น
PBBBBP,BPPBBB,PBPBBB,1-2-3,ขึ้น
PPPPPB,PPPPBBBP,BBPBPP,4-3-1,ลง
PBPPBB,PBBPPPP,BPBPPB,1-2-4,ขึ้น
PBBPPB,PPPPPPPBBBBP,BPPPPP,7-4-1,ลง
BBBBPB,PPPPPPPBBP,BBBPBB,7-2-1,ลง
PBPBBP,BPPBBBB,PPBPBB,1-2-4,ขึ้น
BBBPPP,BBBPPB,PBPPBP,3-2-1,ลง
PBPPBP,BBBPPB,PBPPBP,3-2-1,ลง
