before,dejavu,after,cycles,length
PBPBPP,PBPBPBPB,BBPBPP,2,8
BPBBPB,BPBPBPBP,PPBPPB,2,8
BBPPPP,PBPBPBPB,BPBBBP,2,8
PBPBPP,PBPBPBPB,BPBPBB,2,8
BBPPPB,BPBPBPBP,BBPBPB,2,8
PBBPBB,BPBPBPBP,BBBBPB,2,8
BPPBPB,BPBPBPBP,BPPBBP,2,8
BPBPBP,PBPBPBPB,PBBBBB,2,8
PBPBPB,BPBPBPBP,BBPBBB,2,8
BPPBPB,BPBPBPBP,PPPPBB,2,8
PBPBBP,PBPBPBPB,BBPPBP,2,8
BPBBBB,BPBPBPBP,PPBPPP,2,8
PBBPBB,BPBPBPBP,PBPPBB,2,8
BBBPBP,PBPBPBPB,PPBBBP,2,8
BPPBPB,BPBPBPBP,PPBPBP,2,8
BBBPBB,BPBPBPBP,BBBPPP,2,8
PPPPPB,BPBPBPBP,PPPBPB,2,8
BBBPBP,PBPBPBPB,PBBBBB,2,8
PBBPBB,BPBPBPBP,BBBBBP,2,8
PBBPPP,PBPBPBPBPBPB,PBBBPP,3,12
BBPPBP,PBPBPBPB,PBBPPB,2,8
BPPPBP,PBPBPBPB,PPPPBB,2,8
BBPPBP,PBPBPBPB,PPBBBP,2,8
BBPBPP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,PPBBBB,2,8
PBPBPP,PBPBPBPB,PBPPBP,2,8
PBBBBB,BPBPBPBP,PPBBBB,2,8
BBPPPP,PBPBPBPB,BBPBPP,2,8
BBBPBB,BPBPBPBP,BPPBBP,2,8
BBPPPP,PBPBPBPB,BPBPBB,2,8
BPBBPP,PBPBPBPB,PBPPPP,2,8
BPPBBB,BPBPBPBP,PBPBBB,2,8
PPPBPP,PBPBPBPB,BBPBPP,2,8
PBPPPP,PBPBPBPB,PPPBBB,2,8
BBPBPP,PBPBPBPB,PBBBBB,2,8
PBPBPP,PBPBPBPB,PPPPPB,2,8
PBPBBB,BPBPBPBP,BBPBPP,2,8
BPPPPP,PBPBPBPB,PPBBBP,2,8
PBPPBP,PBPBPBPB,BBPBBP,2,8
BBBBBP,PBPBPBPB,BPPBPP,2,8
BBPBPB,BPBPBPBP,BBBBPP,2,8
BBPBBP,PBPBPBPB,PPBPBB,2,8
BPPBBB,BPBPBPBP,PBPPBP,2,8
BPPBBB,BPBPBPBP,PBPPBP,2,8
PPPPBP,PBPBPBPB,BPPBPP,2,8
BPBBPP,PBPBPBPBPBPB,PBBBPB,3,12
BPBBBB,BPBPBPBP,BBPBPB,2,8
BBBPPP,PBPBPBPB,BPBBPP,2,8
BBPBBP,PBPBPBPB,BBBPPB,2,8
PBPBPB,BPBPBPBP,PBBBBP,2,8
PPBPPB,BPBPBPBP,BBBPPB,2,8
PBPBPP,PBPBPBPB,BBBBBP,2,8
BPBBBB,BPBPBPBP,PPBBBB,2,8
PPBPBB,BPBPBPBP,PPPPBP,2,8
PBPPPP,PBPBPBPB,PPBBBB,2,8
PBBBBP,PBPBPBPB,PPBPBP,2,8
BBBBBB,BPBPBPBPBPBP,BPBBBB,3,12
BBBPBP,PBPBPBPB,BBBBPB,2,8
PBBPPB,BPBPBPBP,BPPPBP,2,8
BBPPBP,PBPBPBPBPBPB,PBBPPP,3,12
BBBPPP,PBPBPBPB,PBPPBB,2,8
BPBPBB,BPBPBPBP,BPBBBB,2,8
BPPPBP,PBPBPBPB,PPPBPP,2,8
BPBBBB,BPBPBPBP,BBBBBP,2,8
BBPPPB,BPBPBPBP,BPBBPP,2,8
PBPBBP,PBPBPBPB,PPBPPB,2,8
BPBBBB,BPBPBPBP,PPBPBB,2,8
PBPBBB,BPBPBPBP,PBPBBB,2,8
PPPBPP,PBPBPBPB,BBBPBP,2,8
BPBBBB,BPBPBPBP,BBPBBB,2,8
BBBBBP,PBPBPBPB,PBBPBP,2,8
PPBBPB,BPBPBPBP,PPBBPB,2,8
PPPBPB,BPBPBPBP,BBPBBB,2,8
BBBPBP,PBPBPBPBPBPB,BBPPBB,3,12
PPPBBP,PBPBPBPB,BPBPPB,2,8
BBPBPB,BPBPBPBP,PPBBBP,2,8
BPPBBB,BPBPBPBP,PBBPBP,2,8
BPPBPB,BPBPBPBP,PBBPPB,2,8
PBBPPB,BPBPBPBP,PBBPPP,2,8
PBBBPB,BPBPBPBP,PBBPPP,2,8
BBBBPP,PBPBPBPBPBPB,BPBBPP,3,12
BBBPBB,BPBPBPBP,PBBBPP,2,8
BPBBPB,BPBPBPBP,PBPBBB,2,8
BPBBPB,BPBPBPBP,PBPBBB,2,8
BPBBBB,BPBPBPBP,PBPBPP,2,8
PBPPPP,PBPBPBPB,BBPPPB,2,8
BBPBPP,PBPBPBPB,BPBBBP,2,8
PBBPPP,PBPBPBPB,BPPPBP,2,8
BPBBBP,PBPBPBPB,BBBPPB,2,8
PBPBBP,PBPBPBPB,PPBPPP,2,8
PPPBPP,PBPBPBPB,BBPBBP,2,8
BPPPBB,BPBPBPBP,PPBBPP,2,8
PBBBBP,PBPBPBPB,BPPPBP,2,8
BPPPBB,BPBPBPBP,PPBBBB,2,8
BPPPBB,BPBPBPBP,PPBBBB,2,8
BPPPBB,BPBPBPBP,PPBBBB,2,8
BPBBPB,BPBPBPBP,BPPPPP,2,8
BBPPPP,PBPBPBPB,BBBBBP,2,8
BPPBBB,BPBPBPBP,PPPPPP,2,8
BBBPBP,PBPBPBPBPBPB,BBPBPP,3,12
PBPPPP,PBPBPBPB,PPPBBP,2,8
PBBPBP,PBPBPBPB,BBBBBP,2,8
PBBBBB,BPBPBPBP,BPPPBB,2,8
PBBPPP,PBPBPBPBPBPB,PPBBBP,3,12
BPBBBP,PBPBPBPB,PPBPBB,2,8
BBBPBB,BPBPBPBP,BPBBPB,2,8
PBBBBB,BPBPBPBP,BBBBBP,2,8
BPPPPB,BPBPBPBP,BBPBPP,2,8
PBPBPP,PBPBPBPB,PBBBPP,2,8
PBPPPP,PBPBPBPB,PPBPBP,2,8
BPBBBB,BPBPBPBP,BPPBPP,2,8
BBPBPB,BPBPBPBP,BBPBPP,2,8
BPBBPB,BPBPBPBP,PBBPBB,2,8
PPBPBB,BPBPBPBP,PPBBBB,2,8
BPBBPB,BPBPBPBP,PBPPBP,2,8
PBPPBP,PBPBPBPB,PPBPPB,2,8
PBBPPB,BPBPBPBP,PBPPBP,2,8
BBPBPP,PBPBPBPB,BBBPBP,2,8
BPPPPB,BPBPBPBPBPBP,PPPBPB,3,12
BBPPBB,BPBPBPBP,BPPBPB,2,8
BPBPBP,PBPBPBPB,PBBPBP,2,8
PPBPPP,PBPBPBPB,BBPPBP,2,8
PBBPPP,PBPBPBPB,PBBPBP,2,8
PPBPBP,PBPBPBPB,PPPBPP,2,8
BBBBBP,PBPBPBPBPBPB,BPPBPP,3,12
BPPPBB,BPBPBPBP,BBBBPB,2,8
BPPBBP,PBPBPBPB,BPPBBB,2,8
PPBBBP,PBPBPBPB,PPBBPB,2,8
BBPBPB,BPBPBPBP,BPPBPB,2,8
BPBPPB,BPBPBPBP,PPBPPB,2,8
BBBBPB,BPBPBPBP,BBPPBP,2,8
BPBPBB,BPBPBPBP,PPBBPP,2,8
PBBPBB,BPBPBPBP,BBPBBP,2,8
PPPBBB,BPBPBPBP,BBBPPB,2,8
PPBPBB,BPBPBPBP,PBBPBP,2,8
BBBPBB,BPBPBPBP,PPPPPB,2,8
BBPBPB,BPBPBPBP,PPBPBB,2,8
BPPPPB,BPBPBPBP,BPBBPB,2,8
BPBBBP,PBPBPBPB,BPBBPB,2,8
PBBPPP,PBPBPBPB,PPBPPP,2,8
PPBBBB,BPBPBPBP,PPBBBP,2,8
BPPPBB,BPBPBPBP,PPBBPB,2,8
PPBPBB,BPBPBPBP,PBPPBB,2,8
PBPPBP,PBPBPBPB,BPBPBP,2,8
PPBBPB,BPBPBPBP,BBBPPB,2,8
BPBPBB,BPBPBPBP,PBPBPB,2,8
BPBPBP,PBPBPBPB,BBPPBB,2,8
PPPBPB,BPBPBPBP,PBPPPP,2,8
BBPPBP,PBPBPBPB,PPBBPP,2,8
BPPBPP,PBPBPBPB,PPBBBP,2,8
BPPPPB,BPBPBPBP,PPBPBP,2,8
PPPPBB,BPBPBPBP,BPPPPB,2,8
PPPPBB,BPBPBPBP,BPPBBP,2,8
BBPBBB,BPBPBPBP,BPPPPB,2,8
BBBPBB,BPBPBPBP,PPPPBB,2,8
PBBPPP,PBPBPBPB,BPPPPB,2,8
PPBPBP,PBPBPBPB,PPPPBP,2,8
PBBPBP,PBPBPBPB,PPBBPB,2,8
BBBPBP,PBPBPBPB,PBBBPB,2,8
PBPBPB,BPBPBPBP,PBPPBB,2,8
PPBPPB,BPBPBPBP,BPBBBB,2,8
PPPBBB,BPBPBPBP,PBBPPP,2,8
PBBBBP,PBPBPBPB,PPPBBP,2,8
BBPPPB,BPBPBPBP,PBBBPB,2,8
PPPPBP,PBPBPBPBPBPB,PPPBBB,3,12
PBPBBP,PBPBPBPBPBPB,PPPPBP,3,12
PPPPPP,PBPBPBPB,BPPBBB,2,8
BBPPBP,PBPBPBPB,PBBBPB,2,8
PPPPBP,PBPBPBPB,BPPBPP,2,8
BBBBBB,BPBPBPBP,BBBBPB,2,8
BPPPBP,PBPBPBPB,BPBPBP,2,8
BBBBBB,BPBPBPBP,BBPPBP,2,8
BPPPPB,BPBPBPBP,BPPBBB,2,8
BPPPPP,PBPBPBPB,PPPBPP,2,8
BPBPPP,PBPBPBPB,BBBPBP,2,8
PBPPPB,BPBPBPBP,PBBPBP,2,8
BPBPPB,BPBPBPBP,PBPBBB,2,8
BBBBPB,BPBPBPBPBPBP,PPBBPP,3,12
BPBPPB,BPBPBPBP,PPBBPB,2,8
PBBBPB,BPBPBPBP,PBPPBP,2,8
BPBPBB,BPBPBPBP,PPBBBB,2,8
PBBBBB,BPBPBPBP,PBBBPB,2,8
BPPBPB,BPBPBPBP,BBPBPP,2,8
PPPPBB,BPBPBPBP,PPPPBB,2,8
PBPPBP,PBPBPBPB,BBPPBB,2,8
PPBPPB,BPBPBPBP,PPPPBP,2,8
PPBPPP,PBPBPBPB,BBPBBP,2,8
BBBPPP,PBPBPBPB,BBPBPP,2,8
PPPPBB,BPBPBPBP,BPPPBB,2,8
PBBBPP,PBPBPBPB,PPBBPB,2,8
PPBBBP,PBPBPBPB,BPBBPP,2,8
PPBBBP,PBPBPBPB,BBPPPB,2,8
PBPPBB,BPBPBPBP,PPBPPP,2,8
BBBBPB,BPBPBPBP,BBBPPB,2,8
BPPBPP,PBPBPBPB,PPPBPP,2,8
PPBPBB,BPBPBPBP,PPPPBP,2,8
BPPBBB,BPBPBPBP,PBBBPP,2,8
BBBBPB,BPBPBPBP,PBPBBP,2,8
BPPPBB,BPBPBPBP,PBPPBB,2,8
BPPPBP,PBPBPBPB,BBPBPB,2,8
PBBBBP,PBPBPBPB,BPPPPB,2,8
PBBPPB,BPBPBPBP,BBBPBB,2,8
BBBPPP,PBPBPBPB,PBPPBB,2,8
BBPBBP,PBPBPBPB,PBBBPB,2,8
BPPBPP,PBPBPBPB,BPBBBB,2,8
PBBPBB,BPBPBPBP,PBBBBB,2,8
PPPBBP,PBPBPBPB,PBPPPB,2,8
BBPPPB,BPBPBPBP,PPBBPP,2,8
PPPPPP,PBPBPBPB,PPPPBB,2,8
PPPPPP,PBPBPBPB,PPPBPP,2,8
BBBPBP,PBPBPBPB,BPBPPB,2,8
PBBPBP,PBPBPBPB,PBBBPB,2,8
PPPPPP,PBPBPBPBPBPB,BBPPBB,3,12
PPPBBB,BPBPBPBP,PBPBBB,2,8
PPBPBB,BPBPBPBP,PPBBPB,2,8
BPPPPB,BPBPBPBP,PPPPBB,2,8
BBPPBP,PBPBPBPB,BBBPPP,2,8
BBBPBP,PBPBPBPB,BPPPBB,2,8
PPBPPB,BPBPBPBP,BBBBPP,2,8
BBBPPB,BPBPBPBP,BBBPBB,2,8
BPBBPB,BPBPBPBP,BBPPPB,2,8
PPPPPB,BPBPBPBP,BBBPBP,2,8
BBPPPB,BPBPBPBP,PBBBBB,2,8
PPPBBB,BPBPBPBP,BPPPBP,2,8
BPBPPB,BPBPBPBP,PBBBBB,2,8
PPBPPP,PBPBPBPBPBPB,BBBBBB,3,12
PBPBPB,BPBPBPBP,BBBPBB,2,8
BPPBBP,PBPBPBPB,PBBPPB,2,8
PPBPPB,BPBPBPBP,PBPBBB,2,8
PBPBBP,PBPBPBPB,PPPPPB,2,8
PBBPPP,PBPBPBPB,BBPPPB,2,8
BPBBPP,PBPBPBPB,BPBPPP,2,8
PPPBPP,PBPBPBPB,PBBPPP,2,8
PPBPBB,BPBPBPBP,PPBPPP,2,8
BPBBBB,BPBPBPBP,BPBBPP,2,8
PPPPBP,PBPBPBPB,PBBBBB,2,8
BPPBBP,PBPBPBPB,PPBBBP,2,8
PBPBBP,PBPBPBPB,PBBBBP,2,8
PBPBBB,BPBPBPBP,BBBBBB,2,8
PBBBBB,BPBPBPBP,BBBBBB,2,8
BPBPBP,PBPBPBPB,PPBBBP,2,8
PBPPPB,BPBPBPBP,PBBBPB,2,8
PPPPBB,BPBPBPBP,BPBBBB,2,8
BPPBBP,PBPBPBPB,BPPPBP,2,8
BBBPPP,PBPBPBPB,BBBBBB,2,8
BPPPPP,PBPBPBPB,BBPPPB,2,8
PPBPPB,BPBPBPBP,BPPBBP,2,8
BPBBPP,PBPBPBPB,BPPBPB,2,8
PPPPBB,BPBPBPBP,PBBPBB,2,8
BPBPBP,PBPBPBPB,BPPBPP,2,8
PPPPPB,BPBPBPBP,BBBBPP,2,8
BPPBBP,PBPBPBPBPBPB,BPBPPB,3,12
BPPPBP,PBPBPBPB,BBBBPP,2,8
PBBBPB,BPBPBPBP,BBPBPB,2,8
PPPBPB,BPBPBPBP,PPPBPP,2,8
PPPPPP,PBPBPBPB,BPPBBB,2,8
BBBPBB,BPBPBPBP,PPPBBP,2,8
PPBBPP,PBPBPBPB,BPBPPP,2,8
BBPPBP,PBPBPBPB,BPBPBB,2,8
BBPPPB,BPBPBPBP,PBBPPB,2,8
BBBBPP,PBPBPBPB,PPPPBB,2,8
PBPBBB,BPBPBPBP,BBBPBB,2,8
BPPBBP,PBPBPBPB,PPPBBP,2,8
BBPBPP,PBPBPBPB,PBBBPB,2,8
PBPPPP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,PBBPBP,2,8
PBPPPB,BPBPBPBP,PBBPPP,2,8
BBBPPB,BPBPBPBP,BBPBBP,2,8
PPBBBP,PBPBPBPB,BBPPBP,2,8
PBBBPP,PBPBPBPB,PPPBPB,2,8
PPPBPP,PBPBPBPB,BPBPBB,2,8
PPBPBB,BPBPBPBP,PBPBBB,2,8
BPBBBP,PBPBPBPB,BBPPPB,2,8
BBPPBP,PBPBPBPB,BBPBBB,2,8
BBPBPB,BPBPBPBP,BBPPBB,2,8
BPPPPB,BPBPBPBP,BPPPBP,2,8
BBPPBP,PBPBPBPB,BBPBBP,2,8
BPPPBP,PBPBPBPB,BBBBBB,2,8
PBPPPB,BPBPBPBP,PPBBPP,2,8
BBBPBP,PBPBPBPBPBPB,BBPPBB,3,12
BPPBPB,BPBPBPBP,BPPBBB,2,8
PBPPBP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,BPBPPP,2,8
PPBPPP,PBPBPBPB,PBBBBB,2,8
BBBBPP,PBPBPBPB,PPBPPP,2,8
PBPPPB,BPBPBPBP,PBPBPB,2,8
BBBBBB,BPBPBPBP,PBBPBP,2,8
PBBPPB,BPBPBPBP,BBBPPB,2,8
BBPPBB,BPBPBPBP,PPPPBP,2,8
PBPBBP,PBPBPBPB,BPPPPP,2,8
BBPBPB,BPBPBPBP,BPBBBB,2,8
PBPBPP,PBPBPBPB,BBPBPP,2,8
BBBPPP,PBPBPBPB,BBBPBP,2,8
BPPBPB,BPBPBPBP,PPBBPP,2,8
PPBPBP,PBPBPBPB,BPPPBP,2,8
BBPPPB,BPBPBPBP,PBBPPP,2,8
PPBBPB,BPBPBPBP,PPPBBP,2,8
PPPPPB,BPBPBPBP,BBBBPP,2,8
BPPBBB,BPBPBPBP,BPPBPP,2,8
PBPBBB,BPBPBPBP,BBBBPB,2,8
PPBPPP,PBPBPBPB,BBPPPP,2,8
BPBBPB,BPBPBPBPBPBP,PBPPBB,3,12
PPBPPB,BPBPBPBP,BPBBPP,2,8
BBBPPP,PBPBPBPB,PBBPPB,2,8
BBBBBB,BPBPBPBP,BPPBPP,2,8
PPPBPP,PBPBPBPB,PBPPBB,2,8
BPBPPB,BPBPBPBP,PBPBPP,2,8
BBPPPP,PBPBPBPB,PBBPBB,2,8
BBBBBB,BPBPBPBP,PBPBBP,2,8
PBPBPB,BPBPBPBP,PPPPPP,2,8
PPBBPP,PBPBPBPB,PPBBBP,2,8
BPPPBP,PBPBPBPB,BPBBPP,2,8
BPBBPP,PBPBPBPB,BBBPBP,2,8
PPBBBB,BPBPBPBP,PBBBPB,2,8
PPPBPP,PBPBPBPB,BBPBBP,2,8
BPBBPB,BPBPBPBP,PPPBBB,2,8
PPBBPP,PBPBPBPB,BBBPPB,2,8
BBPPBB,BPBPBPBP,BBPPPP,2,8
BPPPPB,BPBPBPBP,PPBPBP,2,8
PBPPBP,PBPBPBPB,BBPBBB,2,8
BPPPBP,PBPBPBPB,PPBPPP,2,8
BPBPBB,BPBPBPBP,BPPPBP,2,8
BPPBPP,PBPBPBPB,BPBBPP,2,8
BBPBBP,PBPBPBPB,BBBPBB,2,8
BBBBBB,BPBPBPBP,BBPBPB,2,8
BBPBBB,BPBPBPBP,BBPBPB,2,8
BPPPPP,PBPBPBPBPBPB,PPBPPB,3,12
BPPPBB,BPBPBPBP,PBBBBP,2,8
PPBPPB,BPBPBPBP,PBBPBP,2,8
BBBPBB,BPBPBPBP,BBBPPP,2,8
PBPPBP,PBPBPBPB,BPPPPB,2,8
BBBPPB,BPBPBPBP,PPBBPP,2,8
PPPPBP,PBPBPBPB,BBBBBB,2,8
BPPPPP,PBPBPBPB,PBPPBB,2,8
PPBPPP,PBPBPBPB,BPBPBB,2,8
PBBPBB,BPBPBPBP,BBBPBB,2,8
PPBPPB,BPBPBPBP,PBPBBB,2,8
BPBPPP,PBPBPBPB,PPPBBP,2,8
PBPPBP,PBPBPBPB,PBBPBP,2,8
BPBPPP,PBPBPBPB,BPBBBP,2,8
BPBBPP,PBPBPBPB,PPBPPP,2,8
PPPBPB,BPBPBPBP,BBBBBB,2,8
BBPBBP,PBPBPBPB,PBPPPB,2,8
PBBBBB,BPBPBPBP,PBBPBB,2,8
BPPPBB,BPBPBPBP,PPPPPB,2,8
PBBBBP,PBPBPBPB,PBPPPB,2,8
BPPBBB,BPBPBPBP,PBPBBB,2,8
BPBBPB,BPBPBPBP,PPPBPP,2,8
PPBPPP,PBPBPBPB,BPPPPB,2,8
PPBPBP,PBPBPBPB,BPPBBP,2,8
BBBPPP,PBPBPBPB,BPBPPP,2,8
PBBPBB,BPBPBPBPBPBP,BPBBBB,3,12
PPPBBB,BPBPBPBP,PBBBBP,2,8
BPBPPB,BPBPBPBP,PPPBBB,2,8
PPPBBB,BPBPBPBP,PBPPPP,2,8
PPPPBB,BPBPBPBP,BPBBPP,2,8
PPPBPB,BPBPBPBP,BBBPBP,2,8
PPPBPB,BPBPBPBP,BBBPBP,2,8
BBBBBB,BPBPBPBP,PPBBPP,2,8
BBPPBB,BPBPBPBP,PBBBBB,2,8
PPPPBB,BPBPBPBP,PBPBBP,2,8
BBPBPB,BPBPBPBP,BBPBPP,2,8
PBPBBP,PBPBPBPB,PPPPBP,2,8
BPBBBB,BPBPBPBP,BPPPPP,2,8
PBPBPP,PBPBPBPB,BPPPPP,2,8
BBBPBB,BPBPBPBP,PBPPBP,2,8
BPPPPB,BPBPBPBP,PBBBPB,2,8
PPPPBB,BPBPBPBP,BPPPPP,2,8
PBPPPB,BPBPBPBP,BBPPBP,2,8
PBPBPP,PBPBPBPB,PPPBBB,2,8
BBPBPB,BPBPBPBP,PBBBPP,2,8
PPBBPB,BPBPBPBP,PPBBBB,2,8
PBPBBP,PBPBPBPB,PBPPPB,2,8
PPBBBB,BPBPBPBP,PBBBPB,2,8
BPBBBP,PBPBPBPB,BBBBBP,2,8
BBBPBB,BPBPBPBP,PPBPBB,2,8
PPPPBB,BPBPBPBP,PPPBPP,2,8
BPPPPB,BPBPBPBP,PBPPBB,2,8
BBBPPP,PBPBPBPB,BPPBBB,2,8
BBBBPP,PBPBPBPB,PPBPBB,2,8
BPBPBB,BPBPBPBP,PBPPPP,2,8
BBBPPB,BPBPBPBP,PPPPBB,2,8
PBBPBB,BPBPBPBP,BPPPBP,2,8
PPPBBP,PBPBPBPB,BBBPBP,2,8
PBPBBB,BPBPBPBP,PPBPBB,2,8
BPPPPP,PBPBPBPB,BPPPBP,2,8
BPBPBB,BPBPBPBP,PPPPBP,2,8
BPBPBP,PBPBPBPB,PBPPBP,2,8
PBBBPP,PBPBPBPB,BBPPPB,2,8
BBBBBP,PBPBPBPB,PPBPPB,2,8
PBPBBP,PBPBPBPB,PBBBPP,2,8
PPPBPP,PBPBPBPB,PPPBBB,2,8
PBBPBP,PBPBPBPB,PBBPBB,2,8
BBBBPB,BPBPBPBP,PPBPPP,2,8
PPPBPP,PBPBPBPB,PPBBPB,2,8
BBBBBP,PBPBPBPB,BPBBBP,2,8
PPBBBB,BPBPBPBP,PBBPBP,2,8
PBBPBP,PBPBPBPB,BPBPBP,2,8
BBBPBB,BPBPBPBP,BBBBPB,2,8
BBPBBB,BPBPBPBP,PBBPBB,2,8
BBBBBB,BPBPBPBP,PPPPPB,2,8
BBBBPP,PBPBPBPB,PPPBBB,2,8
PBBBBB,BPBPBPBP,BPPPBB,2,8
BBPPPP,PBPBPBPB,PBPPBB,2,8
PBPPBB,BPBPBPBP,PPBPPP,2,8
BBPPPB,BPBPBPBP,PPBBPP,2,8
BPPBBB,BPBPBPBP,BBBPPP,2,8
BBPBPP,PBPBPBPB,BBBPPP,2,8
BBPPBB,BPBPBPBP,BBPBPP,2,8
BBBBBB,BPBPBPBP,BPPPBP,2,8
BBBPPB,BPBPBPBP,BPPPPB,2,8
BBBPBB,BPBPBPBP,PBPPBP,2,8
PPBPPB,BPBPBPBPBPBP,BPPBBB,3,12
PPPBPB,BPBPBPBP,BBBPPB,2,8
PPBBPP,PBPBPBPB,PBPPPB,2,8
PPBPBB,BPBPBPBP,PBPBPP,2,8
BBBBBB,BPBPBPBP,PPBBBP,2,8
PBBBPB,BPBPBPBP,BBPPPB,2,8
BBPBBB,BPBPBPBP,PBPBPP,2,8
PPBBBB,BPBPBPBP,PBBBBP,2,8
PPPPPP,PBPBPBPB,PBBPPP,2,8
BPPBBP,PBPBPBPB,BPPPBP,2,8
BPBPBP,PBPBPBPB,BPPPBP,2,8
BPPPPP,PBPBPBPB,PBBPPB,2,8
PPBPBB,BPBPBPBPBPBP,BPPPBB,3,12
BPBBBB,BPBPBPBP,BBBBBP,2,8
BBBPBB,BPBPBPBP,BBBBPP,2,8
PPBPBP,PBPBPBPBPBPB,PPBBBB,3,12
PBBPPB,BPBPBPBP,PPPBBP,2,8
BBBPPB,BPBPBPBPBPBPBPBP,BBBPPP,4,16
BBBPBP,PBPBPBPB,PPPPBB,2,8
BPBBBP,PBPBPBPB,BBPBPP,2,8
BPPBPB,BPBPBPBP,BBPPPB,2,8
BBPBBP,PBPBPBPBPBPB,PPPPPB,3,12
PBBPBB,BPBPBPBP,BBPPPP,2,8
BBPPPB,BPBPBPBP,PPPBBB,2,8
BBPPPB,BPBPBPBP,BPPBBP,2,8
PBBBBP,PBPBPBPB,BPBBBB,2,8
BBPBPP,PBPBPBPB,BPPPPB,2,8
BBBPBP,PBPBPBPB,BPPPBP,2,8
BBBPBP,PBPBPBPB,BPPPBP,2,8
PPPPPB,BPBPBPBP,BPBBBP,2,8
BBPBBB,BPBPBPBP,PBPPPB,2,8
BBPPBB,BPBPBPBP,PBBPPP,2,8
BPPBBB,BPBPBPBP,PPPBPB,2,8
BBBBBP,PBPBPBPB,PBPPPB,2,8
PPPBPP,PBPBPBPB,PPPBBB,2,8
BBPPPP,PBPBPBPB,PPBBPB,2,8
PPPBPB,BPBPBPBP,PPPPBB,2,8
PPPPBB,BPBPBPBP,BBPBBB,2,8
PBBBBB,BPBPBPBP,BBBPPP,2,8
PBBPBB,BPBPBPBP,PPBBPB,2,8
PBPBPB,BPBPBPBP,BBBPPP,2,8
BPPBBP,PBPBPBPB,BPBPBB,2,8
PPPPPB,BPBPBPBP,BBBBBP,2,8
PBBPBP,PBPBPBPB,PBBPBB,2,8
BPPPPB,BPBPBPBP,PBPBBP,2,8
BBBBBB,BPBPBPBP,BBPBBB,2,8
PPPPPB,BPBPBPBP,BBBPBB,2,8
BPPBBP,PBPBPBPB,PPBPPB,2,8
PBBBBB,BPBPBPBP,PBBPPP,2,8
PBBBPB,BPBPBPBP,PPPPBP,2,8
BBPPPB,BPBPBPBP,BBPBPB,2,8
PPBBBB,BPBPBPBP,PBBPPP,2,8
PPBPPB,BPBPBPBP,PPPBBB,2,8
BBPPBB,BPBPBPBP,PBPPPP,2,8
BPBBBB,BPBPBPBP,PBBPPB,2,8
BBPBBB,BPBPBPBP,PBPPPB,2,8
BPBPPP,PBPBPBPB,PPBPPP,2,8
PBPPBB,BPBPBPBPBPBP,PBPBBP,3,12
PPPPPP,PBPBPBPB,BPBPBB,2,8
BBBPPP,PBPBPBPB,BPPBPP,2,8
BPBPPP,PBPBPBPBPBPBPBPB,BBPPPP,4,16
BPBPPP,PBPBPBPBPBPBPBPB,BBPPPP,4,16
BPBBBB,BPBPBPBP,BPBBPB,2,8
BBBPBB,BPBPBPBP,PBPBBP,2,8
PBPBPP,PBPBPBPB,PPPPBP,2,8
PPPPPP,PBPBPBPB,PPPPPB,2,8
BBBPBP,PBPBPBPB,PPPPBP,2,8
PPBBPP,PBPBPBPB,BPBBBB,2,8
BBBBPB,BPBPBPBP,PBPPPP,2,8
PPBBPP,PBPBPBPB,PPBPPP,2,8
PPBBPP,PBPBPBPB,PPBPPP,2,8
PPPPPB,BPBPBPBP,PBPBBB,2,8
BPBBBB,BPBPBPBP,PPBBBB,2,8
PBBPPB,BPBPBPBP,BPPBPP,2,8
PPBPPP,PBPBPBPB,BPBPPB,2,8
PBBBBP,PBPBPBPB,BPBBBB,2,8
BPPBPP,PBPBPBPB,PPPPPB,2,8
BBBPPP,PBPBPBPB,PPPBBP,2,8
BBPBBB,BPBPBPBP,PPPPPB,2,8
BPPBBP,PBPBPBPB,PBBBPP,2,8
PPBPBP,PBPBPBPB,BPBPBB,2,8
BPBPPB,BPBPBPBP,BBBBBB,2,8
PPPPPP,PBPBPBPB,BPPPPP,2,8
PPPPPP,PBPBPBPB,PPBPPP,2,8
BBPPPP,PBPBPBPB,PBBBPB,2,8
PBBBBB,BPBPBPBP,PPPPBB,2,8
PPPBBB,BPBPBPBP,PBPBBB,2,8
BPBPPP,PBPBPBPB,BBBPPP,2,8
BBBBBB,BPBPBPBP,BBPPBB,2,8
PBPBPP,PBPBPBPB,PPBPBP,2,8
BBPPBB,BPBPBPBP,PPBBPP,2,8
PBPPBP,PBPBPBPB,PPPBBP,2,8
PPPBBB,BPBPBPBP,BPPPBP,2,8
PPPBBP,PBPBPBPB,BBPPBB,2,8
BPPPBB,BPBPBPBP,BBBPPP,2,8
PBPPBB,BPBPBPBP,BPPPPP,2,8
PPPPBP,PBPBPBPB,BPPPBB,2,8
BPBPPP,PBPBPBPB,BBPPBP,2,8
BPPPPP,PBPBPBPB,BBBBBP,2,8
PBPBPP,PBPBPBPB,PBBPPP,2,8
BPPPBP,PBPBPBPB,BBBPPB,2,8
