before,lukku,after,pairs,length
BPBPBB,BBPPBB,BPBPBB,3,6
BPBBBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBPBBB,2,4
PBPPBP,BBPPBB,PBBBBB,3,6
PBBBPB,PPBB,BBPBBB,2,4
BBBPBB,BBPP,BPPBBP,2,4
BBBPPB,PPBBPP,PBPPPP,3,6
BBBBBP,BBPPBB,BPBBBP,3,6
PPPBPP,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PBPPPP,2,4
BPPBBB,PPBB,PBPPBP,2,4
BBBBBP,BBPP,PPPBPB,2,4
PPBBBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BPPPPP,2,4
PPPBBB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,BPPPBP,2,4
PBPPPB,PPBBPP,PBPPPB,3,6
PBPPPB,PPBB,BPPPPP,2,4
PBBBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPPBB,PBBBPB,3,6
BBPBPP,PPBBPP,PBPPBP,3,6
BBPBPP,PPBB,BBBBBP,2,4
PBBBPB,PPBB,BPPPBB,2,4
PPPPPB,PPBBPPBBPPBB,PBPPBB,6,12
PPBBPB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PPBBBB,2,4
PPPPBP,BBPP,PPBPPP,2,4
PBPBPB,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PPBPBB,2,4
PPPPBP,BBPPBB,PBPPPB,3,6
PBPPPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBPPBP,2,4
BPPPPB,PPBBPP,PBBBPP,3,6
PPBBBB,BBPP,PBBBBP,2,4
PBBBBP,BBPP,PPBPBB,2,4
PPBPBB,BBPP,PBBPPP,2,4
BBBPPP,BBPP,PPBBBB,2,4
PPBBPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPBPPB,2,4
BPBPBP,BBPPBB,BBBBPP,3,6
PPBBBB,BBPPBB,BBPBBP,3,6
PBBBBP,BBPP,BPBBBP,2,4
BPBBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BBBPBB,2,4
PPPPBP,BBPP,PPBBPP,2,4
BPBBPP,PPBBPPBBPP,PPBBPP,5,10
PPBBPP,PPBBPP,PBPBBB,3,6
BBBPBB,BBPP,PBBPBP,2,4
BPPPPB,PPBBPP,BPBPPP,3,6
BPBBBP,BBPPBB,BBPBBP,3,6
PBBBBP,BBPP,PBBBBB,2,4
BPBBBB,BBPPBB,BPPPBP,3,6
BPPPPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PBBBBB,2,4
BBBBBB,PPBBPP,PBPBPP,3,6
PBPBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBB,BPPBBB,3,6
BPPBBB,PPBB,BPPBPB,2,4
PPPPBB,BBPPBBPPBB,BBBBPP,5,10
PPBBBB,BBPP,PBBPPB,2,4
BBBPPP,BBPPBB,BPPPBB,3,6
PBPBBB,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PBPPPB,2,4
PBBBPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,BPPPBB,2,4
PBBBPP,PPBB,PBBPBB,2,4
PBBBBP,BBPP,BPBPBP,2,4
PPPPPP,PPBB,BBBPPB,2,4
BBPBPP,PPBB,BBBBBB,2,4
PBBBPP,PPBB,PBPPBP,2,4
BPPPPB,PPBB,BPBBBB,2,4
PBPBPB,PPBB,PBPBBB,2,4
PPPBPB,PPBB,PBPBPB,2,4
PBPBPP,PPBB,BPBPBP,2,4
PPPBBP,BBPP,BPBBPB,2,4
PBPBBP,BBPP,PBBBPB,2,4
PPBBBP,BBPP,PPBPPB,2,4
BPPPPB,PPBBPP,PBBBBB,3,6
PPPBBB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PBPPBP,2,4
PPBPPB,PPBB,BBBBPB,2,4
PPPPPP,PPBB,BBBPPP,2,4
BBBBPP,PPBBPP,PPPBPB,3,6
PBBPPB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PPPBPP,2,4
PPPPPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBPBPP,2,4
BBPBPB,PPBBPP,PPBBPP,3,6
PPBBPP,PPBBPPBB,BPPPBP,4,8
BPPPBB,BBPPBB,BBPBBB,3,6
BPPPPP,BBPPBBPP,PPPPPP,4,8
PPPPPB,PPBBPP,PPPPPB,3,6
BPPPBP,BBPP,PPPBBP,2,4
BPPPPP,BBPP,BPBPPP,2,4
BPPBPP,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PBBBBB,2,4
PBPPPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,BPPPBP,2,4
PPBPBP,BBPPBB,PBPPBP,3,6
PBPBBB,PPBB,BBBPBP,2,4
PPPBBB,PPBB,PBBBPP,2,4
PBPPBP,BBPP,PPPBBB,2,4
BBBBBP,BBPP,BPPPPB,2,4
BPPBPP,PPBB,PBBBPP,2,4
PPBPBB,BBPP,PPPBBB,2,4
BPBBPB,PPBBPPBB,BBBBPP,4,8
PPBBBB,BBPPBB,BBBBBB,3,6
BPBPBB,BBPP,PPBPPB,2,4
BPPPPB,PPBB,BBBBPB,2,4
PPPBBP,BBPP,BPPPPP,2,4
PBBBPP,PPBB,BPPBBB,2,4
PPPBBB,PPBB,BPBPPP,2,4
BPPPPP,BBPPBB,PBBBBB,3,6
BBPPBP,BBPPBB,BPBBPB,3,6
BPBPPP,BBPPBBPP,PBPBPB,4,8
PBBPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBPPBB,2,4
PBPPBB,BBPPBB,BBPPBP,3,6
BPBBBB,BBPPBB,BPBBPB,3,6
PBPBPP,PPBB,BPPPBP,2,4
BPBBBB,BBPP,PPBPPP,2,4
PPPBPP,PPBB,BBBBPP,2,4
PBBBPB,PPBBPP,PBPPPB,3,6
BPPPBP,BBPP,BPPBPP,2,4
PBPPPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPBBPP,2,4
BBBBPP,PPBBPP,PPPBBB,3,6
BBBPPB,PPBB,PBBBPP,2,4
PBBBPP,PPBBPP,BPPPBP,3,6
PPBPPP,BBPP,PPBBPP,2,4
PPBBPP,PPBBPP,PPBPPB,3,6
PPBPPB,PPBB,BPBBBB,2,4
BBBPBB,BBPPBBPPBB,BBPPPP,5,10
BBPPBB,BBPP,PPPPPP,2,4
PPPPPB,PPBB,BPPPPB,2,4
PBPBBB,PPBB,BBPPPB,2,4
BBPPBB,BBPP,PBBBBP,2,4
BPPPBB,BBPP,BPPPPP,2,4
PPPPPP,PPBB,PBBBBP,2,4
PBBPBB,BBPP,PPPBBB,2,4
PBPPPP,PPBBPPBB,BBPBBB,4,8
BPBBPB,PPBB,BPBBBP,2,4
PBBBPP,PPBBPPBBPPBB,PBPPBB,6,12
PPBBPB,PPBB,BBBBBP,2,4
BBBBBB,PPBBPP,PPPPBP,3,6
BPBBBP,BBPP,PBBPBP,2,4
PPBBPB,PPBB,PBBPPB,2,4
BPPBBP,BBPP,BPPBPP,2,4
BPPPPP,BBPPBB,PBBPPP,3,6
BPPBBP,BBPP,PBBBBB,2,4
BBBPPP,BBPPBB,BBPBBB,3,6
PBBBBP,BBPPBB,BBBPBB,3,6
BPBBBB,BBPPBBPPBBPP,BPPBBB,6,12
PBBPPB,PPBB,BBBBBP,2,4
BBBBBB,PPBBPP,PPPPPB,3,6
PPPPPP,BBPP,BPBBBP,2,4
PBBBBB,PPBB,PBBPBP,2,4
BPPBPP,PPBB,BPPBBB,2,4
PPPBBB,PPBB,BBPPPP,2,4
BBPPBB,BBPP,PPPBBB,2,4
BBBBPB,PPBB,PBPPPP,2,4
PPBBBP,BBPP,PBPPPB,2,4
BBBBBP,BBPP,PBBBBB,2,4
PPBBBB,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBBPP,PPBPBP,4,8
BBPBBP,BBPP,PPPPPP,2,4
PPPPBP,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPPBBP,2,4
BPPPPP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBPPBB,2,4
PBPBBB,PPBBPP,PBPBBB,3,6
PBPBBB,PPBB,BPPPPP,2,4
BBPPPP,PPBB,BBBBPB,2,4
PPBBPB,PPBB,BBPPBP,2,4
PBPPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBBPPP,2,4
PPPBPP,PPBB,BPBBPP,2,4
PPBBBP,BBPP,BPPBBP,2,4
PBBPPB,PPBB,PBPBBB,2,4
BPBPBB,BBPP,PPPPPP,2,4
PBPPPP,PPBB,BBPBBB,2,4
PBPPBP,BBPP,BPBBBB,2,4
BBBPBB,BBPPBBPPBB,BBBBPP,5,10
PPBBBB,BBPP,PBBPPB,2,4
BBBPPP,BBPPBB,BBPBBB,3,6
BBBBBB,BBPP,PBPPPP,2,4
PPPBPP,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PBBBPB,2,4
PBPPBP,BBPP,PPPBBB,2,4
PPBBBB,BBPP,PBBBBB,2,4
BBPBPB,PPBBPPBB,PBBBBP,4,8
PBBPBB,BBPP,BPPBPP,2,4
PPBPPB,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PBPBBB,2,4
PPBPBB,BBPP,PPBPBP,2,4
PPPPBB,BBPPBB,BBBBBB,3,6
BBBBBB,BBPP,PPBBBB,2,4
BBBBPP,PPBB,BBPBBB,2,4
BPBBBB,BBPP,PBBPPP,2,4
BBBPPP,BBPP,PBPBBB,2,4
PPBPBB,BBPPBBPP,PBBPBB,4,8
PPPPPP,PPBBPP,PBBBBB,3,6
BBBBBP,BBPP,PBBBBB,2,4
BPPPPP,BBPPBB,BBPBBB,3,6
BPPBPP,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPPBB,2,4
PBBBBP,BBPP,PBBBPP,2,4
PPPBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BBPBBB,3,6
BPPPBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BPBPPP,2,4
BBBBBB,BBPPBBPP,PPBBBB,4,8
PPBBPP,PPBB,BBBBBP,2,4
BBBBPB,PPBB,BBBPPP,2,4
BBBBPP,PPBB,BBBBBB,2,4
PBBBBB,PPBB,BPPPPP,2,4
PPPBBB,PPBB,PBPPBP,2,4
PPPPBP,BBPP,PPBPPP,2,4
BBBBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPPBB,BBBPPB,3,6
PBBBBB,PPBBPP,BPBBBP,3,6
PBBBBP,BBPPBB,BPPPBP,3,6
BPBBBB,BBPP,PPBPBB,2,4
PPPPBP,BBPP,BPPBPB,2,4
PPBPBP,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BPPPPP,2,4
BPPPPP,BBPPBB,BBPPPP,3,6
BBPPPB,PPBBPP,PPPPPB,3,6
BBBBBB,BBPP,PBBBPP,2,4
BBPBPP,PPBB,BPPBPB,2,4
BBPBPP,PPBB,BPPBPB,2,4
PBPPBB,BBPP,PBBPBP,2,4
PPBBBP,BBPP,PPBPPP,2,4
BPPPPP,BBPP,PPPPPB,2,4
PPPPPP,BBPP,PPPPPP,2,4
PBPBPB,PPBB,PBPBBP,2,4
PBBPBP,BBPP,PBBPPB,2,4
PBBPPP,BBPP,BPBBBP,2,4
BBBBBP,BBPP,PPPBBB,2,4
PBPBBB,PPBBPPBB,BBBBBB,4,8
BBBBBB,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBBPP,PPPPPP,4,8
PPPPPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBBPP,PPPPPP,4,8
PPPPPP,PPBB,BBPPBB,2,4
PBPBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBBPPBB,BBBBPP,5,10
PPBBBB,BBPPBBPPBBPP,PPPPPP,6,12
PPPPPP,PPBB,BBBBBB,2,4
BBBBBB,BBPPBB,BBBBPP,3,6
PPBBBB,BBPP,PPPPPP,2,4
PPPPPP,PPBBPP,PPBBBB,3,6
PPBBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPPBB,2,4
PBPPPP,PPBB,PBBPPP,2,4
PPPBBP,BBPP,PBBBPB,2,4
BBBBBB,BBPP,PPPPPB,2,4
PPPPPP,PPBB,PBPBPB,2,4
BPBPBP,BBPP,PBPBBP,2,4
BPPPBP,BBPP,PBBBPB,2,4
PPPBPP,PPBB,BBPPPP,2,4
BPBPBP,BBPP,BPBBBB,2,4
BBBBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BPPPBB,3,6
BBBPPP,BBPP,BPPBBP,2,4
PBBPPB,PPBBPP,PPBBPP,3,6
PPBBPP,PPBBPP,PPBBPP,3,6
PPBBPP,PPBBPPBBPPBBPP,PPBBBB,7,14
PPBBPP,PPBB,BBBPPB,2,4
BBBPBB,BBPPBBPP,PPBBPP,4,8
PPBBPP,PPBBPP,PPBBBB,3,6
PPBBPP,PPBB,BBPPPB,2,4
PPPPBB,BBPP,PBPPPP,2,4
PPPPPP,PPBB,BPBBPB,2,4
BBBBBB,BBPPBB,BBBBBB,3,6
BPBPPP,BBPPBB,PBPPPB,3,6
PPPBBP,BBPP,PBBPBP,2,4
BBBBBB,PPBB,BBBBPB,2,4
PBPPPB,PPBBPPBB,BPBPBP,4,8
PBPBPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,BPBPBP,2,4
BPBPPB,PPBB,BPPBPP,2,4
BPBBBP,BBPP,PBBBBP,2,4
BPPPBB,BBPP,PPPPPB,2,4
BBBBBB,BBPP,PBBBBB,2,4
BBPBBB,PPBB,BBPBPP,2,4
BBBPBB,BBPP,PPBPPB,2,4
BPPPPB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,BPPBBP,2,4
BPPBBB,PPBBPP,PBPBPP,3,6
BPBPPP,BBPP,PBPPBB,2,4
PPPBPP,PPBB,BPPBPP,2,4
PPPPBP,BBPPBBPPBB,PBPBPP,5,10
BBBPBB,BBPP,PPBPBB,2,4
PPPPBP,BBPP,PBPPPB,2,4
PBPPPB,PPBBPP,PPBBBB,3,6
PPBBPP,PPBB,BBBBBP,2,4
PBPPPB,PPBB,BPPBBP,2,4
BBPBPP,PPBB,PBPPPP,2,4
PPPPPP,PPBB,PBBPBP,2,4
BPBPBP,BBPP,PPBPBP,2,4
PPPBPB,PPBBPP,PBPBBP,3,6
BBPPPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PPPBBB,2,4
PPPBBB,PPBBPP,PPPBBB,3,6
PPBBBP,BBPP,PBPPBB,2,4
BBPPPB,PPBBPPBB,BBBPBP,4,8
BPPPBB,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBBPP,PPPPPP,4,8
PPPPPP,PPBB,BBPBBB,2,4
PBPPPP,PPBB,BPBBBP,2,4
BBBPPB,PPBBPPBB,PBPPPB,4,8
PBBBPP,PPBBPP,PPBBPB,3,6
PPBBPP,PPBB,PBBBBP,2,4
BBBPPP,BBPPBB,BPPPPB,3,6
PBBBPP,PPBB,BBPBPB,2,4
BBPBPP,PPBB,BPBBPP,2,4
PPBBBP,BBPPBB,PBPBPB,3,6
PBBBBB,PPBB,PBBPBP,2,4
PPBBPP,PPBB,BBBBBB,2,4
BBBBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BPBPPP,3,6
PPBPPB,PPBBPP,PBPPPP,3,6
PBPPPP,PPBB,BPBBBP,2,4
PPPPPP,PPBBPPBB,BBPPPP,4,8
PBBBPP,PPBB,BBBPBP,2,4
PPPBBB,PPBB,PBBBBB,2,4
PPBPBP,BBPP,PPBPPB,2,4
BBBBBB,BBPP,PBPPBP,2,4
PPPBPP,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PBBPPB,2,4
PBBPPP,BBPPBB,BBBBBP,3,6
BBBPBB,BBPP,PBPPPB,2,4
BBBPPP,BBPPBBPP,BPBPPB,4,8
BBBBPB,PPBBPP,PPPPPP,3,6
PBPBBP,BBPP,PPPPPP,2,4
BBBBBB,BBPP,PPBBPB,2,4
PPBBPB,PPBB,BBBBBP,2,4
BBBPBP,BBPP,BPBPBP,2,4
BBBBPB,PPBB,BPPPPB,2,4
PBBBPP,PPBBPP,BPBBPP,3,6
BBPPBP,BBPPBBPP,PBPBBB,4,8
PBPPPB,PPBBPPBB,PBBPPP,4,8
BPPBBP,BBPP,PBBBBP,2,4
PBPPBP,BBPP,PPPPBP,2,4
PPBPPP,BBPP,BPBBBB,2,4
BBPBBB,PPBB,PBPBPP,2,4
PBPBPP,PPBBPP,PBBBBB,3,6
BBBBBB,BBPP,PPPBBP,2,4
PBPPPP,PPBB,BBBPBB,2,4
PPPBPP,PPBB,BBBBBP,2,4
BPPPBB,BBPPBB,PBBBPP,3,6
PBBBPP,PPBB,PBPPPP,2,4
PBPBPP,PPBBPP,PBBPPB,3,6
PPPPBB,BBPPBB,BPPBPB,3,6
PPBPBB,BBPP,PPPBPP,2,4
PPPPPB,PPBB,BBPBBP,2,4
BBPPPB,PPBBPPBB,BBPBBB,4,8
PPPBPP,PPBB,BPPBBP,2,4
BBBBBB,BBPP,PBPBBP,2,4
BBBBPB,PPBB,BBPBBP,2,4
BPBBBB,BBPP,PPPPBP,2,4
BPBPBP,BBPP,PBPPBB,2,4
BBPPPB,PPBB,PBBPPB,2,4
BPPBBP,BBPPBB,PBBPPP,3,6
BPPBBP,BBPP,PPPPPB,2,4
BBBPPP,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBB,BBBBBB,3,6
PPPBPB,PPBB,PBBPBB,2,4
BBPBBP,BBPP,PBPBPP,2,4
PPPBPB,PPBBPP,PPPPBB,3,6
BBPPPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPBPP,2,4
PPPBPP,PPBB,BBBPBP,2,4
BBBBBB,BBPP,PBPPPP,2,4
PPPPBP,BBPP,BPBPBB,2,4
PPBPBP,BBPP,BPPPPP,2,4
PBPPPP,PPBB,BBBPPB,2,4
BBBBBB,BBPP,PBPPPP,2,4
PPPBBP,BBPP,PPPBBB,2,4
PPPPBB,BBPP,PPPBBB,2,4
BBPBBB,PPBBPPBB,BBPPBP,4,8
BBPPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBBBPB,2,4
PPBPBB,BBPP,BPBBPB,2,4
PBBBBB,PPBB,BPBBBB,2,4
BBBBPB,PPBB,BBBBPB,2,4
PBBBPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PBBPBP,2,4
PBPPPB,PPBB,BPBPBB,2,4
BBPBPP,PPBBPP,BPBBPB,3,6
PBBBBB,PPBBPP,PPPBPB,3,6
BPPPPP,BBPPBB,BBBPPB,3,6
PBBBBB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,BBBBBB,2,4
BBBBBB,BBPP,PPBPBP,2,4
PPPBPB,PPBB,BPBBBB,2,4
PBBBBB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BPPPBB,2,4
PPPBPP,PPBB,BPBPPP,2,4
PPPPBP,BBPPBB,BPBBBP,3,6
BBPBBB,PPBBPP,BPBBPP,3,6
BBPPBP,BBPP,BPBBBB,2,4
BBPPPP,PPBB,BPBBPB,2,4
BBBPPP,BBPP,PBPBBP,2,4
BPBBBB,BBPP,BPBBBP,2,4
BPBBBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PBPPBB,2,4
BBPPPB,PPBB,BPPBPP,2,4
PPBPPB,PPBB,BPBBBP,2,4
PPPPPB,PPBB,BPPPBB,2,4
BBBPPP,BBPP,PPPPPB,2,4
PPPPPP,BBPP,BPPBPP,2,4
BBBPPP,BBPP,BPPPPP,2,4
BBPBPB,PPBB,BPBPBP,2,4
PPPBPP,PPBB,PBPBBB,2,4
BPBBBB,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBBPP,BPBPPP,4,8
PBPBPP,PPBB,BBPBBB,2,4
BPBPPP,BBPP,PPPPBP,2,4
PPPPPB,PPBB,PBBPPP,2,4
BBBBPB,PPBBPP,PPPBBB,3,6
BBBPPP,BBPP,BPBPBB,2,4
BBBBBP,BBPPBBPPBB,PBPPPB,5,10
PPPBPB,PPBB,BBPBPP,2,4
BBBBBB,BBPPBB,BBPBBB,3,6
BBBBBB,BBPPBBPPBB,PBPBBB,5,10
BPBPBB,BBPP,BPPPPB,2,4
BBBPPP,BBPP,PPBBPP,2,4
PPBBPP,PPBBPP,PPPBPP,3,6
PBBBBB,PPBB,BPPPPP,2,4
BBPPPP,PPBB,BBPBBP,2,4
PPPPPP,PPBBPP,PBBPBB,3,6
BPPPPP,BBPPBB,PBPPPB,3,6
PBPPPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PBPPBP,2,4
BPBPPP,BBPP,PPPPBB,2,4
PPBBBB,BBPP,PPPPPP,2,4
BBPBPB,PPBBPP,PBBBBP,3,6
BPPPBB,BBPP,PPPBBB,2,4
PPBBBB,BBPP,PPPPPP,2,4
PPBBPB,PPBBPP,PBPPBP,3,6
PPBBPB,PPBBPP,PBPPBP,3,6
BBBPPP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PBPPPP,2,4
PBPPBP,BBPP,PBBBPP,2,4
PPBPBP,BBPPBB,BBBBBB,3,6
BPBPBP,BBPP,PPPBPP,2,4
PPPPBP,BBPP,PPBPPB,2,4
PPBBPB,PPBBPP,BPBBBB,3,6
BBBPBP,BBPP,BPPBPB,2,4
PPBBBP,BBPP,BPBPBP,2,4
BBPBPB,PPBBPP,PBPPBP,3,6
PBBBPP,PPBB,PBBBBB,2,4
BPBBBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBBPP,PPBPBB,4,8
BBBBBP,BBPP,PBPPPB,2,4
BPPPBB,BBPP,BPBBBP,2,4
PPPBBP,BBPP,BPBPPP,2,4
PBPBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBBPPBB,BPPBBB,5,10
BPPBBB,PPBB,BBBPPB,2,4
PBPBBB,PPBB,BPPPBB,2,4
PBBBBB,PPBB,BPBPBP,2,4
PBPBPP,PPBB,PBPBPB,2,4
PBPBPB,PPBB,BPBPBP,2,4
BBBPBP,BBPP,BPBPPB,2,4
BBBBBB,BBPP,BPBBBB,2,4
PPPBBP,BBPP,PPPPPB,2,4
PPBPBP,BBPP,PBBPBP,2,4
PBBBPP,PPBBPP,BPBBBB,3,6
BBBBPB,PPBBPP,PPPBBB,3,6
BBBPBB,BBPP,PBBPPB,2,4
BPPPBP,BBPP,PBPPBP,2,4
PPBPPB,PPBB,BBBPPP,2,4
BBBBPP,PPBB,BPBBBB,2,4
BBBPBB,BBPPBB,BPPBPP,3,6
BPPPPB,PPBBPP,PBPPPP,3,6
PPPPBP,BBPP,PBBPPP,2,4
BBBPPP,BBPP,PBBBPB,2,4
PBBPBP,BBPPBBPP,BPPPPB,4,8
BPPBPP,PPBB,PBBBPB,2,4
PPPPPP,BBPPBB,BPBPPP,3,6
BPBPPP,BBPP,BPPPBP,2,4
BPBBBP,BBPP,PBPBBP,2,4
PPPBBB,PPBB,BPPPPB,2,4
BBPPPB,PPBB,BPPPPP,2,4
PPPPPP,PPBBPP,BPBPPP,3,6
PBBBPP,PPBB,PBBBPP,2,4
BBPBPB,PPBB,BBBPBP,2,4
PPPBBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBBBBB,2,4
BBBPBB,BBPPBB,BPPPPB,3,6
PBBBBB,PPBB,BBBBBP,2,4
BBBBBB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PPPPPP,2,4
BBBBBB,BBPP,PBBBPP,2,4
PPPBBB,PPBBPP,PPBBBB,3,6
PPBBPP,PPBB,BBBPPP,2,4
BPPPPP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPPBBB,2,4
BBBBBB,BBPP,PBBBPP,2,4
PPPBBB,PPBBPP,PPBBBB,3,6
PPBBPP,PPBB,BBBPPP,2,4
BPPPPP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPPBBB,2,4
BPBBBP,BBPPBBPP,BPBPPP,4,8
BPPPPB,PPBB,PBPPBP,2,4
BBBPBB,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPBBBB,2,4
BBBBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPPBP,2,4
PBBBPP,PPBB,BPPPPB,2,4
BBPPBP,BBPP,PPPBPP,2,4
BPPBPP,PPBBPP,BPPPPP,3,6
PBPPPP,PPBB,BPPBPB,2,4
PPPPPP,PPBB,BBPPPB,2,4
PPPPPP,PPBBPP,PBBBBB,3,6
BBBPBB,BBPP,PBPBPP,2,4
PPPPPB,PPBB,BBBBBB,2,4
BPPPBB,BBPP,PPPBBB,2,4
PBBBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPBBBB,2,4
BPPPPP,BBPP,PPBPPB,2,4
BPPPPB,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PPPPPP,2,4
PPPBPP,PPBBPP,BPBBBB,3,6
BPBBBB,BBPP,PPBBPP,2,4
BBBBPP,PPBBPP,PPBBBP,3,6
PPBBPP,PPBB,BPPPPB,2,4
PBBBPP,PPBB,PBBPPP,2,4
PPPBBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PBPPPB,2,4
BBPBBP,BBPP,BPBPBB,2,4
BPBBBP,BBPP,BPPBPB,2,4
PPBBBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBBBB,2,4
PBBBPP,PPBB,BPPBBB,2,4
PPPBBB,PPBB,BPPPBP,2,4
BPPPPP,BBPP,PPPPBP,2,4
PPPPPP,PPBB,PBBBBP,2,4
PBBPBB,BBPP,BPBPBB,2,4
BPBPBB,BBPP,PBPBBB,2,4
BPBBBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PBBBBP,2,4
PPPPPP,BBPP,BPPBPP,2,4
BBBBBB,BBPP,PPPBPB,2,4
PPPBPB,PPBB,BPBBPB,2,4
BBPBBP,BBPP,PBPBBP,2,4
BPPPBP,BBPP,PPBBPB,2,4
BPBPBP,BBPP,BPBPPP,2,4
BBPBPP,PPBBPP,PBPBPP,3,6
PPPBPB,PPBB,BPBBPB,2,4
PBBPBP,BBPP,PPBPPP,2,4
BBBBBP,BBPPBB,PBPBBP,3,6
PBPBBP,BBPP,PBBBPB,2,4
BPBPBP,BBPP,PPBPBB,2,4
BBBBBB,BBPP,PBPPBP,2,4
PPPBBB,PPBB,BPBBPP,2,4
PPBBBP,BBPPBB,BBBPPP,3,6
BBPPPP,PPBB,PBBBBP,2,4
PBBPBB,BBPPBB,BBPBBB,3,6
BPPPPB,PPBB,PBBPPB,2,4
BPPBBP,BBPP,BPBBBB,2,4
PBBBBB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBBBBP,2,4
BBPBPP,PPBB,BBBBPB,2,4
BBBPBB,BBPP,PBPPBP,2,4
BPPBPP,PPBBPP,PBBPBP,3,6
PBBPBP,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBB,PBPPPB,3,6
PPPBBB,PPBB,BBPPBP,2,4
BBPPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BPPPBP,2,4
BBPPPB,PPBB,BBBBBB,2,4
BBBBBP,BBPP,PBBPBB,2,4
PPPBBP,BBPPBB,BBBPPB,3,6
